rollout/ep_len_mean,short_std,short_mean,time/iterations,return_std,long_mean,return_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,long_std,time/total_timesteps,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/learning_rate,train/explained_variance,train/clip_range,train/entropy_loss,train/approx_kl,train/n_updates,train/loss
20.0,0.20093486,0.2545936,25,0.7199331,-0.4056781,1.1013594,64,798,2.54088235,1.957894,51200,-0.0027923505345825105,0.0,0.0682372553332243,1e-05,0.8411326855421066,0.2,-3.30173434689641,0.0013786337,240,0.027410848066210747
20.0,0.21917458,0.26176226,26,0.75819945,-0.40096134,1.1639526,64,829,2.6726470600000005,1.9881463,53248,-0.0033699050633003934,0.0,0.07779003776959144,1e-05,0.8125991523265839,0.2,-3.28787100315094,0.001737845,250,0.06526074558496475
20.0,0.21166697,0.25621742,27,0.7108806,-0.37132853,1.1584945,64,859,2.5902941399999997,1.9644337,55296,-0.0038544256938621404,0.0,0.08784389856737107,1e-05,0.8210139721632004,0.2,-3.264253347367048,0.0017679681,260,0.025383923202753067
20.0,0.20372637,0.26910406,28,0.6971969,-0.4190585,1.1127026,64,890,2.56029413,1.9948854,57344,-0.004101697553414852,0.0,0.07046358475927264,1e-05,0.8343110233545303,0.2,-3.2446684420108793,0.002045239,270,0.01102844625711441
20.0,0.22607948,0.277297,29,0.7329037,-0.40017784,1.1816701,64,922,2.6391176399999994,1.8841536,59392,-0.006425266797305085,0.0,0.07285392557969317,1e-05,0.813570037484169,0.2,-3.226269129663706,0.0036063837,280,0.00441797636449337
20.0,0.22809125,0.3126325,30,0.74125403,-0.40247852,1.1956602,64,953,2.6326470700000004,1.9983584,61440,-0.0033419153041904792,0.0,0.07415033674333245,1e-05,0.8316295593976974,0.2,-3.224789793044329,0.0019827844,290,0.017138784751296043
20.0,0.21595833,0.28374875,31,0.72327477,-0.40251136,1.1675464,64,983,2.64500003,1.9937879,63488,-0.003918580980098341,0.0,0.07283425140194595,1e-05,0.8374884277582169,0.2,-3.2184253476560114,0.0017012955,300,0.03260146081447601
20.0,0.21345478,0.27335918,32,0.6913615,-0.40729076,1.1584712,64,1013,2.6002941099999997,2.0075707,65536,-0.0030494447841192597,0.0,0.07864501256262883,1e-05,0.8189764022827148,0.2,-3.213669867813587,0.001642966,310,0.029818575829267502
20.0,0.22094755,0.29320133,33,0.7396467,-0.38477597,1.1418931,64,1043,2.58941175,1.8702618,67584,-0.005787582136690617,0.005712890625,0.07388208045740612,1e-05,0.8133805692195892,0.2,-3.2029622852802277,0.0035442922,320,0.02459535002708435
20.0,0.22208183,0.28946143,34,0.72399956,-0.40753573,1.2180085,64,1073,2.7155882999999994,1.9881017,69632,-0.005786070361500606,0.0,0.07126426818431356,1e-05,0.8431966751813889,0.2,-3.17661671936512,0.0033473768,330,0.0328378900885582
20.0,0.23674817,0.32078636,35,0.76139647,-0.40657702,1.2390709,64,1104,2.7673529299999995,1.9206553,71680,-0.0030265845198300667,0.0,0.06614060149295256,1e-05,0.847561314702034,0.2,-3.1569965966045856,0.0014610183,340,0.018306881189346313
20.0,0.24685177,0.3218643,36,0.78315616,-0.40698624,1.2655568,64,1136,2.8229412000000003,1.9005299,73728,-0.005507224834582302,0.0,0.07759308108943515,1e-05,0.8436894118785858,0.2,-3.153938093781471,0.0038561765,350,0.013141889125108719
20.0,0.23350185,0.3091926,37,0.7324315,-0.37912437,1.2289047,64,1169,2.7282352800000003,1.8816472,75776,-0.0024495580364600755,0.0,0.09028654308640398,1e-05,0.8247287273406982,0.2,-3.148149510473013,0.0012438188,360,0.05388942360877991
20.0,0.23880069,0.3157348,38,0.7215609,-0.3887462,1.1331179,64,1203,2.52441176,1.9596714,77824,-0.003147135186009109,0.0,0.07678777115070261,1e-05,0.8259930461645126,0.2,-3.132980744540691,0.0014682027,370,0.030649829655885696
20.0,0.23973367,0.3215199,39,0.7383346,-0.40696448,1.1864455,64,1237,2.6741176300000005,2.0142481,79872,-0.002795559307560325,0.0,0.07114101158222183,1e-05,0.8382334411144257,0.2,-3.125002717971802,0.0013707164,380,0.02703983709216118
20.0,0.23100212,0.3029294,40,0.68198633,-0.40560126,1.1352158,64,1269,2.58588232,1.9666069,81920,-0.0035195329095586204,0.0,0.06652604672708548,1e-05,0.8544477671384811,0.2,-3.1330791860818863,0.0020644434,390,0.008513491600751877
20.0,0.23075768,0.31758222,41,0.73787785,-0.3946912,1.2274532,64,1302,2.765882330000001,1.9359471,83968,-0.003810548904584721,0.0,0.06237255142768845,1e-05,0.8332417011260986,0.2,-3.13052176758647,0.0019516905,400,0.022677315399050713
20.0,0.26743293,0.33472717,42,0.77776635,-0.37878528,1.2452755,64,1335,2.7917647,1.9509224,86016,-0.007710844906978309,0.002587890625,0.06708382870419882,1e-05,0.8484868705272675,0.2,-3.1071391098201273,0.0042242617,410,0.00946832075715065
20.0,0.24349435,0.31379092,43,0.8119858,-0.38451052,1.2594379,64,1369,2.7967647099999997,2.0074747,88064,-0.003716254187747836,0.0,0.08643418524879962,1e-05,0.8208326399326324,0.2,-3.105457558482885,0.0016606897,420,0.012679796665906906
20.0,0.24679114,0.3076976,44,0.76428396,-0.3746845,1.2376254,64,1404,2.759999980000001,1.8638535,90112,-0.0037601524978526867,0.0,0.09154925661277957,1e-05,0.836650088429451,0.2,-3.1197203300893306,0.0019787056,430,0.03004547953605652
20.0,0.24854325,0.31190795,45,0.69712317,-0.39657322,1.177825,64,1437,2.68029409,2.0041835,92160,-0.0037578695628326386,9.765625e-05,0.08525885246344841,1e-05,0.8257723599672318,0.2,-3.133474653214216,0.0021403637,440,0.06789248436689377
20.0,0.24778916,0.33802044,46,0.76576895,-0.38725084,1.2034966,63,1472,2.76705888,1.9420437,94208,-0.005873082202742808,0.00302734375,0.06223022008198313,1e-05,0.843488946557045,0.2,-3.130957528948784,0.003445117,450,0.057741668075323105
20.0,0.218358,0.3029963,47,0.8107489,-0.37922013,1.2651432,63,1505,2.8555882500000003,1.8512526,96256,-0.0033260121126659214,0.0,0.07210426652454771,1e-05,0.8496313095092773,0.2,-3.1065748035907745,0.0017485626,460,0.03697655722498894
20.0,0.24990684,0.31998196,48,0.7640431,-0.40202448,1.2065284,63,1538,2.7717647400000005,1.8936539,98304,-0.003533336563850753,0.0,0.09467950916150585,1e-05,0.8310997933149338,0.2,-3.0939684748649596,0.0013748588,470,0.017661534249782562
20.0,0.251859,0.3257559,49,0.7800815,-0.39195424,1.247433,63,1571,2.7879411800000002,1.9772604,100352,-0.005551639216719195,0.011083984375,0.0706951814587228,1e-05,0.8595949560403824,0.2,-3.1183647125959397,0.003610731,480,0.008547903969883919
20.0,0.22967452,0.30827653,50,0.7692008,-0.3753286,1.2435023,63,1605,2.810588230000001,1.9378287,102400,-0.005858891678508371,4.8828125e-05,0.0754894426674582,1e-05,0.8528950959444046,0.2,-3.1388490281999113,0.0026673286,490,0.034876905381679535
20.0,0.22470768,0.30578277,51,0.79644036,-0.39357433,1.2320051,63,1637,2.7838235499999997,1.960549,104448,-0.0028389538143528625,0.0,0.07863745542126707,1e-05,0.8305613994598389,0.2,-3.132411850988865,0.000719078,500,0.034031737595796585
20.0,0.21556973,0.28011733,52,0.77678627,-0.41851458,1.2575194,63,1669,2.82794116,1.955137,106496,-0.0031256432266673073,0.0,0.08526896596886217,1e-05,0.8400757163763046,0.2,-3.1128589950501917,0.0013858555,510,0.028075985610485077
20.0,0.19490115,0.21958485,53,0.7540259,-0.40073147,1.1683278,63,1704,2.6494117600000004,1.9565189,108544,-0.002615000585501548,0.0,0.08166923673124984,1e-05,0.8428455591201782,0.2,-3.0901081174612046,0.00088658417,520,0.046827103942632675
20.0,0.19956699,0.22746958,54,0.73397684,-0.39716774,1.1739643,63,1740,2.6535294199999995,1.9342422,110592,-0.005485402040358167,0.0,0.07800595772569067,1e-05,0.8417505025863647,0.2,-3.0753595188260077,0.0030977018,530,0.006678393110632896
20.0,0.18189092,0.1994208,55,0.7372308,-0.40552896,1.1580701,63,1778,2.63676466,1.9775,112640,-0.00616099718172336,0.00048828125,0.07418807130889035,1e-05,0.838672086596489,0.2,-3.072749209403992,0.0035946083,540,0.010920567438006401
20.0,0.15984304,0.17093943,56,0.7714884,-0.3770333,1.1979871,63,1815,2.73117646,1.9506791,114688,-0.006857653270708397,0.005419921875,0.06973701695096679,1e-05,0.8539906591176987,0.2,-3.106183996796608,0.004140922,550,0.019710522145032883
20.0,0.12540084,0.13160513,57,0.73375106,-0.36956266,1.1653465,63,1852,2.6326470200000007,1.9488968,116736,-0.005965883142198436,0.001708984375,0.0854586475994438,1e-05,0.8332508504390717,0.2,-3.1297000482678414,0.0030168486,560,0.03704109787940979
20.0,0.09681777,0.09510961,58,0.76601565,-0.40085343,1.2116654,62,1890,2.7052941699999997,2.0214992,118784,-0.004993558386922814,0.013720703125,0.08290475227986463,1e-05,0.8272048532962799,0.2,-3.18136735111475,0.0039664255,570,0.02230222523212433
20.0,0.09584258,0.07956953,59,0.7246515,-0.42401138,1.1220707,62,1928,2.53882349,1.9839884,120832,-0.0066205904469825326,0.04716796875,0.08186918233986944,1e-05,0.8428896367549896,0.2,-3.242908615618944,0.006609832,580,0.0368303507566452
20.0,0.06328465,0.05210284,60,0.7548328,-0.38408217,1.1878619,62,1967,2.7194117600000003,1.9802077,122880,-0.011723790044197813,0.04716796875,0.0742798542836681,1e-05,0.8427197486162186,0.2,-3.2900525160133838,0.0051669367,590,0.006822062656283379
20.0,0.066716164,0.051944982,61,0.72172415,-0.38858902,1.0614612,62,2004,2.4417647000000002,2.0633402,124928,-0.009057303392910398,0.01357421875,0.08262598838191479,1e-05,0.8385302871465683,0.2,-3.3198846727609634,0.0040492928,600,0.02532043308019638
20.0,0.052087173,0.033988297,62,0.69968545,-0.38282624,1.0239897,62,2041,2.36852932,1.9922497,126976,-0.014252189922262914,0.07900390625,0.08420870343106798,1e-05,0.8171125203371048,0.2,-3.3384482726454734,0.0065171467,610,0.010081913322210312
20.0,0.052432664,0.030361382,63,0.7063971,-0.3918018,1.0639946,62,2077,2.4602940900000005,1.9120977,129024,-0.02315968667389825,0.09765625,0.081861243955791,1e-05,0.8155153840780258,0.2,-3.3558819510042666,0.009395648,620,-0.013416614383459091
20.0,0.057767473,0.028355155,64,0.7151344,-0.36481625,1.0493875,62,2112,2.4047058700000004,1.9858294,131072,-0.019164935662411155,0.073974609375,0.0786794920626562,1e-05,0.8277773261070251,0.2,-3.366653984040022,0.008865625,630,-0.015451543033123016
20.0,0.046693143,0.020757457,65,0.7020088,-0.37325343,1.002876,61,2148,2.39764708,2.0270953,133120,-0.023473472654586658,0.0806640625,0.08719202241045423,1e-05,0.8032950013875961,0.2,-3.352880734950304,0.011149248,640,0.016592703759670258
20.0,0.039426126,0.015203215,66,0.76097566,-0.3637908,0.959607,61,2183,2.3002941,1.9841628,135168,-0.02801948277920019,0.1494140625,0.07798962474334985,1e-05,0.8266819268465042,0.2,-3.355342695862055,0.011790818,650,0.0006327331066131592
20.0,0.03539243,0.011009913,67,0.6444231,-0.37545204,0.80292964,61,2216,2.01235288,2.046873,137216,-0.02563024911796674,0.158154296875,0.10899373405845836,1e-05,0.7873380035161972,0.2,-3.356151732802391,0.014295942,660,0.013610266149044037
20.0,0.023785666,0.005444759,68,0.5789341,-0.38327324,0.69432336,61,2250,1.7285293800000003,1.919568,139264,-0.03082886817282997,0.212451171875,0.0716780377086252,1e-05,0.8028046935796738,0.2,-3.361429397761822,0.011257928,670,0.010625360533595085
20.0,0.03579163,0.00974573,69,0.69262373,-0.36689794,0.8569921,61,2283,2.09264708,1.957939,141312,-0.02420060105796438,0.057177734375,0.07264807808096521,1e-05,0.7570033669471741,0.2,-3.3704896084964275,0.006675994,680,0.03854677826166153
20.0,0.03829059,0.011458611,70,0.6975478,-0.37504303,0.8833094,61,2317,2.13794119,2.0526738,143360,-0.036213890418002846,0.294140625,0.08543304339982569,1e-05,0.8044200986623764,0.2,-3.3501139640808106,0.015284304,690,-0.025779634714126587
20.0,0.044936456,0.014427155,71,0.7339569,-0.40037298,0.946623,61,2350,2.3000000399999996,2.0249038,145408,-0.03269482669129502,0.149462890625,0.08401359026320279,1e-05,0.8154940903186798,0.2,-3.339935541152954,0.012839062,700,-0.036116987466812134
20.0,0.04440108,0.016544882,72,0.7750645,-0.3702703,1.040094,61,2385,2.4911765000000003,1.8669417,147456,-0.027874964507645927,0.120263671875,0.0862896373262629,1e-05,0.8245500922203064,0.2,-3.3090590849518775,0.012229731,710,-0.015098456293344498
20.0,0.04886149,0.01838913,73,0.7743259,-0.37166524,1.0557202,61,2421,2.53058827,1.9978546,149504,-0.03236744950991124,0.2474609375,0.09696195276919753,1e-05,0.824781209230423,0.2,-3.288891240954399,0.014109113,720,0.021231789141893387
20.0,0.055523522,0.018246233,74,0.80924034,-0.356763,1.0479314,61,2461,2.46500001,1.9444791,151552,-0.025123918350436723,0.11298828125,0.089554215723183,1e-05,0.8402145951986313,0.2,-3.2517171926796435,0.010594631,730,-0.006472961977124214
20.0,0.06937585,0.025659487,75,0.83059424,-0.36515164,1.1174809,61,2494,2.6255882,1.8995876,153600,-0.026181743410415948,0.162548828125,0.09589895778917708,1e-05,0.8435060679912567,0.2,-3.231380083411932,0.011064696,740,0.022395048290491104
20.0,0.05468414,0.02015023,76,0.7609142,-0.3957306,1.0650778,61,2527,2.5308823100000004,1.9516522,155648,-0.025332071892626117,0.131591796875,0.10049475971027277,1e-05,0.8391212373971939,0.2,-3.2013821482658384,0.010016747,750,0.060681816190481186
20.0,0.056179095,0.025449641,77,0.7801906,-0.3430546,1.1646523,61,2560,2.76882353,1.8275295,157696,-0.029635472418158317,0.20791015625,0.09006452657049521,1e-05,0.8326206803321838,0.2,-3.190108086913824,0.014056177,760,0.013769257813692093
20.0,0.05343504,0.02428063,78,0.817215,-0.39577386,1.1838682,61,2594,2.78794117,1.8600762,159744,-0.018691839138045906,0.064501953125,0.07959237435134128,1e-05,0.8546218574047089,0.2,-3.143211063742638,0.009873766,770,0.01097879558801651
20.0,0.057055928,0.024344632,79,0.8344679,-0.3664109,1.2361825,61,2627,2.87588232,1.9351239,161792,-0.025085504224989563,0.11015625,0.09436723297694698,1e-05,0.847941979765892,0.2,-3.110120324790478,0.012955613,780,0.03431075066328049
20.0,0.06235104,0.025789078,80,0.82770723,-0.39002717,1.1951644,61,2660,2.835588220000001,1.8585367,163840,-0.01931471962889191,0.142626953125,0.10171829265309498,1e-05,0.844508022069931,0.2,-3.0737516224384307,0.010671716,790,0.0013782642781734467
20.0,0.055388454,0.022576213,81,0.81512594,-0.3897704,1.1469272,61,2694,2.7002941600000003,1.8224545,165888,-0.024131693775416352,0.172412109375,0.08982138020801358,1e-05,0.8601258844137192,0.2,-3.0508211977779864,0.011217407,800,0.002495918422937393
20.0,0.054441255,0.023715548,82,0.8082055,-0.41200152,1.146651,61,2728,2.62764704,1.922613,167936,-0.024115871556568892,0.134716796875,0.1083660509553738,1e-05,0.8248873651027679,0.2,-3.0218073308467863,0.013421416,810,0.02717750146985054
20.0,0.052618373,0.023512144,83,0.79783434,-0.39469007,1.1669874,61,2762,2.70352939,1.9103868,169984,-0.021519008529139683,0.0919921875,0.09503121063462458,1e-05,0.8467222452163696,0.2,-3.003865756839514,0.010856885,820,-0.00020951591432094574
20.0,0.054345034,0.025576305,84,0.85303193,-0.4052563,1.2735586,61,2795,2.9867647400000004,1.9187329,172032,-0.028073460652376526,0.14873046875,0.07924680775613524,1e-05,0.8652518540620804,0.2,-2.9464922957122326,0.01261054,830,0.00845227763056755
20.0,0.056380898,0.025791906,85,0.78372455,-0.38131416,1.208568,61,2828,2.8373529099999995,1.8392235,174080,-0.028132928523700685,0.221484375,0.09275300168083049,1e-05,0.8646268993616104,0.2,-2.913656471669674,0.014353071,840,0.007625605911016464
20.0,0.056486815,0.026366297,86,0.7989214,-0.38123873,1.2745516,61,2861,2.9452941699999995,1.8720849,176128,-0.03525999584817328,0.203076171875,0.09076505491975695,1e-05,0.836172953248024,0.2,-2.8852221786975862,0.01554733,850,-0.03903681039810181
20.0,0.05527345,0.027482092,87,0.829771,-0.3951224,1.3028977,61,2895,3.0102941500000004,1.7864113,178176,-0.03243721058242954,0.22021484375,0.08181400630273857,1e-05,0.8616449236869812,0.2,-2.8525228977203367,0.015688987,860,0.020120419561862946
20.0,0.07196039,0.027248131,88,0.81737065,-0.38428074,1.2249122,61,2929,2.875,1.9217387,180224,-0.020556545900763012,0.093896484375,0.09148230538703502,1e-05,0.8586190789937973,0.2,-2.7838384874165056,0.010576956,870,0.043686557561159134
20.0,0.054504704,0.02618299,89,0.812074,-0.4140736,1.3151822,61,2961,3.05441177,1.8159406,182272,-0.026136491063516586,0.105322265625,0.0871634014241863,1e-05,0.8608557730913162,0.2,-2.7671389542520046,0.01315815,880,0.0009567514061927795
20.0,0.06314386,0.02754946,90,0.8236096,-0.38523507,1.2335465,61,2995,2.87794119,1.9132574,184320,-0.02870496157265734,0.265869140625,0.07740839254111051,1e-05,0.8722795844078064,0.2,-2.7490385718643666,0.018949226,890,-0.025652263313531876
20.0,0.058049757,0.032402705,91,0.8185799,-0.4030347,1.2713225,61,3030,2.95970597,1.7809849,186368,-0.031429182784631846,0.2376953125,0.08074579765670933,1e-05,0.8684954345226288,0.2,-2.7168066896498204,0.013623598,900,0.005950964987277985
20.0,0.05957723,0.03544933,92,0.85796875,-0.39215386,1.3875449,61,3064,3.1935293900000006,1.8546005,188416,-0.02681922623887658,0.2201171875,0.08598569331225007,1e-05,0.8599933832883835,0.2,-2.7098140224814413,0.0147237275,910,0.01718597114086151
20.0,0.062262934,0.03244615,93,0.80791384,-0.4024899,1.3313621,61,3097,3.04911764,1.8888975,190464,-0.02741905774164479,0.218701171875,0.08357197181321681,1e-05,0.8749482929706573,0.2,-2.66952737942338,0.015035009,920,-0.017615854740142822
20.0,0.056853376,0.030245868,94,0.7943974,-0.4178454,1.2307675,61,3135,2.8661764699999996,1.8925898,192512,-0.02539197862788569,0.13974609375,0.07784163727774285,1e-05,0.8690149635076523,0.2,-2.7161447785794737,0.010148803,930,-0.008539985865354538
20.0,0.056178093,0.032211624,95,0.82339555,-0.39975357,1.2664912,61,3172,3.0020588200000002,1.808831,194560,-0.025528372410917655,0.157958984375,0.07558463864261285,1e-05,0.87141053378582,0.2,-2.681678909063339,0.0126020545,940,0.013634655624628067
20.0,0.056495793,0.025417872,96,0.7822342,-0.40857548,1.2489817,61,3206,2.8897058999999996,1.8652383,196608,-0.02952408382843714,0.156640625,0.08499691389151849,1e-05,0.8616484552621841,0.2,-2.6555779837071896,0.014322728,950,0.05972323566675186
20.0,0.058593333,0.028568272,97,0.8376517,-0.4138987,1.3139787,61,3243,3.04911764,1.8483266,198656,-0.024899041635217146,0.14697265625,0.08758056992664934,1e-05,0.8458619266748428,0.2,-2.71026456579566,0.01259269,960,0.025070980191230774
20.0,0.059042364,0.028133512,98,0.8113036,-0.3947991,1.3254826,61,3279,3.02823531,1.9005919,200704,-0.029934856959152968,0.213671875,0.08042612997815013,1e-05,0.8732249438762665,0.2,-2.650239921361208,0.012721725,970,-0.0189230777323246
20.0,0.061664745,0.029098036,99,0.81124574,-0.41129178,1.2825191,61,3317,3.00852939,1.844315,202752,-0.03156518697069259,0.2310546875,0.0788152264081873,1e-05,0.8686206489801407,0.2,-2.613037525862455,0.01579038,980,-0.003053903579711914
20.0,0.057179827,0.028656103,100,0.8467424,-0.3819062,1.3536929,61,3353,3.10000002,1.8058062,204800,-0.031513487637857905,0.229736328125,0.07043382211122662,1e-05,0.8843665048480034,0.2,-2.5780919075012205,0.016958522,990,-0.0026589035987854004
20.0,0.056651846,0.026214406,101,0.826094,-0.40231347,1.351431,61,3389,3.0755882499999996,1.8052639,206848,-0.031683003067155366,0.238232421875,0.09048440969199874,1e-05,0.8638357371091843,0.2,-2.5649617038667203,0.014839152,1000,-0.008783731609582901
20.0,0.05656366,0.029151022,102,0.8501737,-0.38611737,1.3725082,60,3427,3.148823540000001,1.8102033,208896,-0.0254390234418679,0.185888671875,0.08083915852475912,1e-05,0.8752905502915382,0.2,-2.5646262384951113,0.016576674,1010,-0.02753583714365959
20.0,0.055544607,0.032156575,103,0.84894973,-0.38401866,1.3437254,60,3465,3.07558824,1.840942,210944,-0.02479053079150617,0.188818359375,0.08345291574369185,1e-05,0.8770566433668137,0.2,-2.506680303066969,0.011224156,1020,-0.01793164573609829
20.0,0.06378312,0.034580648,104,0.8474085,-0.40136915,1.3281596,60,3501,3.07882355,1.8760536,212992,-0.028164202498737724,0.236572265625,0.08902881914982572,1e-05,0.8686608672142029,0.2,-2.467735231667757,0.016830878,1030,-0.0077038295567035675
20.0,0.06587629,0.03911122,105,0.87556726,-0.413176,1.3918012,60,3539,3.18235293,1.9268377,215040,-0.025395725408452564,0.18515625,0.08439341150806286,1e-05,0.8700732588768005,0.2,-2.4456641137599946,0.015574446,1040,-0.007532153278589249
20.0,0.06402925,0.035758,106,0.8348321,-0.4249063,1.410634,60,3573,3.23911771,1.8573915,217088,-0.0241300888475962,0.141455078125,0.0924554349272512,1e-05,0.8699054569005966,0.2,-2.4250335790216924,0.010906974,1050,0.02096904069185257
