long_std,time/total_timesteps,return_mean,short_std,time/fps,return_std,time/iterations,time/time_elapsed,long_mean,rollout/ep_len_mean,rollout/ep_rew_mean,short_mean,train/loss,train/value_loss,train/learning_rate,train/entropy_loss,train/approx_kl,train/n_updates,train/explained_variance,train/clip_fraction,train/clip_range,train/policy_gradient_loss
0.18257922,124000,18.255722,0.08503291,95,2.4531162,62,1304,0.0031418537,2000.0,246.59677419354838,0.07819897,2.785158395767212,5.579713157191873,1e-05,-0.09955017931060865,0.0005071111,610,-0.0011146068572998047,0.007861328125,0.2,-0.0008395391429075971
0.18892662,126000,18.798285,0.043297645,95,2.8967357,63,1325,0.0034589705,2000.0,249.65079365079364,0.052784313,3.8716654777526855,5.988926614820957,1e-05,-0.10745546818943694,8.5654494e-05,620,-0.004303932189941406,0.00419921875,0.2,-0.0002758075686870143
0.18969524,128000,18.553905,0.060540427,95,2.849245,64,1345,0.0029657928,2000.0,251.703125,0.06139141,3.0909507274627686,8.220544271171093,1e-05,-0.09360901325708255,0.00014356167,630,0.016286849975585938,0.001123046875,0.2,-3.954321291530505e-05
0.18788412,130000,18.450672,0.073478006,95,2.597647,65,1365,0.0018379496,2000.0,253.46153846153845,0.0360113,5.471380233764648,8.273380818963052,1e-05,-0.09851119227241725,0.00086715637,640,-0.028840065002441406,0.010400390625,0.2,-0.0006922116153873503
0.18462946,132000,19.286942,0.058426734,95,2.818892,66,1385,0.0036660251,2000.0,256.7121212121212,0.041278183,3.2218472957611084,6.600892862677574,1e-05,-0.10674608633853495,0.0006033877,650,0.014584779739379883,0.009326171875,0.2,-0.0009798085535294375
0.18296738,134000,19.357534,0.061764024,95,2.9005573,67,1406,0.0017142355,2000.0,259.1194029850746,0.06412401,1.7059675455093384,7.39087271541357,1e-05,-0.08735469195526094,0.00022288818,660,0.06703716516494751,0.00224609375,0.2,-0.000346008365158923
0.18687548,136000,19.42125,0.053218175,95,2.5929809,68,1426,0.0025148022,2000.0,261.19117647058823,0.041695137,1.8166238069534302,8.103387260437012,1e-05,-0.08904426258523017,0.00040375785,670,0.026699185371398926,0.007275390625,0.2,-0.0007882779464125633
0.18584111,138000,18.549614,0.036446095,95,2.838706,69,1446,0.0030447878,2000.0,262.1304347826087,0.035403572,1.2306039333343506,6.689868456125259,1e-05,-0.08730786179658026,0.00068071205,680,0.005572080612182617,0.004052734375,0.2,-0.00045504128211177887
0.18875891,140000,18.857079,0.06912002,95,2.6276274,70,1467,0.0024542701,2000.0,264.34285714285716,0.043455422,2.630589008331299,7.176265055686235,1e-05,-0.09481128529878333,0.000641734,690,0.09541976451873779,0.003515625,0.2,-0.0004388925852254033
0.19013879,142000,19.435625,0.04804467,95,2.6652892,71,1487,0.002459486,2000.0,267.14084507042253,0.04555335,2.832608938217163,6.972217101603746,1e-05,-0.08894044557819143,0.00043769774,700,-0.03714776039123535,0.004052734375,0.2,-0.0007002171420026571
0.18772988,144000,18.708601,0.050952476,95,2.5225708,72,1507,0.0027213132,2000.0,268.15277777777777,0.04730799,3.4243221282958984,6.780182852596044,1e-05,-0.09758454358670861,0.00040430814,710,0.04097557067871094,0.002001953125,0.2,-0.0009282631886890158
0.18483545,146000,18.815434,0.052908435,95,2.7227962,73,1528,0.0021422969,2000.0,269.8082191780822,0.0325608,2.4034106731414795,6.4495892114937305,1e-05,-0.09474602255504579,0.0004622764,720,-0.017462849617004395,0.007421875,0.2,-0.0007535170239862055
0.19042382,148000,18.93354,0.06682014,95,2.6255875,74,1548,0.0028571,2000.0,271.6756756756757,0.042820524,4.377676963806152,7.317810263484716,1e-05,-0.09491460678400472,0.00068307423,730,0.008976519107818604,0.013671875,0.2,-0.0013496647385181858
0.18788557,150000,19.460823,0.05675043,95,2.6193664,75,1568,0.0014138181,2000.0,274.14666666666665,0.05786266,2.3592090606689453,6.864761105179786,1e-05,-0.08961511452216656,0.00050801155,740,-0.005463123321533203,0.006103515625,0.2,-0.0007804388682416174
0.19373631,152000,19.044493,0.06020457,95,2.4778128,76,1589,0.0019335146,2000.0,275.32894736842104,0.06581202,3.355679750442505,6.926997967064381,1e-05,-0.08620968611212447,0.0006746239,750,-0.016754150390625,0.01064453125,0.2,-0.00123958169715479
0.18491414,154000,18.904871,0.052536085,95,2.5820308,77,1610,0.0030632939,2000.0,276.4805194805195,0.026587822,4.173445701599121,6.136059294641018,1e-05,-0.09031123371096328,0.0005683978,760,-0.0054978132247924805,0.005615234375,0.2,-0.00020046866702614353
0.18267596,156000,18.300766,0.054539952,95,2.555485,78,1630,0.0011436834,2000.0,277.0769230769231,0.062959984,5.260078430175781,6.6473080784082414,1e-05,-0.08210948461201042,0.00040926103,770,0.006608843803405762,0.0056640625,0.2,-0.0005813551571918652
0.18224253,158000,18.48056,0.06418063,95,2.9571583,79,1650,0.002184176,2000.0,278.72151898734177,0.06914642,1.3181986808776855,6.381228497624397,1e-05,-0.08906246598344296,0.0004749988,780,0.017809927463531494,0.001611328125,0.2,-0.0005488830312970095
0.18201983,160000,18.577463,0.041532528,95,2.950979,80,1671,0.0032373425,2000.0,280.0625,0.05197841,2.755749464035034,8.440212298184633,1e-05,-0.09145071326056495,9.06552e-05,790,0.02678072452545166,0.0001953125,0.2,-0.0001373686653096229
0.18323705,162000,18.863106,0.036441114,95,2.6824872,81,1691,0.0014280409,2000.0,281.7901234567901,0.022916386,2.867379665374756,8.22282840833068,1e-05,-0.08250216554733925,0.00018334607,800,0.05124610662460327,0.001025390625,0.2,-0.0005428607386420481
0.18570195,164000,18.606173,0.060558144,95,2.651411,82,1712,0.0022958633,2000.0,282.7926829268293,0.041495934,3.454983949661255,7.070994632691145,1e-05,-0.06845962005900219,7.883366e-05,810,0.008682012557983398,0.00107421875,0.2,-0.0002525743213482201
0.18364345,166000,19.450752,0.04600514,95,2.9565651,83,1732,0.001714236,2000.0,285.3734939759036,0.04126599,1.142276406288147,7.03136173337698,1e-05,-0.0699752708314918,0.00027929794,820,-0.013907670974731445,0.0005859375,0.2,9.188124386128038e-05
0.17900687,168000,19.30508,0.050107624,95,2.7892692,84,1752,0.0014913606,2000.0,286.60714285714283,0.0527459,1.184490442276001,8.742994879931212,1e-05,-0.06632123950403183,0.0002703554,830,-0.003108382225036621,0.001123046875,0.2,-0.0003690215904498473
0.18821287,170000,19.932468,0.036622945,95,2.4118333,85,1772,0.00214183,2000.0,288.6941176470588,0.03335208,3.1317105293273926,7.621652580052614,1e-05,-0.07224908087518997,9.334745e-05,840,0.0108412504196167,0.00029296875,0.2,-7.773762627039105e-05
0.1901563,172000,19.89892,0.055492803,95,2.538322,86,1793,0.0011428213,2000.0,290.04651162790697,0.04634759,2.5468740463256836,5.74357188642025,1e-05,-0.07071835734532214,0.00021755992,850,0.0030597448348999023,0.00029296875,0.2,3.835948882624507e-05
0.19195785,174000,19.518606,0.0774856,95,2.8932447,87,1813,0.0017137541,2000.0,291.1609195402299,0.0603571,3.033245086669922,6.2908947065472605,1e-05,-0.07259868844412268,1.5398662e-05,860,0.009061992168426514,0.0,0.2,0.0001552090630866587
0.18730497,176000,19.919054,0.07164744,95,2.7512102,88,1833,0.002837842,2000.0,292.75,0.07830739,4.477872848510742,8.021276561915874,1e-05,-0.0679476945893839,0.00046416654,870,0.028859972953796387,0.003369140625,0.2,-0.0008245766293839552
0.18723358,178000,19.051207,0.07811157,95,2.5293407,89,1854,0.0025338077,2000.0,293.2134831460674,0.09543399,2.101156711578369,7.384716892242432,1e-05,-0.06528523218003102,3.0379073e-05,880,-0.0007951259613037109,0.000244140625,0.2,-4.1119320667348805e-05
0.18936636,180000,19.786001,0.053955715,96,2.5653465,90,1874,0.0026505864,2000.0,295.2111111111111,0.07560169,4.676686763763428,6.309135055541992,1e-05,-0.06381915408419445,0.0004813552,890,-0.01105797290802002,0.009033203125,0.2,-0.0016321369068464265
0.17971586,182000,19.615368,0.05372405,96,2.777104,91,1894,0.0021243673,2000.0,296.24175824175825,0.06414213,1.5163341760635376,6.670531765371561,1e-05,-0.0616012119804509,0.00023654036,900,-0.01140749454498291,0.008740234375,0.2,-0.0007948752696393058
0.18278505,184000,19.786612,0.046124402,96,2.4902563,92,1915,0.0025709195,2000.0,297.60869565217394,0.05350583,4.427725791931152,7.353069093078375,1e-05,-0.0626319037459325,0.00031526716,910,0.03859072923660278,0.00068359375,0.2,-0.0002461980504449457
0.18404542,186000,20.023033,0.06613751,96,2.673976,93,1935,0.0038465,2000.0,299.2795698924731,0.064077675,4.383121013641357,6.009298606216907,1e-05,-0.06265797871164977,8.1153616e-05,920,0.02800571918487549,0.000830078125,0.2,-0.00011402021191315725
0.18791005,188000,20.41698,0.04806122,96,2.5113049,94,1956,0.003712288,2000.0,301.0531914893617,0.04915461,1.6966986656188965,7.247860970348119,1e-05,-0.058817015477688986,4.7844544e-05,930,-0.016374826431274414,0.0025390625,0.2,-0.00035917666391469536
0.17920248,190000,20.338188,0.05322551,96,2.7566428,95,1976,0.0023337419,2000.0,302.36842105263156,0.04729675,1.4120689630508423,6.389017672091723,1e-05,-0.054141271521802994,0.0002244185,940,-0.01631009578704834,0.001171875,0.2,6.558864115504547e-05
0.18946247,192000,20.925907,0.05489289,96,2.3726394,96,1996,0.0027399831,2000.0,304.28125,0.043252945,2.3904459476470947,7.350432223081588,1e-05,-0.05259659616858699,0.0001331179,950,0.017074644565582275,0.002880859375,0.2,-0.00014200247678672895
0.18270464,194000,20.85246,0.05423339,96,2.7361438,97,2017,0.0031238939,2000.0,305.50515463917526,0.062294267,2.3062939643859863,5.480082656443119,1e-05,-0.04462270881049335,0.0002653904,960,0.008236825466156006,0.007470703125,0.2,-0.0011030937894247472
0.17948814,196000,20.474483,0.10011187,96,2.4883137,98,2037,0.005821682,2000.0,306.4387755102041,0.07420427,3.289022445678711,7.578263518214226,1e-05,-0.05834395961719565,0.00018261553,970,-0.03770482540130615,0.00283203125,0.2,-0.0003788571571931243
0.18287946,198000,20.517847,0.04340412,96,2.8572497,99,2057,0.0012405115,2000.0,307.82828282828285,0.053939342,1.9497551918029785,6.0423013098537925,1e-05,-0.053373989218380304,0.00036642328,980,0.015626251697540283,0.0013671875,0.2,-6.9434754550457e-05
0.18291989,200000,20.310905,0.043545436,96,2.6946924,100,2078,0.0032129532,2000.0,308.74,0.06564941,15.016173362731934,8.155956445634365,1e-05,-0.04599891774705611,4.0435232e-05,990,0.006155192852020264,0.000634765625,0.2,2.5544565869495272e-05
0.17917739,202000,19.716446,0.068539806,96,2.5634549,101,2098,0.0033173193,2000.0,311.09,0.08325516,6.485844135284424,7.1111688651144505,1e-05,-0.042150531301740554,0.00032368186,1000,0.01696765422821045,0.005517578125,0.2,-0.0006653387288679368
0.18735942,204000,19.889006,0.1034933,96,2.6158247,102,2119,0.0032713825,2000.0,314.78,0.08228352,4.887542724609375,6.8827144734561445,1e-05,-0.04833243113826029,0.0002600324,1010,-0.044535279273986816,0.003369140625,0.2,-0.00035943276016041635
0.1860837,206000,19.353973,0.052503873,96,2.5238793,103,2139,0.0019038598,2000.0,318.36,0.057308584,8.384725570678711,6.929806045442819,1e-05,-0.04887066425872035,0.00028189164,1020,-0.028566598892211914,0.003466796875,0.2,-0.0005511803698027507
0.18568078,208000,19.25766,0.096599795,96,2.6369264,104,2160,0.0030274852,2000.0,322.63,0.0799095,1.5003645420074463,6.426938251033425,1e-05,-0.04979047282831743,0.00021574649,1030,-0.0027049779891967773,0.004296875,0.2,-0.00042182334000244736
0.1771283,210000,19.227262,0.05642368,96,2.6805544,105,2180,0.0024280262,2000.0,325.55,0.06588439,3.4016218185424805,6.765516387671232,1e-05,-0.04540109476656653,0.00013486962,1040,0.016398310661315918,0.0025390625,0.2,-0.00042839110683416947
0.1914362,212000,18.652943,0.0708964,96,2.6820157,106,2201,0.0024268446,2000.0,329.35,0.10220348,2.5001540184020996,7.088549771904946,1e-05,-0.04503054920351133,0.00021124838,1050,0.006335139274597168,0.00185546875,0.2,-0.00033333779574604703
0.18994536,214000,19.379974,0.08105753,96,2.6656172,107,2221,0.0025700743,2000.0,333.76,0.06586467,3.130666494369507,7.202249190956354,1e-05,-0.04500123061006889,0.00014941985,1060,0.007177472114562988,0.0041015625,0.2,-0.000535370537545532
0.18368012,216000,19.166395,0.08746486,96,2.9442198,108,2242,0.002570893,2000.0,336.27,0.08285453,2.4980239868164062,6.829018574953079,1e-05,-0.04224736821488477,7.110296e-05,1070,0.021271228790283203,0.00068359375,0.2,-3.2157229725271463e-05
0.18735881,218000,19.460035,0.0698775,96,2.343348,109,2262,0.0016181144,2000.0,340.43,0.063604794,2.65118670463562,8.51636755913496,1e-05,-0.04352791004348546,0.00015193291,1080,-0.02570343017578125,0.004248046875,0.2,-0.00027205036312807354
0.18183583,220000,19.106043,0.0480137,96,2.6531444,110,2282,0.002713415,2000.0,344.14,0.066787764,1.6291629076004028,5.420543772727251,1e-05,-0.04201148155261762,0.00024384918,1090,0.004004061222076416,0.00458984375,0.2,-0.0005736579492804595
0.18339737,222000,18.954254,0.062259596,96,2.5820155,111,2303,0.00091826107,2000.0,347.0,0.08373763,2.817347526550293,6.723439511656761,1e-05,-0.04171912860474549,0.00031583552,1100,0.03507298231124878,0.00361328125,0.2,-0.00015507801435887814
0.18781732,224000,19.386148,0.051367708,96,2.7805066,112,2323,0.003486782,2000.0,351.11,0.05201275,1.6422390937805176,6.5752140827476975,1e-05,-0.04424634992610663,0.00027479575,1110,0.00971895456314087,0.00517578125,0.2,-0.0007969884434714913
0.18790045,226000,19.635866,0.04793327,96,2.4554253,113,2344,0.0030554312,2000.0,354.05,0.040859338,4.2624897956848145,7.973597270250321,1e-05,-0.03723028477979824,6.503219e-05,1120,-0.03789246082305908,0.00048828125,0.2,-0.0001651700062211603
0.18375364,228000,19.572727,0.09362313,96,2.603274,114,2364,0.0023797383,2000.0,357.1,0.04696169,2.3263158798217773,6.035163912177086,1e-05,-0.036084716714685786,0.00017217066,1130,-0.025742530822753906,0.002880859375,0.2,-0.00022678853856632485
0.18920682,230000,19.86854,0.047772788,96,2.5023694,115,2384,0.0015713928,2000.0,360.79,0.065171935,8.118515968322754,6.701767035573721,1e-05,-0.03787488178932108,0.00022748017,1140,0.0011371970176696777,0.005712890625,0.2,-0.0005622028518700972
0.17929843,232000,19.443089,0.087508455,96,2.7567782,116,2405,0.003997243,2000.0,363.47,0.12582389,3.2853915691375732,6.130405920743942,1e-05,-0.03584397952654399,0.00030981834,1150,0.023282945156097412,0.005224609375,0.2,-0.000523854439961724
0.19369194,234000,19.650608,0.04856953,96,2.5769684,117,2425,0.0021418256,2000.0,366.85,0.050232932,3.0121381282806396,7.436695185303688,1e-05,-0.046592991246143356,0.00012417324,1160,0.010897517204284668,0.001513671875,0.2,-0.0001530559326056391
0.18605617,236000,20.158047,0.056013253,96,2.9590414,118,2445,0.0031413382,2000.0,371.33,0.046673913,4.034445285797119,6.731397514045239,1e-05,-0.0361031176726101,7.882921e-05,1170,-0.023003697395324707,0.00126953125,0.2,-0.00017278508457820862
0.18666212,238000,19.920578,0.061099254,96,2.8870068,119,2466,0.002447345,2000.0,373.29,0.06370529,2.8687427043914795,8.640678189694881,1e-05,-0.03084293589927256,7.224403e-05,1180,0.0034186840057373047,0.00126953125,0.2,-0.00021506502525880933
0.18551159,240000,19.897688,0.052393228,96,2.7732043,120,2486,0.0034473953,2000.0,375.87,0.08677428,2.895052194595337,8.28671513274312,1e-05,-0.03901701595168561,0.0002082613,1190,-0.004263401031494141,0.00341796875,0.2,-0.0004281282614101656
0.18556044,242000,19.857487,0.058348414,96,2.6523397,121,2506,0.003620112,2000.0,378.52,0.103686064,1.9775816202163696,7.46604768037796,1e-05,-0.033131472268723886,7.360286e-05,1200,0.019046008586883545,0.001416015625,0.2,-0.000360175539390184
0.19431429,244000,19.421942,0.034301087,96,2.7731342,122,2527,0.0019740334,2000.0,379.83,0.046318725,2.656609058380127,6.7030739791691305,1e-05,-0.032270805659936744,4.0809246e-05,1210,0.04084014892578125,0.0009765625,0.2,-5.647637590300292e-05
0.18966989,246000,19.78438,0.055252522,96,2.6923435,123,2547,0.0032856646,2000.0,382.09,0.06156028,4.13800048828125,7.555096697807312,1e-05,-0.03208509968826547,3.7474878e-05,1220,0.011295616626739502,0.000244140625,0.2,-7.928717241156846e-05
0.1820077,248000,20.2582,0.057449337,96,2.5342805,124,2567,0.0031444847,2000.0,385.46,0.046659302,2.665916681289673,7.14117651283741,1e-05,-0.03281655537430197,0.00043219796,1230,0.014271557331085205,0.003271484375,0.2,-0.00038539503584615885
0.1844822,250000,20.361813,0.059222825,96,2.66552,125,2588,0.0023748456,2000.0,388.25,0.067158245,2.544438600540161,6.442684457451105,1e-05,-0.037121328414650635,0.00016997507,1240,-0.013395428657531738,0.001513671875,0.2,-0.00032431785657536236
0.18336836,252000,19.998446,0.06786711,96,2.6553125,126,2608,0.0016489129,2000.0,389.51,0.047268346,3.461361885070801,6.627839529514313,1e-05,-0.041403455316321926,3.581663e-05,1250,0.049136459827423096,0.000537109375,0.2,-0.00010625092254485935
0.18126875,254000,19.944427,0.101598985,96,2.4935813,127,2628,0.004091428,2000.0,392.32,0.06736925,6.0059380531311035,6.921662172675132,1e-05,-0.039619851636234674,0.0001214784,1260,0.021295547485351562,0.00361328125,0.2,-0.00011576896067708731
0.18910788,256000,19.575062,0.062858164,96,2.540123,128,2648,0.0033948875,2000.0,392.82,0.0958226,2.8474795818328857,5.861174558848143,1e-05,-0.03620949587202631,0.000117882504,1270,0.03472965955734253,0.00087890625,0.2,0.00025617719074944034
0.18812656,258000,19.63313,0.06578302,96,2.8045027,129,2669,0.0024284197,2000.0,394.75,0.07672365,3.755871295928955,6.533107397705317,1e-05,-0.03156972801953088,0.00038318208,1280,-0.02622222900390625,0.006591796875,0.2,-0.0007576029864139854
0.18591447,260000,19.693136,0.06445206,96,2.6131504,130,2689,0.004913723,2000.0,396.74,0.080360085,2.6498072147369385,7.857859947532416,1e-05,-0.0362335247482406,0.00017398942,1290,-0.007332563400268555,0.003369140625,0.2,-0.000387697241967544
0.18741035,262000,20.49954,0.050941356,96,2.5716004,131,2709,0.0019994618,2000.0,398.6,0.06470713,6.6878790855407715,6.696221192181111,1e-05,-0.036614012517384255,8.094378e-05,1300,-0.0028609037399291992,0.0033203125,0.2,-0.000348080147523433
0.19115694,264000,20.057585,0.053701002,96,2.847305,132,2730,0.0036643813,2000.0,398.69,0.059298918,3.2979977130889893,6.299965146183967,1e-05,-0.03091970678360667,0.00016874919,1310,0.04828226566314697,0.00087890625,0.2,-1.1838751379400492e-05
0.18383858,266000,19.719048,0.09145627,96,2.493131,133,2750,0.0016246149,2000.0,398.86,0.0594153,3.854980945587158,8.124838496744633,1e-05,-0.03170581653539557,0.00031603366,1320,0.010045468807220459,0.00478515625,0.2,-0.0002461448195390403
0.1924918,268000,19.423618,0.05956281,96,2.2894926,134,2770,0.0025312633,2000.0,399.85,0.050381806,3.3070690631866455,6.16579453125596,1e-05,-0.05026474801125005,0.005024462,1330,0.013600587844848633,0.00439453125,0.2,-0.0010090288706123829
0.18385778,270000,19.680086,0.06028591,96,2.5952356,135,2791,0.0031418314,2000.0,400.49,0.08995895,1.7901809215545654,5.044094624370336,1e-05,-0.04161830832308624,0.0005459676,1340,0.03670656681060791,0.003564453125,0.2,-0.00020308226230554284
0.18021016,272000,19.678043,0.05717332,96,2.7272391,136,2811,0.003815368,2000.0,401.09,0.0772997,3.4092040061950684,6.599922248721123,1e-05,-0.049809463910060005,0.00027649358,1350,0.00012373924255371094,0.002734375,0.2,-0.0001248586137080565
0.18431659,274000,19.482868,0.058485337,96,2.7399502,137,2831,0.0027138223,2000.0,402.13,0.09779259,3.951904773712158,7.150085341185331,1e-05,-0.04027237167465501,0.00045318872,1360,0.029502689838409424,0.006591796875,0.2,-0.0005895937181776389
0.18460009,276000,20.49751,0.06559437,96,2.8605528,138,2852,0.003714243,2000.0,403.74,0.058087386,3.131324052810669,7.349738273769617,1e-05,-0.0326490026054671,0.00021931212,1370,0.018507063388824463,0.003173828125,0.2,-0.00030712560983374714
0.18674663,278000,20.442453,0.053885534,96,2.8743062,139,2872,0.0038517376,2000.0,404.3,0.08234648,2.7815308570861816,7.835502447187901,1e-05,-0.02838286114856601,0.00023629889,1380,0.02720797061920166,0.003564453125,0.2,-0.00022856192081235349
0.18828794,280000,20.173254,0.06244503,96,2.4323745,140,2893,0.0031277149,2000.0,405.1,0.089562975,12.959942817687988,8.07657195031643,1e-05,-0.03564704738819273,0.00016191881,1390,0.016973674297332764,0.004248046875,0.2,-0.000274563959101215
0.18555576,282000,20.226711,0.10292431,96,2.4965966,141,2913,0.002567484,2000.0,406.23,0.073987246,2.6957216262817383,5.748486968874931,1e-05,-0.0340686000068672,0.00011556444,1400,0.02135789394378662,0.00087890625,0.2,-9.785671718418599e-05
0.18646,284000,20.05644,0.040689807,96,2.7061737,142,2933,0.0021798916,2000.0,406.5,0.06320871,1.939579963684082,6.1714334733784195,1e-05,-0.03640023950138129,0.0002660796,1410,-0.014690279960632324,0.00498046875,0.2,-0.00039886260346975175
0.183633,286000,20.13395,0.047495678,96,2.955692,143,2954,0.0038374602,2000.0,407.27,0.047847945,3.1712088584899902,7.110309203714133,1e-05,-0.03729371146910125,0.00014083955,1420,0.024380981922149658,0.000341796875,0.2,6.574008439201862e-05
0.18634999,288000,20.368437,0.06545376,96,2.5589163,144,2974,0.0033311048,2000.0,407.55,0.101412795,5.224932670593262,8.371172735095024,1e-05,-0.03023730720160529,3.6073587e-05,1430,0.03659176826477051,0.003369140625,0.2,-0.00021961897728033363
0.18792683,290000,21.05285,0.058796924,96,2.5924475,145,2994,0.0027053596,2000.0,408.31,0.050844584,3.1935131549835205,6.228877730667591,1e-05,-0.04420169408549555,0.00012128911,1440,0.039441585540771484,0.00107421875,0.2,4.341462481534108e-05
0.19068561,292000,21.25357,0.06525922,96,2.7516294,146,3015,0.0018552919,2000.0,408.86,0.06877464,1.739384412765503,6.4757898099720475,1e-05,-0.03037557381321676,1.1862197e-05,1450,0.04595118761062622,0.00048828125,0.2,-8.995927346404642e-05
0.18259133,294000,21.44513,0.066000074,96,2.796704,147,3035,0.0028253582,2000.0,410.47,0.06513048,4.484294414520264,7.299300987273455,1e-05,-0.03450506094668526,0.00011583575,1460,0.02870553731918335,0.001611328125,0.2,-0.0004158616211498156
0.18522884,296000,20.847801,0.050672457,96,2.8266745,148,3055,0.0020559637,2000.0,410.14,0.037518553,3.8213601112365723,7.194241233915091,1e-05,-0.0383706882756087,6.5899716e-05,1470,0.0679369568824768,0.00263671875,0.2,-0.00016778602148406207
0.19251324,298000,20.919825,0.056692053,96,2.9528458,149,3076,0.0031405587,2000.0,410.99,0.052243393,3.1250064373016357,7.792427395284176,1e-05,-0.0435936883528484,0.00015812059,1480,0.027259767055511475,0.0046875,0.2,-0.0004859957523876801
0.1910827,300000,20.798172,0.050898008,96,2.5235393,150,3096,0.002883977,2000.0,411.75,0.048583373,3.442086935043335,7.562266004830599,1e-05,-0.038005973616964187,0.00032459944,1490,0.11882948875427246,0.004541015625,0.2,-0.0003818046214291826
0.19337489,302000,20.026653,0.05193699,96,2.4497657,151,3116,0.0031422277,2000.0,410.82,0.11203979,2.482164144515991,5.91352748721838,1e-05,-0.038879350967181384,2.2138353e-05,1500,0.06506121158599854,0.000390625,0.2,7.303827442228794e-06
0.18931356,304000,20.824564,0.05903275,96,2.8043203,152,3137,0.0016031747,2000.0,411.41,0.06582602,2.3543639183044434,5.499945881962776,1e-05,-0.03971287633758038,0.0003331585,1510,0.07141000032424927,0.003369140625,0.2,6.849600904388354e-05
0.18473326,306000,20.336653,0.06316241,96,3.0745442,153,3157,0.0019671244,2000.0,411.3,0.045902215,3.709878921508789,7.241409772634507,1e-05,-0.038963367497490256,6.340523e-05,1520,0.06774747371673584,0.000146484375,0.2,-4.891162097919732e-05
0.18784866,308000,20.092644,0.060383298,96,2.8676105,154,3177,0.0023515453,2000.0,411.42,0.07566545,3.7075681686401367,8.626819179952145,1e-05,-0.04721697006898466,0.00014417287,1530,0.0838274359703064,0.003173828125,0.2,-0.00016749569622334092
0.18909715,310000,19.913445,0.043614894,96,2.810391,155,3198,0.0018893876,2000.0,411.36,0.059825044,2.3690290451049805,7.834167504310608,1e-05,-0.043343834613915534,0.00035603996,1540,0.04267287254333496,0.007666015625,0.2,-0.0006295235245488584
0.18925591,312000,20.073492,0.047657494,96,2.763001,156,3218,0.0044196863,2000.0,411.9,0.050166596,3.543560028076172,7.344513699412346,1e-05,-0.03873358648852445,0.00017331113,1550,0.06524628400802612,0.00224609375,0.2,-0.0003125137256574817
0.18751602,314000,20.51143,0.07393021,96,2.8963675,157,3238,0.00278929,2000.0,413.22,0.0543666,8.192358016967773,6.83114345446229,1e-05,-0.03999136899365112,8.9270674e-05,1560,0.09290695190429688,0.0005859375,0.2,1.4508506865240633e-05
0.191942,316000,20.370173,0.07186579,96,2.970463,158,3259,0.00229043,2000.0,413.48,0.08107892,1.8595867156982422,7.2248751521110535,1e-05,-0.03215163623535773,0.00020982348,1570,0.13130563497543335,0.004443359375,0.2,-0.0004891220421995967
0.18482079,318000,19.549585,0.05955059,96,2.7212808,159,3279,0.0035933487,2000.0,413.54,0.12051549,7.628564357757568,7.663145964592696,1e-05,-0.04260646209004335,0.00010868635,1580,0.12647992372512817,0.002197265625,0.2,-0.00015160531766014173
0.18699205,320000,19.556843,0.06074728,96,2.6165323,160,3299,0.003371923,2000.0,414.19,0.09230853,1.2364578247070312,7.125668817013502,1e-05,-0.04345755807007663,7.9413265e-05,1590,0.0042732954025268555,0.00087890625,0.2,-4.37100330600515e-05
0.19400442,322000,19.365273,0.03671355,96,2.7339668,161,3320,0.0041590966,2000.0,413.59,0.038964387,2.295461416244507,6.485257617384195,1e-05,-0.040444959764136,0.0002066557,1600,0.036226511001586914,0.003662109375,0.2,-0.00020213217940181493
0.18845917,324000,19.216059,0.066422224,96,2.4968266,162,3340,0.0035700446,2000.0,413.5,0.09206625,0.9377961158752441,6.928151622414589,1e-05,-0.025743379186314995,0.00035223164,1610,0.07610398530960083,0.005078125,0.2,-0.0001992210018215701
0.18682037,326000,18.852474,0.088198036,97,2.5177488,163,3360,0.0019019126,2000.0,412.64,0.09344691,3.134335994720459,6.448984457552433,1e-05,-0.03227645675651729,0.00034623028,1620,-0.08324146270751953,0.00634765625,0.2,-0.0005010461885831319
0.18430723,328000,19.122606,0.085035495,97,2.4391727,164,3380,0.0027142356,2000.0,412.98,0.060816385,2.5678462982177734,6.101707049459219,1e-05,-0.03023302789661102,0.00026269266,1630,0.03235018253326416,0.006591796875,0.2,-0.000736878503812477
0.17775795,330000,18.560036,0.06491206,96,2.491294,165,3402,0.0032892646,2000.0,412.69,0.0750662,1.7457969188690186,5.869801585376263,1e-05,-0.034601168814697304,7.26312e-05,1640,0.0019922256469726562,0.001708984375,0.2,-0.00035157445236109195
0.17411767,332000,18.716642,0.057639543,96,2.8314362,166,3422,0.0031413862,2000.0,412.31,0.06574519,4.531918048858643,5.968292368203402,1e-05,-0.030738204886438324,0.00029934463,1650,0.02003324031829834,0.0044921875,0.2,-0.0009482850349741056
0.18299006,334000,19.00291,0.039791394,97,2.9207034,167,3443,0.0012954812,2000.0,412.36,0.040838975,1.7043066024780273,7.906884548813105,1e-05,-0.023435147901182063,5.840324e-05,1660,0.006840407848358154,0.000390625,0.2,-4.494429740589112e-05
0.18376656,336000,19.06748,0.06331178,97,2.603675,168,3463,0.0023892983,2000.0,412.44,0.051340226,4.01052188873291,7.804899081587791,1e-05,-0.020978750655194743,8.35612e-05,1670,0.07004910707473755,0.00166015625,0.2,-0.0002985914921737276
