long_std,time/total_timesteps,return_mean,short_std,time/fps,return_std,time/iterations,time/time_elapsed,long_mean,rollout/ep_len_mean,rollout/ep_rew_mean,short_mean,train/loss,train/value_loss,train/learning_rate,train/entropy_loss,train/approx_kl,train/n_updates,train/explained_variance,train/clip_fraction,train/clip_range,train/policy_gradient_loss
0.18712234,30000,3.2619228,0.05374582,91,2.6007488,15,329,0.0020252932,2000.0,57.266666666666666,0.044965524,2.338146448135376,4.631225685030222,1e-05,-0.6414997929707169,0.0050655925,140,0.0070375800132751465,0.0,0.2,-0.0032879283680813387
0.1884799,32000,3.3679583,0.058279805,91,2.3525329,16,350,0.0045562517,2000.0,58.875,0.08267886,1.7332947254180908,6.535060203820467,1e-05,-0.5923793410882354,0.0059085703,150,0.022630512714385986,0.015283203125,0.2,-0.006306697288528085
0.18734886,34000,3.6116352,0.051313203,91,2.1117663,17,371,0.0037217261,2000.0,61.1764705882353,0.067435026,1.8433815240859985,5.245416936278343,1e-05,-0.5549762362614274,0.0031471725,160,0.04679471254348755,0.001025390625,0.2,-0.0031631008663680405
0.19079618,36000,3.1805513,0.07744758,91,2.5350523,18,394,0.002399253,2000.0,59.22222222222222,0.09242585,2.5163111686706543,4.356442947685719,1e-05,-0.5259239875711501,0.002784912,170,0.017449140548706055,0.003759765625,0.2,-0.004282475775107741
0.18300879,38000,4.274388,0.06319654,91,2.645428,19,415,0.0021048062,2000.0,66.21052631578948,0.07170029,3.317998170852661,6.051791690289974,1e-05,-0.525942472089082,0.0028504871,180,0.05875200033187866,0.005712890625,0.2,-0.003701176040340215
0.1887521,40000,4.9422226,0.041847624,91,2.6653035,20,436,0.0017137615,2000.0,71.05,0.053236485,3.7291085720062256,6.876564564555883,1e-05,-0.4781066535040736,0.0036168122,190,0.031796813011169434,0.035791015625,0.2,-0.0051019825274124745
0.18811429,42000,5.436947,0.0385272,91,2.7317374,21,457,0.0032771935,2000.0,74.85714285714286,0.046284605,1.205790400505066,6.3691642612218855,1e-05,-0.4511742892675102,0.0020194123,200,0.09124386310577393,0.003369140625,0.2,-0.002356612589210272
0.18977216,44000,6.2083464,0.09085232,92,2.7912118,22,478,0.0037244682,2000.0,81.95454545454545,0.07909975,4.000537872314453,7.089404589682817,1e-05,-0.43967292085289955,0.003715055,210,0.04303693771362305,0.005517578125,0.2,-0.0023205367106129415
0.18679309,46000,6.98858,0.05683524,91,2.653283,23,500,0.0021035145,2000.0,87.8695652173913,0.052545194,1.7377604246139526,7.6531500041484835,1e-05,-0.432282495405525,0.0018041782,220,0.03164571523666382,0.01455078125,0.2,-0.0031025707663502543
0.18832114,48000,6.885034,0.07847081,92,2.2266982,24,521,0.0032824164,2000.0,89.70833333333333,0.05248999,2.604654550552368,6.977784160524607,1e-05,-0.40394355934113263,0.00096414716,230,0.009449958801269531,0.001953125,0.2,-0.0012298991059651598
0.1862097,50000,7.02746,0.042302985,92,2.6974723,25,542,0.000999034,2000.0,92.48,0.047821313,1.391222357749939,5.0898697309196,1e-05,-0.3879382871091366,0.0033176588,240,-0.03214919567108154,0.002734375,0.2,-0.004940848529804498
0.18671916,52000,7.997703,0.078189865,91,2.4907138,26,566,0.0009985988,2000.0,98.92307692307692,0.04221072,8.272881507873535,7.484081976860762,1e-05,-0.3651002891361713,0.0018284859,250,-0.042681097984313965,0.003857421875,0.2,-0.0029461770318448544
0.1898294,54000,7.5899405,0.04166673,91,2.724702,27,589,0.0021071576,2000.0,99.92592592592592,0.043568466,2.3128252029418945,6.317993622273207,1e-05,-0.32935379166156054,0.0023441636,260,-0.0041239261627197266,0.012060546875,0.2,-0.0033874501881655306
0.19046898,56000,8.887701,0.062351853,91,2.4158008,28,610,0.001283833,2000.0,107.89285714285714,0.063133724,1.6521536111831665,7.60533210337162,1e-05,-0.3347978721372783,0.0017211232,270,-0.0290297269821167,0.0005859375,0.2,-0.000813072599703446
0.18515389,58000,9.097618,0.052638985,91,2.1818419,29,631,0.0023025607,2000.0,111.58620689655173,0.06421561,1.3464492559432983,6.023071586340666,1e-05,-0.29836621750146153,0.0011525754,280,0.006263315677642822,0.0107421875,0.2,-0.002832441529608332
0.18473126,60000,9.436467,0.08176193,91,2.5779676,30,652,0.003177485,2000.0,115.53333333333333,0.05122122,5.236144065856934,4.65964874997735,1e-05,-0.29974373877048494,0.0019099105,290,0.02035367488861084,0.015283203125,0.2,-0.0037440333544509485
0.18568899,62000,10.51683,0.07159308,91,2.2778573,31,673,0.0019636678,2000.0,122.16129032258064,0.052642725,3.5407960414886475,6.719789612293243,1e-05,-0.2785766619257629,0.00071016455,300,-0.01595306396484375,0.001513671875,0.2,-0.0003749246126972139
0.18681416,64000,11.515817,0.06433465,92,2.4948277,32,695,0.0018551827,2000.0,129.03125,0.0772429,2.4313511848449707,5.163979732990265,1e-05,-0.24521754626184702,0.00078142714,310,0.0170365571975708,0.002587890625,0.2,-0.0020207026187563314
0.18243632,66000,12.61426,0.03995334,92,2.4929528,33,716,0.0015194775,2000.0,135.93939393939394,0.03829489,2.0848782062530518,6.120501478016377,1e-05,-0.2337133831810206,0.0005963951,320,0.030173182487487793,0.003173828125,0.2,-0.0005556950141908601
0.18711512,68000,12.990614,0.034439705,92,2.347677,34,737,0.0037137708,2000.0,141.0,0.03254071,2.3326423168182373,6.311649541556835,1e-05,-0.20970826353877783,0.0016552642,330,-0.015222549438476562,0.022265625,0.2,-0.002847216221562121
0.18522273,70000,13.870291,0.03650676,92,2.8164253,35,757,0.0016402325,2000.0,147.45714285714286,0.037427787,2.0900254249572754,5.519678647816181,1e-05,-0.21032614735886454,0.0012045063,340,-0.008589506149291992,0.005810546875,0.2,-0.0022956190834520383
0.19403152,72000,14.31838,0.053971052,92,2.928697,36,777,0.0022009274,2000.0,153.11111111111111,0.046684008,3.379018783569336,8.16151572316885,1e-05,-0.18453205106779932,0.0007674555,350,-0.027239084243774414,0.001806640625,0.2,-0.0016363294853363186
0.18388769,74000,14.3183,0.06857584,92,2.3893483,37,797,0.0021159512,2000.0,157.13513513513513,0.05419943,6.832051753997803,8.564708707481623,1e-05,-0.1591314168414101,0.00027119392,360,0.0014274120330810547,0.002783203125,0.2,-0.000802380865206942
0.19331758,76000,14.794981,0.05419598,92,2.7047544,38,817,0.0041537113,2000.0,162.6315789473684,0.07755751,1.9482779502868652,5.810176601260901,1e-05,-0.15848787110298873,0.0008766317,370,-0.03010392189025879,0.00498046875,0.2,-0.0012011569997412153
0.18517366,78000,15.267615,0.06617398,93,2.5916896,39,838,0.0012856863,2000.0,167.48717948717947,0.059951987,3.303739309310913,7.301166970282793,1e-05,-0.14093004479072987,0.00033378802,380,-0.005830168724060059,0.00361328125,0.2,-0.001404762976744678
0.19102857,80000,15.178428,0.072350934,93,2.6692588,40,858,0.002434833,2000.0,171.075,0.08025473,2.463880777359009,6.557679745554924,1e-05,-0.14263843148946762,0.00093261374,390,0.016953110694885254,0.006787109375,0.2,-0.001273973472416401
0.18770927,82000,15.0666895,0.05521598,93,2.680246,41,878,0.0023910024,2000.0,174.609756097561,0.06575583,3.971863269805908,7.0482069559395315,1e-05,-0.13550722105428575,0.00046039047,400,0.0077838897705078125,0.001953125,0.2,-0.0006214873093995266
0.18857889,84000,15.814734,0.06034717,93,2.8125064,42,898,0.004187952,2000.0,179.52380952380952,0.048997864,2.3949527740478516,7.00824808254838,1e-05,-0.1353086934890598,0.00095925713,410,0.011372208595275879,0.0052734375,0.2,-0.001187060319352895
0.18462187,86000,15.9501915,0.05362041,93,2.4713728,43,919,0.0019981484,2000.0,183.58139534883722,0.035689715,6.27787971496582,7.696290574967861,1e-05,-0.1157463051378727,0.00056957704,420,0.025937318801879883,0.000146484375,0.2,-0.0005527479603188113
0.1847679,88000,16.617617,0.083354205,93,2.4190693,44,939,0.0027903395,2000.0,188.77272727272728,0.030100005,3.0965964794158936,6.09782997444272,1e-05,-0.12008332549594343,0.0007373624,430,-0.0054885149002075195,0.00498046875,0.2,-0.0008272587132523767
0.18696418,90000,17.666437,0.06557811,93,2.6505873,45,959,0.0018557096,2000.0,194.95555555555555,0.03538397,1.6858248710632324,5.70363497287035,1e-05,-0.11591382080223411,0.00027835584,440,0.0194779634475708,0.00107421875,0.2,-0.0006699439836665988
0.18856011,92000,17.510708,0.061117295,93,2.6673887,46,979,0.0023051447,2000.0,199.1304347826087,0.0942494,2.626533269882202,6.59354207366705,1e-05,-0.11047823778353631,0.00061557995,450,0.05795633792877197,0.00341796875,0.2,-0.0004151318556978367
0.18286005,94000,17.10893,0.05596333,94,2.6401935,47,999,0.0024275638,2000.0,201.5531914893617,0.03862854,4.493159770965576,6.712710194289684,1e-05,-0.12956056573893876,0.0007082616,460,0.051449477672576904,0.005810546875,0.2,-0.0007133807142963633
0.18093656,96000,17.565569,0.045498002,94,2.7370408,48,1020,0.002896193,2000.0,205.75,0.04063669,2.670363664627075,6.9527491822838785,1e-05,-0.1300055879750289,0.00088553387,470,0.001967489719390869,0.002685546875,0.2,-0.0015715332207037135
0.18486732,98000,17.612827,0.03937802,94,2.7734323,49,1040,0.0022194241,2000.0,209.3673469387755,0.038471457,2.1256532669067383,7.243406883627176,1e-05,-0.12312012233305722,0.0014329243,480,0.03000938892364502,0.010595703125,0.2,-0.0012970818526810036
0.19307491,100000,17.287281,0.04646507,94,2.5527933,50,1060,0.0030586792,2000.0,211.82,0.030505301,5.792165279388428,7.8258164957165715,1e-05,-0.12854499861132354,0.0009952621,490,-0.027106046676635742,0.005615234375,0.2,-0.0006331809083349072
0.17627732,102000,18.262531,0.04690511,94,2.874978,51,1081,0.0027875598,2000.0,216.7058823529412,0.023159442,1.7832667827606201,6.487875162065029,1e-05,-0.13264204512815922,0.0005847907,500,0.007757663726806641,0.00166015625,0.2,-0.0005279111021081917
0.18352197,104000,18.605383,0.06103249,94,2.7757647,52,1101,0.0031863267,2000.0,221.01923076923077,0.047775477,2.5462300777435303,8.381792164593936,1e-05,-0.10412782615749165,0.00050379115,510,-0.004715919494628906,0.006103515625,0.2,-0.0007183217458077706
0.18562415,106000,18.60814,0.107813984,94,2.9066987,53,1121,0.002228956,2000.0,224.39622641509433,0.09381128,3.56673002243042,7.811079505085945,1e-05,-0.1103429795242846,0.00024128304,520,-0.014771103858947754,0.0,0.2,-0.0001553596419398673
0.18720753,108000,18.540472,0.052785683,94,2.4554288,54,1142,0.0017132731,2000.0,227.0,0.043831553,3.2921361923217773,8.233631438016891,1e-05,-0.11691945642232895,0.0003394903,530,0.01776355504989624,0.00048828125,0.2,-0.0003347342484630644
0.19643822,110000,18.765009,0.0741669,94,2.865938,55,1162,0.0021373334,2000.0,230.3272727272727,0.048597,1.0877585411071777,6.006374534964562,1e-05,-0.11441245137248188,0.0011264372,540,-0.0058743953704833984,0.01728515625,0.2,-0.0011508113442687319
0.18794714,112000,18.509064,0.07297705,94,2.9304593,56,1182,0.003910146,2000.0,232.67857142857142,0.050750114,1.8841712474822998,8.20943370461464,1e-05,-0.09639695149380714,0.00014110167,550,-0.0053064823150634766,0.003369140625,0.2,-0.000675828721432481
0.18580928,114000,18.304161,0.08985594,94,2.6094658,57,1203,0.0028571,2000.0,235.12280701754386,0.064973265,4.562448978424072,8.495347093045712,1e-05,-0.09307042615255341,0.0010449754,560,0.004072308540344238,0.007861328125,0.2,-0.000898648657312151
0.18786964,116000,18.066954,0.059953578,94,2.6327124,58,1223,0.0020079578,2000.0,237.08620689655172,0.06666412,3.8806657791137695,6.459272645413876,1e-05,-0.10630919104442,0.0006658335,570,0.036305904388427734,0.00244140625,0.2,-0.0007239213242428377
0.18672918,118000,17.845776,0.05293178,94,2.6144848,59,1243,0.0029588027,2000.0,239.15254237288136,0.04834545,2.041994571685791,7.064635766297579,1e-05,-0.09977890133159235,0.00027391035,580,-0.04490339756011963,0.000927734375,0.2,-0.00044527036370709536
0.19891654,120000,17.602983,0.08317178,94,2.5364342,60,1264,0.0007142576,2000.0,240.86666666666667,0.06526806,2.2937607765197754,6.859344564378262,1e-05,-0.10667382022365927,0.0009015035,590,-0.01700890064239502,0.010986328125,0.2,-0.0010515058704186231
0.17964342,122000,18.454884,0.10397708,94,2.3741632,61,1284,0.003486877,2000.0,244.44262295081967,0.05057739,3.3477234840393066,6.207607118040324,1e-05,-0.11374566021841019,0.00023850343,600,0.025072753429412842,0.001123046875,0.2,-0.00015342351980507374
