return_mean,short_mean,short_std,time/time_elapsed,time/fps,long_mean,time/total_timesteps,return_std,rollout/ep_len_mean,long_std,time/iterations,rollout/ep_rew_mean,train/clip_fraction,train/explained_variance,train/learning_rate,train/n_updates,train/entropy_loss,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/loss,train/value_loss
18.203176,0.23599383,0.08970955,2163,99,0.0018786297,216000,2.4423456,2000.0,0.18146525,108,344.89,0.00322265625,0.16914880275726318,1e-05,1070,-0.062056643178220836,0.2,0.00014941892,-0.00030428608151851223,1.8291447162628174,4.924005072563887
17.950739,0.1843523,0.07777461,2183,99,0.0024502906,218000,2.152518,2000.0,0.185397,109,348.43,0.00224609375,-0.08245182037353516,1e-05,1080,-0.06963810537708923,0.2,0.00017124589,-3.870262298732996e-05,2.394163131713867,6.10489821061492
17.717281,0.118910134,0.046158604,2202,99,0.0020299235,220000,2.491595,2000.0,0.16932213,110,351.97,0.001904296875,0.03029698133468628,1e-05,1090,-0.06299209791468456,0.2,0.00018346781,-0.00019951443828176708,2.0059707164764404,4.448687250539661
17.509054,0.1634568,0.07151037,2222,99,0.0030275418,222000,2.346269,2000.0,0.18237424,111,354.72,0.002978515625,0.00973522663116455,1e-05,1100,-0.06160696124425158,0.2,0.00012268909,-0.0005630373256281018,2.286273956298828,6.082730083167553
17.86185,0.13532944,0.09388687,2242,99,0.0039513945,224000,2.665935,2000.0,0.18497059,112,358.69,0.00244140625,0.05432003736495972,1e-05,1110,-0.0614577088272199,0.2,0.00014037354,-0.0004911841097055003,1.360249638557434,5.156317842751742
18.028852,0.09607866,0.069538146,2262,99,0.0015996706,226000,2.4870234,2000.0,0.1835013,113,361.3,0.006005859375,0.0814446210861206,1e-05,1120,-0.05789104881696403,0.2,0.0004661639,-0.0008341542823472991,3.519958972930908,6.459558298438788
17.832653,0.098485276,0.091782175,2282,99,0.003008471,228000,2.3376982,2000.0,0.18837564,114,363.46,0.00107421875,0.16630089282989502,1e-05,1130,-0.05490951397223398,0.2,0.00010377809,-0.0003451799348113127,2.2481751441955566,4.998924469202757
18.074062,0.19696453,0.08997647,2302,99,0.0011418264,230000,2.415251,2000.0,0.19098277,115,366.5,0.0041015625,0.06741183996200562,1e-05,1140,-0.060764719103463,0.2,0.00014164674,-0.0007013004564214498,5.575732231140137,5.027962898463011
17.943949,0.25606,0.0884025,2322,99,0.0040585613,232000,2.5069304,2000.0,0.18018478,116,368.84,0.004248046875,0.1580025553703308,1e-05,1150,-0.05559485356207006,0.2,0.0002804919,-0.0003036226087715477,3.194443941116333,4.909557776898145
18.039957,0.13163005,0.076626725,2343,99,0.002226646,234000,2.6052206,2000.0,0.19137552,117,371.81,0.0001953125,0.07947689294815063,1e-05,1160,-0.061695051949936894,0.2,9.034053e-05,-0.00014870961313135923,2.525858163833618,5.721128298714757
18.30385,0.15860905,0.07420825,2363,99,0.0027132703,236000,2.5956836,2000.0,0.17832693,118,375.41,0.001904296875,0.14470839500427246,1e-05,1170,-0.05246782889007591,0.2,0.00010083942,-0.00032465860567754135,4.4211273193359375,5.785960815101862
18.079868,0.13453357,0.07197779,2382,99,0.0035016912,238000,2.9427722,2000.0,0.1761375,119,376.71,0.000732421875,0.1606925129890442,1e-05,1180,-0.05179581373231486,0.2,8.306882e-05,-0.00023873993777669966,2.1033053398132324,5.574043806642294
17.917887,0.14456697,0.09231927,2402,99,0.0037908112,240000,2.4953432,2000.0,0.18361421,120,378.16,0.008154296875,0.1851169466972351,1e-05,1190,-0.053317710116971284,0.2,0.00036410912,-0.0010504711652174592,2.6331522464752197,6.869905396550894
17.590515,0.20609213,0.09222911,2422,99,0.0030358005,242000,2.513545,2000.0,0.170081,121,379.53,0.000341796875,0.13231074810028076,1e-05,1200,-0.04881874680286273,0.2,0.00010309118,-0.00028457976004574447,2.387115955352783,5.33804257363081
17.447464,0.13725747,0.074669175,2442,99,0.0012846881,244000,2.638459,2000.0,0.18219784,122,379.94,0.002197265625,0.1533219814300537,1e-05,1210,-0.04955164283164777,0.2,0.00013515083,-0.0003243424085667357,2.2150862216949463,5.330321158841253
17.46342,0.11767032,0.05937889,2461,99,0.0033625418,246000,2.6661277,2000.0,0.18813169,123,381.26,0.000146484375,0.09841233491897583,1e-05,1220,-0.044115708756726234,0.2,6.936604e-05,-5.317496252246201e-05,4.132950782775879,6.22430267482996
18.175127,0.090212494,0.08238963,2481,99,0.0028571,248000,2.5599613,2000.0,0.18478556,124,383.8,0.001025390625,0.1666783094406128,1e-05,1230,-0.04367196423118003,0.2,9.5129246e-05,-0.00018072621314786376,2.5074362754821777,5.9153471574187275
18.621944,0.18632306,0.0738835,2501,99,0.00228388,250000,2.4667277,2000.0,0.18515322,125,386.02,0.001025390625,0.14431411027908325,1e-05,1240,-0.043956086155958474,0.2,0.00010521087,-0.0003302059718407691,2.4733312129974365,5.584762772917747
18.159498,0.13873707,0.096351616,2521,99,0.0018260734,252000,2.6046252,2000.0,0.17753083,126,386.72,0.00126953125,0.2032402753829956,1e-05,1250,-0.053785745502682406,0.2,0.000107961736,-0.00010542498202994465,2.4136290550231934,4.793352580443025
18.282211,0.16103582,0.09531886,2541,99,0.0022847103,254000,2.6857336,2000.0,0.18103802,127,389.36,0.00107421875,0.20899438858032227,1e-05,1260,-0.051820694614434615,0.2,0.00012603682,-0.0003073609070270322,4.66953182220459,5.369432392716408
18.231436,0.20422055,0.105077274,2560,99,0.0011423177,256000,2.5718372,2000.0,0.18921706,128,389.32,0.0025390625,0.2786862254142761,1e-05,1270,-0.04515271917916834,0.2,0.00022712431,-0.0004992009664420039,1.790409803390503,5.052645879238844
18.05412,0.28881872,0.08577565,2580,99,0.0032851847,258000,2.4732404,2000.0,0.18271543,129,390.49,0.002685546875,0.10415905714035034,1e-05,1280,-0.0449536370288115,0.2,0.00016275924,-0.00011412690801080317,2.7949483394622803,5.870141620188951
17.391047,0.14756605,0.079008736,2600,99,0.0029632559,260000,2.4674506,2000.0,0.18367521,130,391.58,0.005859375,0.061626315116882324,1e-05,1290,-0.053744754532817754,0.2,0.0001734395,-0.0006279539054958149,1.9646992683410645,5.683155208081007
17.716602,0.10859106,0.06921324,2620,99,0.0014285287,262000,2.685985,2000.0,0.18554524,131,392.06,0.0,0.24756062030792236,1e-05,1300,-0.03995600783964619,0.2,6.8080786e-05,-8.460569952148945e-05,5.4977707862854,4.5139130018651485
17.536167,0.1438315,0.082764134,2640,99,0.004054459,264000,2.5097702,2000.0,0.17983785,132,391.44,0.0013671875,0.2713305354118347,1e-05,1310,-0.034029732656199484,0.2,0.00010381444,-0.0003628600694355555,3.8139455318450928,5.2017632983624935
17.228203,0.1341524,0.12226663,2659,100,0.0018551326,266000,2.3129246,2000.0,0.18403076,133,391.66,0.0029296875,0.08414971828460693,1e-05,1320,-0.040741089440416545,0.2,0.00012919086,-0.0004398470016894862,2.2619638442993164,5.834066541492939
17.33456,0.21335183,0.09849375,2679,100,0.0022790448,268000,2.3099291,2000.0,0.17157109,134,392.01,0.0009765625,0.16494059562683105,1e-05,1330,-0.034363542322535065,0.2,4.284497e-05,-0.00019908148387912661,2.3145864009857178,4.483290694653988
17.448195,0.27623448,0.09328713,2699,100,0.0022853652,270000,2.2230682,2000.0,0.18502446,135,392.1,0.000537109375,0.14760750532150269,1e-05,1340,-0.03238219335325994,0.2,0.00012548029,-0.00010018372267950326,2.6317906379699707,4.579957222938537
17.122105,0.20877555,0.092518665,2718,100,0.0027119636,272000,2.588368,2000.0,0.17015424,136,391.86,0.00107421875,0.0491412878036499,1e-05,1350,-0.03620412496384233,0.2,8.714601e-05,-0.0001062888404703699,2.9381203651428223,4.596258151158691
17.350166,0.24300171,0.06801368,2738,100,0.0018570994,274000,2.474277,2000.0,0.17799117,137,392.79,0.0025390625,0.16400939226150513,1e-05,1360,-0.03539565313258208,0.2,0.00014857363,-0.0003048167534871027,3.0263254642486572,5.51941250488162
18.10094,0.13370435,0.08819287,2758,100,0.0028551766,276000,2.7138186,2000.0,0.18371375,138,393.56,0.001416015625,0.09296673536300659,1e-05,1370,-0.03572136317961849,0.2,7.719276e-05,-0.00036121133452979846,2.0480010509490967,5.567071849107743
18.346678,0.21279025,0.05856648,2778,100,0.002427639,278000,2.6335454,2000.0,0.18280995,139,393.65,0.000341796875,0.12752491235733032,1e-05,1380,-0.03209872771985829,0.2,5.3033582e-05,-0.0003200955790816806,2.5260744094848633,6.379062332212925
18.147465,0.15933411,0.06516059,2798,100,0.002714235,280000,2.330795,2000.0,0.18013047,140,393.51,0.002197265625,0.09739750623703003,1e-05,1390,-0.03202491463162005,0.2,0.000118337135,-0.0004016638617031276,9.509260177612305,6.174567711353302
18.230364,0.17300479,0.122331716,2817,100,0.003260911,282000,2.485499,2000.0,0.18633729,141,394.18,0.0,0.10347193479537964,1e-05,1400,-0.030745564884273335,0.2,2.5764311e-05,-8.890009776223451e-05,2.1426844596862793,4.836026382446289
18.28614,0.22314398,0.10088845,2837,100,0.004285713,284000,2.573512,2000.0,0.18836065,142,394.06,0.0037109375,0.1463099718093872,1e-05,1410,-0.031498446926707405,0.2,0.000115808216,-0.00028595942567335444,1.8888853788375854,5.250253290683031
18.398878,0.08753497,0.06606052,2857,100,0.003140658,286000,2.862097,2000.0,0.17725584,143,394.34,0.00068359375,0.15049493312835693,1e-05,1420,-0.03280184058239684,0.2,4.4629705e-05,-9.684696415206418e-05,2.036839723587036,5.600750912725926
18.431643,0.2574835,0.07965149,2877,100,0.0028563605,288000,2.4808187,2000.0,0.18693496,144,393.99,0.001171875,0.16393035650253296,1e-05,1430,-0.030745998350903393,0.2,6.152451e-05,-6.248916761251167e-05,3.860609531402588,6.818083224445582
18.911242,0.20123969,0.08876149,2896,100,0.0027190687,290000,2.6870823,2000.0,0.18992104,145,393.94,0.001416015625,0.23273587226867676,1e-05,1440,-0.034418718694359994,0.2,0.0001828663,-0.0003248094231821597,2.6121702194213867,4.682306677475571
19.03116,0.19145069,0.06712238,2916,100,0.0032851775,292000,2.434648,2000.0,0.18591261,146,393.88,0.000341796875,0.19586247205734253,1e-05,1450,-0.030089583981316538,0.2,6.381355e-05,-0.00030031588103156536,1.119135856628418,5.831572768464684
19.08039,0.09998468,0.06746859,2936,100,0.0021315226,294000,2.8388216,2000.0,0.18044199,147,394.85,0.001416015625,0.16668838262557983,1e-05,1460,-0.03391436784877442,0.2,7.6208235e-05,-0.00014569229242624714,1.8588823080062866,4.895084799081087
18.74272,0.17015323,0.05411189,2956,100,0.0019994692,296000,2.6195564,2000.0,0.17869025,148,394.15,0.00166015625,0.2589249610900879,1e-05,1470,-0.03383710425114259,0.2,8.296149e-05,-6.324443384073675e-05,3.7472643852233887,5.8395910985767845
19.114265,0.120516144,0.06441271,2976,100,0.0026932699,298000,3.123681,2000.0,0.18655638,149,394.77,0.00068359375,0.16669052839279175,1e-05,1480,-0.03724442912498489,0.2,4.165023e-05,-0.00013457798631861807,1.6324883699417114,5.729955764114857
19.301569,0.1848735,0.10075013,2996,100,0.0029986405,300000,2.5342948,2000.0,0.18306573,150,395.17,0.00263671875,0.3281201124191284,1e-05,1490,-0.03239409335656092,0.2,0.00016746853,-0.00033119499712483955,3.538161039352417,6.456008622050286
18.972963,0.2582672,0.07317699,3015,100,0.0038554124,302000,2.3964276,2000.0,0.19063804,151,393.97,0.00068359375,0.20807647705078125,1e-05,1500,-0.03317999003920704,0.2,4.0755374e-05,-0.0001316620604484342,2.549675226211548,5.024573849141598
19.117746,0.21854039,0.059569117,3035,100,0.0028556378,304000,2.8126397,2000.0,0.18513681,152,393.36,0.001025390625,0.18764811754226685,1e-05,1510,-0.03517099446617067,0.2,8.666192e-05,-0.0002409904496744275,1.6082724332809448,4.612562939897179
18.574308,0.21238026,0.08048396,3055,100,0.0037137861,306000,2.9083352,2000.0,0.18236382,153,392.32,0.00087890625,0.21876347064971924,1e-05,1520,-0.0289728242874844,0.2,2.8062437e-05,-8.945411391323433e-05,2.0297677516937256,6.148382461071014
18.379961,0.21615143,0.08595405,3075,100,0.002763557,308000,2.8458714,2000.0,0.16823384,154,392.21,0.00234375,0.19475281238555908,1e-05,1530,-0.033520911954110486,0.2,0.00010893989,-0.0004055448778672144,2.712759017944336,6.788824833929539
17.828964,0.21894109,0.061991677,3094,100,0.0023775215,310000,2.6399806,2000.0,0.1823616,155,391.54,0.000439453125,0.19999408721923828,1e-05,1540,-0.03325361309107393,0.2,3.1050615e-05,-0.00021994516428094357,2.573981285095215,6.399101896584034
18.141554,0.22569034,0.07383683,3114,100,0.0029989737,312000,2.6564026,2000.0,0.18435937,156,391.68,0.00224609375,0.2964022755622864,1e-05,1550,-0.0273962878389284,0.2,0.00014436693,-0.0006862476700916886,2.209357738494873,4.843891960382462
18.079031,0.1450776,0.0962938,3134,100,0.0024281342,314000,2.6929111,2000.0,0.1774365,157,391.85,0.00146484375,0.15106278657913208,1e-05,1560,-0.025319102621870114,0.2,7.775813e-05,-0.00020176931284368038,7.088124752044678,5.9331442900002
18.252821,0.22844625,0.1082202,3153,100,0.0044252207,316000,2.8048003,2000.0,0.1834711,158,391.53,0.003369140625,0.29695749282836914,1e-05,1570,-0.023726248869206757,0.2,0.00014434394,-0.0003929765342036262,1.608323574066162,5.043207777291537
18.008696,0.2734862,0.06767994,3173,100,0.003141879,318000,2.4041326,2000.0,0.17636539,159,391.0,0.000390625,0.3028889298439026,1e-05,1580,-0.0252838608721504,0.2,5.1632203e-05,-7.681332936044782e-05,5.430166721343994,5.482170925289393
17.857416,0.212894,0.10163283,3193,100,0.002328061,320000,2.495532,2000.0,0.18386093,160,391.04,0.0017578125,0.10839039087295532,1e-05,1590,-0.024564108136110006,0.2,7.4273295e-05,-0.0007007530424743891,1.347270131111145,4.9458347000181675
17.722723,0.1553638,0.047050912,3212,100,0.0030524996,322000,2.715988,2000.0,0.17446955,161,390.0,0.001416015625,0.23895162343978882,1e-05,1600,-0.02387433114927262,0.2,6.776332e-05,-0.0002089874615194276,1.9396445751190186,4.679804261773825
17.665644,0.27684256,0.07802847,3232,100,0.0018424173,324000,2.331493,2000.0,0.18984018,162,389.53,0.002294921875,0.2575628161430359,1e-05,1610,-0.02292712570633739,0.2,0.00015864693,-0.00021387687884271144,0.7845255136489868,5.490502176433802
17.369867,0.18581985,0.08608149,3252,100,0.0040888586,326000,2.488729,2000.0,0.18190835,163,388.49,0.002392578125,0.07038378715515137,1e-05,1620,-0.023286766654928216,0.2,9.298048e-05,-0.00036314622266218064,3.4508378505706787,4.949333941936493
17.307682,0.1580585,0.08553684,3272,100,0.003717755,328000,2.3209906,2000.0,0.17422691,164,388.34,0.000732421875,0.22888785600662231,1e-05,1630,-0.02042417103657499,0.2,0.00023851776,-0.00011976542155025526,2.5371406078338623,4.770770279318095
17.281822,0.16059765,0.096388556,3291,100,0.002756011,330000,2.5148888,2000.0,0.1787416,165,387.89,0.000634765625,0.21229875087738037,1e-05,1640,-0.020075875587644988,0.2,0.00012620099,-0.0003721343629877083,1.205370545387268,4.164199328422546
17.092962,0.24873562,0.10370781,3311,100,0.002421515,332000,2.6774585,2000.0,0.16966507,166,386.53,0.000634765625,0.19078826904296875,1e-05,1650,-0.024554547446314245,0.2,7.6289376e-05,-0.0002518100489396602,3.678743600845337,5.051136484742164
17.110723,0.19497605,0.0773239,3331,100,0.0023150933,334000,2.951499,2000.0,0.17922236,167,386.26,0.00087890625,0.22732102870941162,1e-05,1660,-0.02369866443914361,0.2,5.2770658e-05,-0.00010772114037536085,2.0635581016540527,5.524963349848986
16.869396,0.09377216,0.10021526,3350,100,0.0031428223,336000,2.6376266,2000.0,0.18435434,168,385.78,0.00224609375,0.2690455913543701,1e-05,1670,-0.021620698767947033,0.2,0.00014678546,-0.0005902745324419811,2.7273693084716797,6.268733977898956
17.66415,0.1717067,0.074560255,3370,100,0.0015248727,338000,2.7837048,2000.0,0.18802668,169,386.82,0.000341796875,0.2669944763183594,1e-05,1680,-0.024919841295923107,0.2,3.0467956e-05,-0.00013442321214824916,3.2656259536743164,5.05353579968214
17.837324,0.20158496,0.08512577,3390,100,0.0024285289,340000,2.4229045,2000.0,0.17540926,170,386.15,0.002880859375,0.3477155566215515,1e-05,1690,-0.020491563167888673,0.2,0.00011532026,-0.0005539420468267054,1.9011508226394653,5.027746408432722
17.501,0.19296417,0.062001158,3410,100,0.0021311317,342000,2.4461951,2000.0,0.17083979,171,384.82,0.0005859375,0.291309654712677,1e-05,1700,-0.019309421160141938,0.2,3.7732185e-05,-0.0001439970437786542,1.8892066478729248,4.125995504856109
17.504204,0.26323858,0.12212373,3429,100,0.0018571063,344000,2.7075183,2000.0,0.18426688,172,385.28,0.00048828125,0.2539266347885132,1e-05,1710,-0.018633574908017182,0.2,2.2021297e-05,-3.208302950952202e-05,1.34898841381073,4.431890566647053
17.249453,0.10454389,0.073336765,3449,100,0.0030714807,346000,2.6760108,2000.0,0.17919947,173,385.29,0.000341796875,0.2695026397705078,1e-05,1720,-0.017711993091506884,0.2,2.0535692e-05,-7.43761076591909e-05,4.830564022064209,5.341694355010986
17.700296,0.2059464,0.060624048,3469,100,0.003259859,348000,2.5911624,2000.0,0.17249063,174,384.93,0.0009765625,0.23501360416412354,1e-05,1730,-0.018781784750171938,0.2,0.00013940228,-0.0005598086470854468,10.819235801696777,5.42625688239932
17.4565,0.16178323,0.06560839,3489,100,0.0038671482,350000,2.775353,2000.0,0.18526135,175,384.24,0.000830078125,0.29813194274902344,1e-05,1740,-0.017372040820191614,0.2,3.1404546e-05,-8.661494211992249e-05,1.707169532775879,4.701149529963732
17.729753,0.23984131,0.09063029,3508,100,0.0021131663,352000,3.1115944,2000.0,0.18332449,176,384.29,9.765625e-05,0.2807217240333557,1e-05,1750,-0.016792781060212293,0.2,1.8542865e-05,-3.395382809685543e-05,2.7137513160705566,5.489316590130329
17.43523,0.15874912,0.11832228,3528,100,0.0035704297,354000,2.7992046,2000.0,0.17662269,177,383.62,0.0017578125,0.3377721905708313,1e-05,1760,-0.016103097656741738,0.2,9.5063995e-05,-0.00027742863749153913,5.398209571838379,6.316127055883408
17.552526,0.14211583,0.073762015,3548,100,0.0020980034,356000,2.8764775,2000.0,0.18152444,178,384.89,0.000439453125,0.22012335062026978,1e-05,1770,-0.01709921917936299,0.2,5.6803343e-05,-6.203631637617946e-05,2.274965763092041,6.070210182666779
17.753965,0.19126467,0.09171701,3568,100,0.0018561298,358000,2.653231,2000.0,0.18293993,179,384.1,0.00126953125,0.48169922828674316,1e-05,1780,-0.016584013027022594,0.2,7.5221324e-05,-0.00016500423953402787,2.4828293323516846,4.268736073374749
17.581285,0.17809808,0.071871586,3588,100,0.0018575576,360000,3.0055144,2000.0,0.18302202,180,384.65,0.001025390625,0.2756398916244507,1e-05,1790,-0.018106508054188453,0.2,7.179566e-05,-0.00015748374571558088,1.0831888914108276,5.039959838986396
18.009544,0.1851672,0.074534096,3608,100,0.0032395162,362000,2.9377627,2000.0,0.18503688,181,384.36,0.00048828125,0.4432485103607178,1e-05,1800,-0.016054724031710065,0.2,4.9342838e-05,-0.00014636604755651205,2.158806085586548,4.942759012430907
18.012758,0.1810896,0.08140461,3627,100,0.003872441,364000,2.744892,2000.0,0.1674251,182,384.17,0.0001953125,0.26195192337036133,1e-05,1810,-0.01617063970770687,0.2,1.8233142e-05,-1.4957210805732756e-05,1.9848730564117432,6.2248256303369995
18.306547,0.24464361,0.07299134,3647,100,0.002859775,366000,2.9696732,2000.0,0.18112926,183,383.63,0.0015625,0.4413089156150818,1e-05,1820,-0.015531664318405091,0.2,0.00013062183,-0.00030341810634126887,1.4337140321731567,4.151084402948618
17.963133,0.12890522,0.10326465,3667,100,0.002712933,368000,2.8696663,2000.0,0.18497774,184,383.43,0.00068359375,0.2522662878036499,1e-05,1830,-0.014801660986267961,0.2,9.128236e-05,-7.680001726839691e-05,3.3665783405303955,6.511730155348777
17.998707,0.2006539,0.10587378,3687,100,0.0034053884,370000,2.9877863,2000.0,0.180828,185,382.18,0.000732421875,0.3047661781311035,1e-05,1840,-0.015206056858005468,0.2,7.438616e-05,-9.99583804514259e-05,1.8716272115707397,5.688773438334465
18.072891,0.24168454,0.08713701,3707,100,0.002845698,372000,2.859334,2000.0,0.18876505,186,382.49,0.002490234375,0.3010770082473755,1e-05,1850,-0.015916275055496955,0.2,0.00017471373,-0.00042367156565887855,2.0300211906433105,6.164186765253544
17.901363,0.14110418,0.07007851,3726,100,0.0028721022,374000,3.2776704,2000.0,0.18604998,187,382.53,0.000537109375,0.419887900352478,1e-05,1860,-0.014841908731614239,0.2,4.0462182e-05,-0.00017132286448031663,1.8801060914993286,4.649252999573946
18.1974,0.18794887,0.07361135,3746,100,0.0036165172,376000,3.2363656,2000.0,0.17555167,188,382.23,0.001025390625,0.4080010652542114,1e-05,1870,-0.016326480766292662,0.2,0.000105635845,-0.0002186221885494888,5.401880741119385,6.277584262192249
18.16738,0.24653202,0.08929498,3766,100,0.0037094317,378000,2.9233837,2000.0,0.17839707,189,382.02,0.00068359375,0.4597967267036438,1e-05,1880,-0.01756671794428257,0.2,2.887458e-05,-3.621973446570337e-05,1.8789291381835938,5.498678929358721
17.927517,0.23683584,0.09220023,3786,100,0.0027545155,380000,3.0576146,2000.0,0.17280158,190,380.81,0.0025390625,0.19807153940200806,1e-05,1890,-0.01638336239993805,0.2,0.00010727646,-0.00035390775301493706,2.026583671569824,6.60271554812789
17.78497,0.13105384,0.06638375,3805,100,0.0029702617,382000,3.1213424,2000.0,0.18647112,191,380.8,0.000732421875,0.4030601382255554,1e-05,1900,-0.017743829800747336,0.2,4.1826628e-05,-0.00013789091899525375,1.355377197265625,5.485152041167021
17.281052,0.22196157,0.10063645,3825,100,0.0018016302,384000,2.7313063,2000.0,0.175445,192,379.64,0.001171875,0.39449799060821533,1e-05,1910,-0.018352298345416785,0.2,5.131794e-05,-0.00024236580939032137,3.7292823791503906,5.852622994035483
17.160093,0.21623473,0.070927106,3845,100,0.0019509328,386000,3.0378509,2000.0,0.17711547,193,379.06,0.00029296875,0.2916662096977234,1e-05,1920,-0.017569204288884067,0.2,3.5980134e-05,-0.0001090911595383659,2.434290885925293,5.218224614858627
17.056063,0.23367108,0.08698881,3865,100,0.0037437316,388000,2.6612856,2000.0,0.17811707,194,377.9,0.00048828125,0.44591158628463745,1e-05,1930,-0.015928471434745007,0.2,3.4213066e-05,-6.859175628051161e-05,2.1143441200256348,5.08070443123579
16.872906,0.23085666,0.07427737,3884,100,0.0038948627,390000,2.4470713,2000.0,0.17715563,195,377.86,0.000390625,0.3371056318283081,1e-05,1940,-0.017089103392208926,0.2,2.6510796e-05,-7.010152767179534e-05,2.13143253326416,4.705632058158517
17.645823,0.18761006,0.09138434,3904,100,0.002427044,392000,2.749,2000.0,0.18593177,196,378.34,0.001416015625,0.2549062967300415,1e-05,1950,-0.01711733212287072,0.2,6.403518e-05,-0.00014474484487436712,1.97218656539917,4.255421321839094
17.489145,0.08728122,0.06006524,3924,100,0.001401345,394000,2.454078,2000.0,0.18411246,197,377.03,0.001513671875,0.27031421661376953,1e-05,1960,-0.01602400284027681,0.2,6.1003782e-05,-8.379937207791954e-05,3.021134376525879,5.51381006911397
17.339401,0.2556457,0.08229511,3943,100,0.004142319,396000,2.532933,2000.0,0.1771778,198,376.17,0.0,0.13408029079437256,1e-05,1970,-0.017098648738465273,0.2,3.6381243e-06,1.568072329973802e-05,9.50692367553711,5.185530867800116
17.203274,0.20722105,0.081936195,3963,100,0.0033615641,398000,3.0155928,2000.0,0.19098835,199,375.98,0.00029296875,0.0860636830329895,1e-05,1980,-0.018348426528973505,0.2,2.8932292e-05,-4.1590903128962965e-05,2.799159288406372,5.72686925753951
17.088938,0.19977398,0.080823235,3983,100,0.0032346966,400000,2.7465115,2000.0,0.16646503,200,375.77,0.002197265625,0.2382219433784485,1e-05,1990,-0.01856944744940847,0.2,0.00012851963,-0.0004493763262871653,9.356685638427734,6.7931109048426155
16.700672,0.14941254,0.07803161,4003,100,0.0041222023,402000,2.2629824,2000.0,0.17663996,201,375.4,0.00068359375,0.18710565567016602,1e-05,2000,-0.019387870424543506,0.2,5.1783165e-05,-0.0001489048183429986,2.7284774780273438,6.093367719650269
16.725315,0.2091773,0.07569051,4022,100,0.002142807,404000,2.4712853,2000.0,0.17362656,202,374.76,9.765625e-05,0.16221243143081665,1e-05,2010,-0.020122074300888925,0.2,4.3920503e-05,-0.0001108340555219911,3.4130046367645264,4.227011154964567
16.764715,0.18434551,0.07057255,4042,100,0.0021563112,406000,2.4385965,2000.0,0.18325531,203,375.13,0.000732421875,0.08738303184509277,1e-05,2020,-0.021210840449202805,0.2,8.539576e-05,-0.00026344211073592305,4.405240535736084,5.4938843958079815
16.902832,0.13313898,0.08961718,4062,100,0.0037119335,408000,2.2214394,2000.0,0.178929,204,375.35,0.000390625,0.19158923625946045,1e-05,2030,-0.01928277401602827,0.2,3.8828322e-05,-0.0001225368760060519,2.126007080078125,4.722136388719082
17.529905,0.16954966,0.0766108,4082,100,0.0027133215,410000,2.6651268,2000.0,0.18286288,205,376.24,0.00068359375,0.06827491521835327,1e-05,2040,-0.02024532928771805,0.2,3.0984986e-05,-0.00013295740500325338,1.6492536067962646,4.552984704077244
18.596668,0.12080117,0.077154934,4101,100,0.0022856637,412000,2.640974,2000.0,0.18098284,206,377.61,0.000390625,0.25873154401779175,1e-05,2050,-0.02122558910632506,0.2,2.7827395e-05,4.95891144964844e-06,2.4852681159973145,5.227289560437202
18.9802,0.22645712,0.064607404,4121,100,0.0034642702,414000,2.4606752,2000.0,0.1864004,207,377.39,0.000537109375,0.15844863653182983,1e-05,2060,-0.02078115216572769,0.2,7.03955e-05,-0.00012775705981766806,3.8856701850891113,5.836926178634167
18.459303,0.27020136,0.07983037,4141,100,0.0033281916,416000,2.5668454,2000.0,0.18282795,208,377.21,0.003173828125,0.15758639574050903,1e-05,2070,-0.017690985999070107,0.2,0.000113989954,-0.0006150504050310701,1.9905891418457031,5.043314190208912
18.028135,0.20287597,0.074229494,4161,100,0.0023129229,418000,2.4560082,2000.0,0.17541116,209,376.79,0.00078125,0.19131332635879517,1e-05,2080,-0.020105513447197153,0.2,9.085826e-05,-6.022554007358849e-05,1.1423912048339844,5.187738199532032
18.487085,0.111615114,0.07404472,4180,100,0.0032620134,420000,2.8288035,2000.0,0.18816622,210,378.06,0.0009765625,0.12468069791793823,1e-05,2090,-0.02278791596472729,0.2,6.8786205e-05,-0.0002104742161463946,4.225415229797363,5.247301588207483
18.995523,0.20156744,0.07304696,4200,100,0.0017132602,422000,2.6333957,2000.0,0.18227802,211,378.91,0.0013671875,0.24132567644119263,1e-05,2100,-0.02592473782133311,0.2,6.668919e-05,-0.00014836591581115499,2.6408934593200684,6.013598442822695
19.07986,0.22612736,0.08152448,4220,100,0.0021423325,424000,2.8190992,2000.0,0.18094613,212,378.31,0.0001953125,0.1767471432685852,1e-05,2110,-0.02435928154736757,0.2,2.1565356e-05,-8.524988952558487e-05,1.9845857620239258,5.654013247787953
18.728636,0.23568767,0.090648055,4240,100,0.0027237018,426000,2.391882,2000.0,0.17701128,213,378.19,0.000244140625,0.1319139003753662,1e-05,2120,-0.022031866759061814,0.2,4.742699e-05,-0.00018709480646066367,3.232515573501587,6.896708385646344
18.78144,0.17598091,0.061508186,4259,100,0.003465895,428000,2.8970425,2000.0,0.18709119,214,379.12,0.000146484375,0.12999176979064941,1e-05,2130,-0.021188603772316128,0.2,5.722104e-07,3.0499989225063474e-05,1.5042954683303833,4.9138360224664215
18.840418,0.22752856,0.05844992,4279,100,0.0021261303,430000,2.8105257,2000.0,0.18143688,215,378.51,0.00048828125,0.26277583837509155,1e-05,2140,-0.021060014495742508,0.2,4.557715e-05,-0.00010828715167008341,1.7556045055389404,6.048798783123493
