time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_len_mean,long_std,rollout/ep_rew_mean,long_mean,return_mean,short_mean,short_std,time/fps,return_std,train/n_updates,train/value_loss,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/loss,train/learning_rate,train/clip_fraction,train/explained_variance
210000,2159,105,2000.0,0.18311371,334.97,0.0016967045,18.264023,0.19316675,0.07287366,97,2.4468899,1040,5.2385484673082825,0.2,-0.00074332102376502,0.00030851166,-0.07216139655793086,2.3859641551971436,1e-05,0.00263671875,0.07252764701843262
212000,2180,106,2000.0,0.18454503,338.77,0.003079013,18.03593,0.23935947,0.091236226,97,2.5697858,1050,5.650518079847098,0.2,-0.00020102281705476345,0.000102155755,-0.06306434698635713,1.4900825023651123,1e-05,0.00087890625,0.04410666227340698
214000,2200,107,2000.0,0.18109016,342.66,0.0016433052,18.27314,0.1741759,0.07413468,97,2.4637032,1060,5.894285932183266,0.2,-7.377419533440843e-05,6.0628983e-05,-0.06417815148597583,1.8934937715530396,1e-05,0.00078125,0.11544060707092285
216000,2221,108,2000.0,0.18146525,344.89,0.0018786297,18.203176,0.23599383,0.08970955,97,2.4423456,1070,4.924005072563887,0.2,-0.00030428608151851223,0.00014941892,-0.062056643178220836,1.8291447162628174,1e-05,0.00322265625,0.16914880275726318
218000,2242,109,2000.0,0.185397,348.43,0.0024502906,17.950739,0.1843523,0.07777461,97,2.152518,1080,6.10489821061492,0.2,-3.870262298732996e-05,0.00017124589,-0.06963810537708923,2.394163131713867,1e-05,0.00224609375,-0.08245182037353516
220000,2262,110,2000.0,0.16932213,351.97,0.0020299235,17.717281,0.118910134,0.046158604,97,2.491595,1090,4.448687250539661,0.2,-0.00019951443828176708,0.00018346781,-0.06299209791468456,2.0059707164764404,1e-05,0.001904296875,0.03029698133468628
222000,2282,111,2000.0,0.18237424,354.72,0.0030275418,17.509054,0.1634568,0.07151037,97,2.346269,1100,6.082730083167553,0.2,-0.0005630373256281018,0.00012268909,-0.06160696124425158,2.286273956298828,1e-05,0.002978515625,0.00973522663116455
224000,2303,112,2000.0,0.18497059,358.69,0.0039513945,17.86185,0.13532944,0.09388687,97,2.665935,1110,5.156317842751742,0.2,-0.0004911841097055003,0.00014037354,-0.0614577088272199,1.360249638557434,1e-05,0.00244140625,0.05432003736495972
226000,2324,113,2000.0,0.1835013,361.3,0.0015996706,18.028852,0.09607866,0.069538146,97,2.4870234,1120,6.459558298438788,0.2,-0.0008341542823472991,0.0004661639,-0.05789104881696403,3.519958972930908,1e-05,0.006005859375,0.0814446210861206
228000,2344,114,2000.0,0.18837564,363.46,0.003008471,17.832653,0.098485276,0.091782175,97,2.3376982,1130,4.998924469202757,0.2,-0.0003451799348113127,0.00010377809,-0.05490951397223398,2.2481751441955566,1e-05,0.00107421875,0.16630089282989502
230000,2365,115,2000.0,0.19098277,366.5,0.0011418264,18.074062,0.19696453,0.08997647,97,2.415251,1140,5.027962898463011,0.2,-0.0007013004564214498,0.00014164674,-0.060764719103463,5.575732231140137,1e-05,0.0041015625,0.06741183996200562
232000,2387,116,2000.0,0.18018478,368.84,0.0040585613,17.943949,0.25606,0.0884025,97,2.5069304,1150,4.909557776898145,0.2,-0.0003036226087715477,0.0002804919,-0.05559485356207006,3.194443941116333,1e-05,0.004248046875,0.1580025553703308
234000,2408,117,2000.0,0.19137552,371.81,0.002226646,18.039957,0.13163005,0.076626725,97,2.6052206,1160,5.721128298714757,0.2,-0.00014870961313135923,9.034053e-05,-0.061695051949936894,2.525858163833618,1e-05,0.0001953125,0.07947689294815063
236000,2431,118,2000.0,0.17832693,375.41,0.0027132703,18.30385,0.15860905,0.07420825,97,2.5956836,1170,5.785960815101862,0.2,-0.00032465860567754135,0.00010083942,-0.05246782889007591,4.4211273193359375,1e-05,0.001904296875,0.14470839500427246
238000,2452,119,2000.0,0.1761375,376.71,0.0035016912,18.079868,0.13453357,0.07197779,97,2.9427722,1180,5.574043806642294,0.2,-0.00023873993777669966,8.306882e-05,-0.05179581373231486,2.1033053398132324,1e-05,0.000732421875,0.1606925129890442
240000,2472,120,2000.0,0.18361421,378.16,0.0037908112,17.917887,0.14456697,0.09231927,97,2.4953432,1190,6.869905396550894,0.2,-0.0010504711652174592,0.00036410912,-0.053317710116971284,2.6331522464752197,1e-05,0.008154296875,0.1851169466972351
242000,2493,121,2000.0,0.170081,379.53,0.0030358005,17.590515,0.20609213,0.09222911,97,2.513545,1200,5.33804257363081,0.2,-0.00028457976004574447,0.00010309118,-0.04881874680286273,2.387115955352783,1e-05,0.000341796875,0.13231074810028076
244000,2514,122,2000.0,0.18219784,379.94,0.0012846881,17.447464,0.13725747,0.074669175,97,2.638459,1210,5.330321158841253,0.2,-0.0003243424085667357,0.00013515083,-0.04955164283164777,2.2150862216949463,1e-05,0.002197265625,0.1533219814300537
246000,2534,123,2000.0,0.18813169,381.26,0.0033625418,17.46342,0.11767032,0.05937889,97,2.6661277,1220,6.22430267482996,0.2,-5.317496252246201e-05,6.936604e-05,-0.044115708756726234,4.132950782775879,1e-05,0.000146484375,0.09841233491897583
248000,2555,124,2000.0,0.18478556,383.8,0.0028571,18.175127,0.090212494,0.08238963,97,2.5599613,1230,5.9153471574187275,0.2,-0.00018072621314786376,9.5129246e-05,-0.04367196423118003,2.5074362754821777,1e-05,0.001025390625,0.1666783094406128
250000,2575,125,2000.0,0.18515322,386.02,0.00228388,18.621944,0.18632306,0.0738835,97,2.4667277,1240,5.584762772917747,0.2,-0.0003302059718407691,0.00010521087,-0.043956086155958474,2.4733312129974365,1e-05,0.001025390625,0.14431411027908325
252000,2596,126,2000.0,0.17753083,386.72,0.0018260734,18.159498,0.13873707,0.096351616,97,2.6046252,1250,4.793352580443025,0.2,-0.00010542498202994465,0.000107961736,-0.053785745502682406,2.4136290550231934,1e-05,0.00126953125,0.2032402753829956
254000,2616,127,2000.0,0.18103802,389.36,0.0022847103,18.282211,0.16103582,0.09531886,97,2.6857336,1260,5.369432392716408,0.2,-0.0003073609070270322,0.00012603682,-0.051820694614434615,4.66953182220459,1e-05,0.00107421875,0.20899438858032227
256000,2636,128,2000.0,0.18921706,389.32,0.0011423177,18.231436,0.20422055,0.105077274,97,2.5718372,1270,5.052645879238844,0.2,-0.0004992009664420039,0.00022712431,-0.04515271917916834,1.790409803390503,1e-05,0.0025390625,0.2786862254142761
258000,2657,129,2000.0,0.18271543,390.49,0.0032851847,18.05412,0.28881872,0.08577565,97,2.4732404,1280,5.870141620188951,0.2,-0.00011412690801080317,0.00016275924,-0.0449536370288115,2.7949483394622803,1e-05,0.002685546875,0.10415905714035034
260000,2677,130,2000.0,0.18367521,391.58,0.0029632559,17.391047,0.14756605,0.079008736,97,2.4674506,1290,5.683155208081007,0.2,-0.0006279539054958149,0.0001734395,-0.053744754532817754,1.9646992683410645,1e-05,0.005859375,0.061626315116882324
262000,2697,131,2000.0,0.18554524,392.06,0.0014285287,17.716602,0.10859106,0.06921324,97,2.685985,1300,4.5139130018651485,0.2,-8.460569952148945e-05,6.8080786e-05,-0.03995600783964619,5.4977707862854,1e-05,0.0,0.24756062030792236
264000,2718,132,2000.0,0.17983785,391.44,0.004054459,17.536167,0.1438315,0.082764134,97,2.5097702,1310,5.2017632983624935,0.2,-0.0003628600694355555,0.00010381444,-0.034029732656199484,3.8139455318450928,1e-05,0.0013671875,0.2713305354118347
266000,2738,133,2000.0,0.18403076,391.66,0.0018551326,17.228203,0.1341524,0.12226663,97,2.3129246,1320,5.834066541492939,0.2,-0.0004398470016894862,0.00012919086,-0.040741089440416545,2.2619638442993164,1e-05,0.0029296875,0.08414971828460693
268000,2760,134,2000.0,0.17157109,392.01,0.0022790448,17.33456,0.21335183,0.09849375,97,2.3099291,1330,4.483290694653988,0.2,-0.00019908148387912661,4.284497e-05,-0.034363542322535065,2.3145864009857178,1e-05,0.0009765625,0.16494059562683105
270000,2780,135,2000.0,0.18502446,392.1,0.0022853652,17.448195,0.27623448,0.09328713,97,2.2230682,1340,4.579957222938537,0.2,-0.00010018372267950326,0.00012548029,-0.03238219335325994,2.6317906379699707,1e-05,0.000537109375,0.14760750532150269
272000,2800,136,2000.0,0.17015424,391.86,0.0027119636,17.122105,0.20877555,0.092518665,97,2.588368,1350,4.596258151158691,0.2,-0.0001062888404703699,8.714601e-05,-0.03620412496384233,2.9381203651428223,1e-05,0.00107421875,0.0491412878036499
274000,2820,137,2000.0,0.17799117,392.79,0.0018570994,17.350166,0.24300171,0.06801368,97,2.474277,1360,5.51941250488162,0.2,-0.0003048167534871027,0.00014857363,-0.03539565313258208,3.0263254642486572,1e-05,0.0025390625,0.16400939226150513
276000,2841,138,2000.0,0.18371375,393.56,0.0028551766,18.10094,0.13370435,0.08819287,97,2.7138186,1370,5.567071849107743,0.2,-0.00036121133452979846,7.719276e-05,-0.03572136317961849,2.0480010509490967,1e-05,0.001416015625,0.09296673536300659
278000,2861,139,2000.0,0.18280995,393.65,0.002427639,18.346678,0.21279025,0.05856648,97,2.6335454,1380,6.379062332212925,0.2,-0.0003200955790816806,5.3033582e-05,-0.03209872771985829,2.5260744094848633,1e-05,0.000341796875,0.12752491235733032
280000,2881,140,2000.0,0.18013047,393.51,0.002714235,18.147465,0.15933411,0.06516059,97,2.330795,1390,6.174567711353302,0.2,-0.0004016638617031276,0.000118337135,-0.03202491463162005,9.509260177612305,1e-05,0.002197265625,0.09739750623703003
282000,2901,141,2000.0,0.18633729,394.18,0.003260911,18.230364,0.17300479,0.122331716,97,2.485499,1400,4.836026382446289,0.2,-8.890009776223451e-05,2.5764311e-05,-0.030745564884273335,2.1426844596862793,1e-05,0.0,0.10347193479537964
284000,2922,142,2000.0,0.18836065,394.06,0.004285713,18.28614,0.22314398,0.10088845,97,2.573512,1410,5.250253290683031,0.2,-0.00028595942567335444,0.000115808216,-0.031498446926707405,1.8888853788375854,1e-05,0.0037109375,0.1463099718093872
286000,2942,143,2000.0,0.17725584,394.34,0.003140658,18.398878,0.08753497,0.06606052,97,2.862097,1420,5.600750912725926,0.2,-9.684696415206418e-05,4.4629705e-05,-0.03280184058239684,2.036839723587036,1e-05,0.00068359375,0.15049493312835693
288000,2962,144,2000.0,0.18693496,393.99,0.0028563605,18.431643,0.2574835,0.07965149,97,2.4808187,1430,6.818083224445582,0.2,-6.248916761251167e-05,6.152451e-05,-0.030745998350903393,3.860609531402588,1e-05,0.001171875,0.16393035650253296
290000,2982,145,2000.0,0.18992104,393.94,0.0027190687,18.911242,0.20123969,0.08876149,97,2.6870823,1440,4.682306677475571,0.2,-0.0003248094231821597,0.0001828663,-0.034418718694359994,2.6121702194213867,1e-05,0.001416015625,0.23273587226867676
292000,3003,146,2000.0,0.18591261,393.88,0.0032851775,19.03116,0.19145069,0.06712238,97,2.434648,1450,5.831572768464684,0.2,-0.00030031588103156536,6.381355e-05,-0.030089583981316538,1.119135856628418,1e-05,0.000341796875,0.19586247205734253
294000,3023,147,2000.0,0.18044199,394.85,0.0021315226,19.08039,0.09998468,0.06746859,97,2.8388216,1460,4.895084799081087,0.2,-0.00014569229242624714,7.6208235e-05,-0.03391436784877442,1.8588823080062866,1e-05,0.001416015625,0.16668838262557983
296000,3043,148,2000.0,0.17869025,394.15,0.0019994692,18.74272,0.17015323,0.05411189,97,2.6195564,1470,5.8395910985767845,0.2,-6.324443384073675e-05,8.296149e-05,-0.03383710425114259,3.7472643852233887,1e-05,0.00166015625,0.2589249610900879
298000,3063,149,2000.0,0.18655638,394.77,0.0026932699,19.114265,0.120516144,0.06441271,97,3.123681,1480,5.729955764114857,0.2,-0.00013457798631861807,4.165023e-05,-0.03724442912498489,1.6324883699417114,1e-05,0.00068359375,0.16669052839279175
300000,3083,150,2000.0,0.18306573,395.17,0.0029986405,19.301569,0.1848735,0.10075013,97,2.5342948,1490,6.456008622050286,0.2,-0.00033119499712483955,0.00016746853,-0.03239409335656092,3.538161039352417,1e-05,0.00263671875,0.3281201124191284
302000,3104,151,2000.0,0.19063804,393.97,0.0038554124,18.972963,0.2582672,0.07317699,97,2.3964276,1500,5.024573849141598,0.2,-0.0001316620604484342,4.0755374e-05,-0.03317999003920704,2.549675226211548,1e-05,0.00068359375,0.20807647705078125
304000,3124,152,2000.0,0.18513681,393.36,0.0028556378,19.117746,0.21854039,0.059569117,97,2.8126397,1510,4.612562939897179,0.2,-0.0002409904496744275,8.666192e-05,-0.03517099446617067,1.6082724332809448,1e-05,0.001025390625,0.18764811754226685
306000,3144,153,2000.0,0.18236382,392.32,0.0037137861,18.574308,0.21238026,0.08048396,97,2.9083352,1520,6.148382461071014,0.2,-8.945411391323433e-05,2.8062437e-05,-0.0289728242874844,2.0297677516937256,1e-05,0.00087890625,0.21876347064971924
308000,3165,154,2000.0,0.16823384,392.21,0.002763557,18.379961,0.21615143,0.08595405,97,2.8458714,1530,6.788824833929539,0.2,-0.0004055448778672144,0.00010893989,-0.033520911954110486,2.712759017944336,1e-05,0.00234375,0.19475281238555908
310000,3186,155,2000.0,0.1823616,391.54,0.0023775215,17.828964,0.21894109,0.061991677,97,2.6399806,1540,6.399101896584034,0.2,-0.00021994516428094357,3.1050615e-05,-0.03325361309107393,2.573981285095215,1e-05,0.000439453125,0.19999408721923828
312000,3206,156,2000.0,0.18435937,391.68,0.0029989737,18.141554,0.22569034,0.07383683,97,2.6564026,1550,4.843891960382462,0.2,-0.0006862476700916886,0.00014436693,-0.0273962878389284,2.209357738494873,1e-05,0.00224609375,0.2964022755622864
314000,3227,157,2000.0,0.1774365,391.85,0.0024281342,18.079031,0.1450776,0.0962938,97,2.6929111,1560,5.9331442900002,0.2,-0.00020176931284368038,7.775813e-05,-0.025319102621870114,7.088124752044678,1e-05,0.00146484375,0.15106278657913208
316000,3247,158,2000.0,0.1834711,391.53,0.0044252207,18.252821,0.22844625,0.1082202,97,2.8048003,1570,5.043207777291537,0.2,-0.0003929765342036262,0.00014434394,-0.023726248869206757,1.608323574066162,1e-05,0.003369140625,0.29695749282836914
318000,3267,159,2000.0,0.17636539,391.0,0.003141879,18.008696,0.2734862,0.06767994,97,2.4041326,1580,5.482170925289393,0.2,-7.681332936044782e-05,5.1632203e-05,-0.0252838608721504,5.430166721343994,1e-05,0.000390625,0.3028889298439026
320000,3287,160,2000.0,0.18386093,391.04,0.002328061,17.857416,0.212894,0.10163283,97,2.495532,1590,4.9458347000181675,0.2,-0.0007007530424743891,7.4273295e-05,-0.024564108136110006,1.347270131111145,1e-05,0.0017578125,0.10839039087295532
322000,3308,161,2000.0,0.17446955,390.0,0.0030524996,17.722723,0.1553638,0.047050912,97,2.715988,1600,4.679804261773825,0.2,-0.0002089874615194276,6.776332e-05,-0.02387433114927262,1.9396445751190186,1e-05,0.001416015625,0.23895162343978882
324000,3329,162,2000.0,0.18984018,389.53,0.0018424173,17.665644,0.27684256,0.07802847,97,2.331493,1610,5.490502176433802,0.2,-0.00021387687884271144,0.00015864693,-0.02292712570633739,0.7845255136489868,1e-05,0.002294921875,0.2575628161430359
326000,3349,163,2000.0,0.18190835,388.49,0.0040888586,17.369867,0.18581985,0.08608149,97,2.488729,1620,4.949333941936493,0.2,-0.00036314622266218064,9.298048e-05,-0.023286766654928216,3.4508378505706787,1e-05,0.002392578125,0.07038378715515137
328000,3369,164,2000.0,0.17422691,388.34,0.003717755,17.307682,0.1580585,0.08553684,97,2.3209906,1630,4.770770279318095,0.2,-0.00011976542155025526,0.00023851776,-0.02042417103657499,2.5371406078338623,1e-05,0.000732421875,0.22888785600662231
330000,3390,165,2000.0,0.1787416,387.89,0.002756011,17.281822,0.16059765,0.096388556,97,2.5148888,1640,4.164199328422546,0.2,-0.0003721343629877083,0.00012620099,-0.020075875587644988,1.205370545387268,1e-05,0.000634765625,0.21229875087738037
332000,3410,166,2000.0,0.16966507,386.53,0.002421515,17.092962,0.24873562,0.10370781,97,2.6774585,1650,5.051136484742164,0.2,-0.0002518100489396602,7.6289376e-05,-0.024554547446314245,3.678743600845337,1e-05,0.000634765625,0.19078826904296875
334000,3430,167,2000.0,0.17922236,386.26,0.0023150933,17.110723,0.19497605,0.0773239,97,2.951499,1660,5.524963349848986,0.2,-0.00010772114037536085,5.2770658e-05,-0.02369866443914361,2.0635581016540527,1e-05,0.00087890625,0.22732102870941162
336000,3450,168,2000.0,0.18435434,385.78,0.0031428223,16.869396,0.09377216,0.10021526,97,2.6376266,1670,6.268733977898956,0.2,-0.0005902745324419811,0.00014678546,-0.021620698767947033,2.7273693084716797,1e-05,0.00224609375,0.2690455913543701
338000,3471,169,2000.0,0.18802668,386.82,0.0015248727,17.66415,0.1717067,0.074560255,97,2.7837048,1680,5.05353579968214,0.2,-0.00013442321214824916,3.0467956e-05,-0.024919841295923107,3.2656259536743164,1e-05,0.000341796875,0.2669944763183594
340000,3492,170,2000.0,0.17540926,386.15,0.0024285289,17.837324,0.20158496,0.08512577,97,2.4229045,1690,5.027746408432722,0.2,-0.0005539420468267054,0.00011532026,-0.020491563167888673,1.9011508226394653,1e-05,0.002880859375,0.3477155566215515
342000,3514,171,2000.0,0.17083979,384.82,0.0021311317,17.501,0.19296417,0.062001158,97,2.4461951,1700,4.125995504856109,0.2,-0.0001439970437786542,3.7732185e-05,-0.019309421160141938,1.8892066478729248,1e-05,0.0005859375,0.291309654712677
344000,3536,172,2000.0,0.18426688,385.28,0.0018571063,17.504204,0.26323858,0.12212373,97,2.7075183,1710,4.431890566647053,0.2,-3.208302950952202e-05,2.2021297e-05,-0.018633574908017182,1.34898841381073,1e-05,0.00048828125,0.2539266347885132
346000,3557,173,2000.0,0.17919947,385.29,0.0030714807,17.249453,0.10454389,0.073336765,97,2.6760108,1720,5.341694355010986,0.2,-7.43761076591909e-05,2.0535692e-05,-0.017711993091506884,4.830564022064209,1e-05,0.000341796875,0.2695026397705078
348000,3579,174,2000.0,0.17249063,384.93,0.003259859,17.700296,0.2059464,0.060624048,97,2.5911624,1730,5.42625688239932,0.2,-0.0005598086470854468,0.00013940228,-0.018781784750171938,10.819235801696777,1e-05,0.0009765625,0.23501360416412354
350000,3601,175,2000.0,0.18526135,384.24,0.0038671482,17.4565,0.16178323,0.06560839,97,2.775353,1740,4.701149529963732,0.2,-8.661494211992249e-05,3.1404546e-05,-0.017372040820191614,1.707169532775879,1e-05,0.000830078125,0.29813194274902344
352000,3622,176,2000.0,0.18332449,384.29,0.0021131663,17.729753,0.23984131,0.09063029,97,3.1115944,1750,5.489316590130329,0.2,-3.395382809685543e-05,1.8542865e-05,-0.016792781060212293,2.7137513160705566,1e-05,9.765625e-05,0.2807217240333557
354000,3644,177,2000.0,0.17662269,383.62,0.0035704297,17.43523,0.15874912,0.11832228,97,2.7992046,1760,6.316127055883408,0.2,-0.00027742863749153913,9.5063995e-05,-0.016103097656741738,5.398209571838379,1e-05,0.0017578125,0.3377721905708313
356000,3665,178,2000.0,0.18152444,384.89,0.0020980034,17.552526,0.14211583,0.073762015,97,2.8764775,1770,6.070210182666779,0.2,-6.203631637617946e-05,5.6803343e-05,-0.01709921917936299,2.274965763092041,1e-05,0.000439453125,0.22012335062026978
358000,3686,179,2000.0,0.18293993,384.1,0.0018561298,17.753965,0.19126467,0.09171701,97,2.653231,1780,4.268736073374749,0.2,-0.00016500423953402787,7.5221324e-05,-0.016584013027022594,2.4828293323516846,1e-05,0.00126953125,0.48169922828674316
360000,3707,180,2000.0,0.18302202,384.65,0.0018575576,17.581285,0.17809808,0.071871586,97,3.0055144,1790,5.039959838986396,0.2,-0.00015748374571558088,7.179566e-05,-0.018106508054188453,1.0831888914108276,1e-05,0.001025390625,0.2756398916244507
362000,3729,181,2000.0,0.18503688,384.36,0.0032395162,18.009544,0.1851672,0.074534096,97,2.9377627,1800,4.942759012430907,0.2,-0.00014636604755651205,4.9342838e-05,-0.016054724031710065,2.158806085586548,1e-05,0.00048828125,0.4432485103607178
364000,3749,182,2000.0,0.1674251,384.17,0.003872441,18.012758,0.1810896,0.08140461,97,2.744892,1810,6.2248256303369995,0.2,-1.4957210805732756e-05,1.8233142e-05,-0.01617063970770687,1.9848730564117432,1e-05,0.0001953125,0.26195192337036133
366000,3770,183,2000.0,0.18112926,383.63,0.002859775,18.306547,0.24464361,0.07299134,97,2.9696732,1820,4.151084402948618,0.2,-0.00030341810634126887,0.00013062183,-0.015531664318405091,1.4337140321731567,1e-05,0.0015625,0.4413089156150818
368000,3791,184,2000.0,0.18497774,383.43,0.002712933,17.963133,0.12890522,0.10326465,97,2.8696663,1830,6.511730155348777,0.2,-7.680001726839691e-05,9.128236e-05,-0.014801660986267961,3.3665783405303955,1e-05,0.00068359375,0.2522662878036499
370000,3812,185,2000.0,0.180828,382.18,0.0034053884,17.998707,0.2006539,0.10587378,97,2.9877863,1840,5.688773438334465,0.2,-9.99583804514259e-05,7.438616e-05,-0.015206056858005468,1.8716272115707397,1e-05,0.000732421875,0.3047661781311035
372000,3833,186,2000.0,0.18876505,382.49,0.002845698,18.072891,0.24168454,0.08713701,97,2.859334,1850,6.164186765253544,0.2,-0.00042367156565887855,0.00017471373,-0.015916275055496955,2.0300211906433105,1e-05,0.002490234375,0.3010770082473755
374000,3855,187,2000.0,0.18604998,382.53,0.0028721022,17.901363,0.14110418,0.07007851,97,3.2776704,1860,4.649252999573946,0.2,-0.00017132286448031663,4.0462182e-05,-0.014841908731614239,1.8801060914993286,1e-05,0.000537109375,0.419887900352478
376000,3877,188,2000.0,0.17555167,382.23,0.0036165172,18.1974,0.18794887,0.07361135,96,3.2363656,1870,6.277584262192249,0.2,-0.0002186221885494888,0.000105635845,-0.016326480766292662,5.401880741119385,1e-05,0.001025390625,0.4080010652542114
378000,3898,189,2000.0,0.17839707,382.02,0.0037094317,18.16738,0.24653202,0.08929498,96,2.9233837,1880,5.498678929358721,0.2,-3.621973446570337e-05,2.887458e-05,-0.01756671794428257,1.8789291381835938,1e-05,0.00068359375,0.4597967267036438
380000,3920,190,2000.0,0.17280158,380.81,0.0027545155,17.927517,0.23683584,0.09220023,96,3.0576146,1890,6.60271554812789,0.2,-0.00035390775301493706,0.00010727646,-0.01638336239993805,2.026583671569824,1e-05,0.0025390625,0.19807153940200806
382000,3942,191,2000.0,0.18647112,380.8,0.0029702617,17.78497,0.13105384,0.06638375,96,3.1213424,1900,5.485152041167021,0.2,-0.00013789091899525375,4.1826628e-05,-0.017743829800747336,1.355377197265625,1e-05,0.000732421875,0.4030601382255554
384000,3963,192,2000.0,0.175445,379.64,0.0018016302,17.281052,0.22196157,0.10063645,96,2.7313063,1910,5.852622994035483,0.2,-0.00024236580939032137,5.131794e-05,-0.018352298345416785,3.7292823791503906,1e-05,0.001171875,0.39449799060821533
386000,3984,193,2000.0,0.17711547,379.06,0.0019509328,17.160093,0.21623473,0.070927106,96,3.0378509,1920,5.218224614858627,0.2,-0.0001090911595383659,3.5980134e-05,-0.017569204288884067,2.434290885925293,1e-05,0.00029296875,0.2916662096977234
388000,4006,194,2000.0,0.17811707,377.9,0.0037437316,17.056063,0.23367108,0.08698881,96,2.6612856,1930,5.08070443123579,0.2,-6.859175628051161e-05,3.4213066e-05,-0.015928471434745007,2.1143441200256348,1e-05,0.00048828125,0.44591158628463745
390000,4027,195,2000.0,0.17715563,377.86,0.0038948627,16.872906,0.23085666,0.07427737,96,2.4470713,1940,4.705632058158517,0.2,-7.010152767179534e-05,2.6510796e-05,-0.017089103392208926,2.13143253326416,1e-05,0.000390625,0.3371056318283081
392000,4048,196,2000.0,0.18593177,378.34,0.002427044,17.645823,0.18761006,0.09138434,96,2.749,1950,4.255421321839094,0.2,-0.00014474484487436712,6.403518e-05,-0.01711733212287072,1.97218656539917,1e-05,0.001416015625,0.2549062967300415
394000,4068,197,2000.0,0.18411246,377.03,0.001401345,17.489145,0.08728122,0.06006524,96,2.454078,1960,5.51381006911397,0.2,-8.379937207791954e-05,6.1003782e-05,-0.01602400284027681,3.021134376525879,1e-05,0.001513671875,0.27031421661376953
396000,4089,198,2000.0,0.1771778,376.17,0.004142319,17.339401,0.2556457,0.08229511,96,2.532933,1970,5.185530867800116,0.2,1.568072329973802e-05,3.6381243e-06,-0.017098648738465273,9.50692367553711,1e-05,0.0,0.13408029079437256
398000,4109,199,2000.0,0.19098835,375.98,0.0033615641,17.203274,0.20722105,0.081936195,96,3.0155928,1980,5.72686925753951,0.2,-4.1590903128962965e-05,2.8932292e-05,-0.018348426528973505,2.799159288406372,1e-05,0.00029296875,0.0860636830329895
400000,4129,200,2000.0,0.16646503,375.77,0.0032346966,17.088938,0.19977398,0.080823235,96,2.7465115,1990,6.7931109048426155,0.2,-0.0004493763262871653,0.00012851963,-0.01856944744940847,9.356685638427734,1e-05,0.002197265625,0.2382219433784485
402000,4150,201,2000.0,0.17663996,375.4,0.0041222023,16.700672,0.14941254,0.07803161,96,2.2629824,2000,6.093367719650269,0.2,-0.0001489048183429986,5.1783165e-05,-0.019387870424543506,2.7284774780273438,1e-05,0.00068359375,0.18710565567016602
404000,4170,202,2000.0,0.17362656,374.76,0.002142807,16.725315,0.2091773,0.07569051,96,2.4712853,2010,4.227011154964567,0.2,-0.0001108340555219911,4.3920503e-05,-0.020122074300888925,3.4130046367645264,1e-05,9.765625e-05,0.16221243143081665
406000,4190,203,2000.0,0.18325531,375.13,0.0021563112,16.764715,0.18434551,0.07057255,96,2.4385965,2020,5.4938843958079815,0.2,-0.00026344211073592305,8.539576e-05,-0.021210840449202805,4.405240535736084,1e-05,0.000732421875,0.08738303184509277
408000,4210,204,2000.0,0.178929,375.35,0.0037119335,16.902832,0.13313898,0.08961718,96,2.2214394,2030,4.722136388719082,0.2,-0.0001225368760060519,3.8828322e-05,-0.01928277401602827,2.126007080078125,1e-05,0.000390625,0.19158923625946045
410000,4231,205,2000.0,0.18286288,376.24,0.0027133215,17.529905,0.16954966,0.0766108,96,2.6651268,2040,4.552984704077244,0.2,-0.00013295740500325338,3.0984986e-05,-0.02024532928771805,1.6492536067962646,1e-05,0.00068359375,0.06827491521835327
412000,4251,206,2000.0,0.18098284,377.61,0.0022856637,18.596668,0.12080117,0.077154934,96,2.640974,2050,5.227289560437202,0.2,4.95891144964844e-06,2.7827395e-05,-0.02122558910632506,2.4852681159973145,1e-05,0.000390625,0.25873154401779175
414000,4271,207,2000.0,0.1864004,377.39,0.0034642702,18.9802,0.22645712,0.064607404,96,2.4606752,2060,5.836926178634167,0.2,-0.00012775705981766806,7.03955e-05,-0.02078115216572769,3.8856701850891113,1e-05,0.000537109375,0.15844863653182983
416000,4292,208,2000.0,0.18282795,377.21,0.0033281916,18.459303,0.27020136,0.07983037,96,2.5668454,2070,5.043314190208912,0.2,-0.0006150504050310701,0.000113989954,-0.017690985999070107,1.9905891418457031,1e-05,0.003173828125,0.15758639574050903
418000,4312,209,2000.0,0.17541116,376.79,0.0023129229,18.028135,0.20287597,0.074229494,96,2.4560082,2080,5.187738199532032,0.2,-6.022554007358849e-05,9.085826e-05,-0.020105513447197153,1.1423912048339844,1e-05,0.00078125,0.19131332635879517
420000,4332,210,2000.0,0.18816622,378.06,0.0032620134,18.487085,0.111615114,0.07404472,96,2.8288035,2090,5.247301588207483,0.2,-0.0002104742161463946,6.8786205e-05,-0.02278791596472729,4.225415229797363,1e-05,0.0009765625,0.12468069791793823
422000,4353,211,2000.0,0.18227802,378.91,0.0017132602,18.995523,0.20156744,0.07304696,96,2.6333957,2100,6.013598442822695,0.2,-0.00014836591581115499,6.668919e-05,-0.02592473782133311,2.6408934593200684,1e-05,0.0013671875,0.24132567644119263
424000,4373,212,2000.0,0.18094613,378.31,0.0021423325,19.07986,0.22612736,0.08152448,96,2.8190992,2110,5.654013247787953,0.2,-8.524988952558487e-05,2.1565356e-05,-0.02435928154736757,1.9845857620239258,1e-05,0.0001953125,0.1767471432685852
