time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_len_mean,long_std,rollout/ep_rew_mean,long_mean,return_mean,short_mean,short_std,time/fps,return_std,train/n_updates,train/value_loss,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/loss,train/learning_rate,train/clip_fraction,train/explained_variance
22000,217,11,2000.0,0.18223986,45.09090909090909,0.0031094584,1.7632192,0.068282306,0.062290423,100,2.135698,100,4.7338608186692,0.2,-0.0007874245551647618,0.00036083735,-0.691895492002368,2.594386100769043,1e-05,0.0,0.012456715106964111
24000,237,12,2000.0,0.18734403,44.25,0.0030539206,1.7579486,0.051214416,0.057573173,100,1.9923875,110,4.475144930928946,0.2,-0.001379768054903252,0.0009174178,-0.6910500656813383,2.449972629547119,1e-05,0.0,0.018008828163146973
26000,257,13,2000.0,0.18620713,51.07692307692308,0.0037109377,2.5708818,0.09997406,0.072453,100,2.0601094,120,3.96668633967638,0.2,-0.0016167208756087347,0.0005781284,-0.6882954780012369,1.3671382665634155,1e-05,0.0,-0.0030851364135742188
28000,277,14,2000.0,0.19052207,55.214285714285715,0.0020555358,3.0506086,0.08325398,0.067243144,100,2.0510962,130,4.253617437183857,0.2,-0.0029266585763252804,0.002986024,-0.6810650803148747,2.021531343460083,1e-05,0.0,0.02364867925643921
30000,297,15,2000.0,0.18650602,59.46666666666667,0.0034245695,3.5565445,0.04527451,0.057753306,100,2.45984,140,4.2141178853809835,0.2,-0.0026948484970489516,0.002958008,-0.6665237313136458,2.3728394508361816,1e-05,0.0,0.0021324753761291504
32000,317,16,2000.0,0.1893491,62.0625,0.0045264843,3.7269177,0.114289045,0.059562277,100,2.285479,150,5.9486291542649266,0.2,-0.0025582014000974595,0.0017372603,-0.6461583837866783,1.306547999382019,1e-05,0.0,0.013299822807312012
34000,337,17,2000.0,0.1845083,65.6470588235294,0.0017137746,4.0836887,0.14433831,0.08113116,100,1.9090385,160,4.930536875128746,0.2,-0.003648614330450073,0.0024560087,-0.6393576018512249,2.278167963027954,1e-05,0.0,0.04860532283782959
36000,357,18,2000.0,0.18472856,65.5,0.0024835973,3.9579394,0.10548894,0.07619507,100,2.1106339,170,3.6334697883576155,0.2,-0.005549909203546121,0.0059415936,-0.6153783552348614,2.5615978240966797,1e-05,0.03544921875,-0.010463118553161621
38000,377,19,2000.0,0.1817826,73.15789473684211,0.0011409392,5.0183935,0.09787961,0.08337466,100,2.235589,180,4.31904565691948,0.2,-0.0038444284640718252,0.0037533145,-0.6072952264919877,1.9862140417099,1e-05,0.002734375,0.029820024967193604
40000,397,20,2000.0,0.1930072,79.65,0.0015704067,5.9420166,0.09851357,0.088567145,100,2.4323304,190,5.0304925501346585,0.2,-0.002763800183311105,0.0041918326,-0.5773465501144528,3.2905824184417725,1e-05,0.006787109375,0.021167457103729248
42000,418,21,2000.0,0.19018893,85.47619047619048,0.0032838096,6.625355,0.07027232,0.053425435,100,2.3971298,200,5.771533141285181,0.2,-0.0036258207896025852,0.0022600738,-0.5587637774646282,1.3943111896514893,1e-05,0.0060546875,0.027322232723236084
44000,438,22,2000.0,0.18385719,95.63636363636364,0.0037243986,7.919172,0.08834501,0.08671818,100,2.617424,210,5.734234841167927,0.2,-0.003878866993181873,0.0046932893,-0.5565902505069971,1.4209970235824585,1e-05,0.01396484375,-8.237361907958984e-05
46000,458,23,2000.0,0.188028,103.04347826086956,0.0024274006,8.817642,0.07202011,0.056854747,100,2.412789,220,6.839915793389082,0.2,-0.0019343168736668304,0.0027215995,-0.5388122217729687,1.3859195709228516,1e-05,0.002978515625,0.03583043813705444
48000,478,24,2000.0,0.18635069,106.625,0.003040235,8.864098,0.074495964,0.06879376,100,2.0771441,230,5.826180960610509,0.2,-0.001881298354419414,0.0032301405,-0.5105150545015931,1.9645073413848877,1e-05,0.00830078125,0.0029630661010742188
50000,498,25,2000.0,0.19104964,110.64,0.002121011,8.907508,0.15404488,0.077554464,100,2.3909698,240,4.48046997860074,0.2,-0.004594155997619964,0.0035509071,-0.5141621103510261,1.6625314950942993,1e-05,0.02978515625,-0.042565226554870605
