rollout/ep_len_mean,time/fps,time/iterations,long_std,time/time_elapsed,short_std,return_mean,rollout/ep_rew_mean,short_mean,return_std,time/total_timesteps,long_mean,train/value_loss,train/clip_range,train/clip_fraction,train/approx_kl,train/loss,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/learning_rate,train/entropy_loss
2000.0,91,31,0.18017322,674,0.012334642,-2.4810848,17.032258064516128,0.0070947204,1.9391406,62000,0.001878765,3.9276366475969553,0.2,0.0,0.0011843846,1.797623872756958,-0.001220636797370389,0.020628511905670166,300,1e-05,-0.6724798666313291
2000.0,91,32,0.19065376,697,0.023770526,-2.9446542,13.125,0.009013226,1.76779,64000,0.0017500791,3.710415582358837,0.2,0.0,0.0003659043,1.2997562885284424,-0.000441924887127243,-0.0006805658340454102,310,1e-05,-0.665647154673934
2000.0,91,33,0.18214758,718,0.0198003,-1.9996173,14.030303030303031,0.018816153,1.8887048,66000,0.0010096842,2.9876767128705977,0.2,0.0,0.0031794899,0.8170006275177002,-0.0013938924443209545,0.03746098279953003,320,1e-05,-0.6503627125173808
2000.0,91,34,0.1845318,740,0.0076906676,-1.9707412,12.705882352941176,0.0076413695,1.9303015,68000,0.0026895176,3.609728291630745,0.2,0.0,0.0014762196,1.7912737131118774,-0.001429360537440516,0.0018763542175292969,330,1e-05,-0.6483295600861311
2000.0,91,35,0.18517955,763,0.009846244,-1.5555804,12.285714285714286,0.0075996607,2.4462743,70000,0.001998652,3.464272328093648,0.2,0.0,0.00020907642,2.4429261684417725,-0.0003481292922515422,0.005456686019897461,340,1e-05,-0.6507192431017756
2000.0,91,36,0.19274125,785,0.03924666,-0.03745395,14.416666666666666,0.0084492285,2.1277976,72000,0.0012856747,4.829463251680136,0.2,0.0,0.00022178159,1.4421952962875366,-0.0002970720859593712,0.1483975052833557,350,1e-05,-0.6519501458853483
2000.0,91,37,0.18414184,807,0.0075049363,-1.2523998,11.621621621621621,0.0074088518,2.2393713,74000,0.0035959654,3.7905361264944077,0.2,0.0,0.0009711721,1.2027195692062378,-0.0008148985551088117,0.14492905139923096,360,1e-05,-0.6546343060210347
2000.0,91,38,0.18471892,829,0.018139524,0.029943746,13.526315789473685,0.0077622174,1.6764877,76000,0.003242304,3.940352097898722,0.2,0.0,5.5605313e-05,1.5645647048950195,-0.00017267662042286247,0.17252743244171143,370,1e-05,-0.6505671883001923
2000.0,91,39,0.19048305,851,0.0077731307,-1.1742454,11.256410256410257,0.00754364,2.4557598,78000,0.00042788792,2.972307638078928,0.2,0.0,0.00010332171,0.8753269910812378,-0.0002794402971630916,-0.04693436622619629,380,1e-05,-0.6566799335181713
2000.0,91,40,0.18530744,873,0.038856037,1.2615849,14.05,0.009066447,2.0990772,80000,0.0021418298,3.841342689841986,0.2,0.0,0.0027955906,3.0899012088775635,-0.0012597134278621524,0.3284580111503601,390,1e-05,-0.6377967741340399
2000.0,91,41,0.18678056,896,0.006100934,-0.50572324,11.560975609756097,0.005913948,2.4102504,82000,0.0028642593,3.7705234181135894,0.2,0.047412109375,0.010113729,1.5154013633728027,-0.008408075707848184,0.1413467526435852,400,1e-05,-0.6548728886991739
2000.0,91,42,0.18390618,919,0.005996374,-1.9114155,8.452380952380953,0.0062145796,2.9727795,84000,0.00447484,4.04301056265831,0.2,0.0,0.0013149203,1.9425731897354126,-0.0009671579842688516,0.2714582681655884,410,1e-05,-0.6537686519324779
2000.0,91,43,0.18554747,942,0.0054341923,-3.823908,3.186046511627907,0.0050961697,4.224479,86000,0.002937593,3.728789610415697,0.2,0.0,0.0015606335,3.138664722442627,-0.0008407181230722927,0.5413177609443665,420,1e-05,-0.6546674145385623
2000.0,91,44,0.1951304,965,0.00571545,-5.2382946,-1.7272727272727273,0.005090365,4.585184,88000,0.003955491,4.378055994957686,0.2,0.0,0.001630225,1.6241824626922607,-0.0008917996863601729,0.7218725085258484,430,1e-05,-0.6508127940818668
2000.0,91,45,0.18446104,987,0.017924989,-1.5581365,-0.7333333333333333,0.007994977,3.0404441,90000,0.0029685753,3.6791398987174033,0.2,0.000732421875,0.006650192,1.4778412580490112,-0.0028682490810751915,0.8103337287902832,440,1e-05,-0.6325854726135731
2000.0,91,46,0.18646422,1009,0.012251131,-1.5115771,-0.717391304347826,0.0070183254,2.9253922,92000,0.00232634,3.740741465613246,0.2,0.0,0.0003488575,1.7637523412704468,-0.0003067753088544123,0.5896239280700684,450,1e-05,-0.6363594099879265
2000.0,91,47,0.18744554,1032,0.037069116,0.37666425,0.3617021276595745,0.009494938,2.7148168,94000,0.0023860976,3.887527011707425,0.2,0.0,0.00016515098,3.331613063812256,-0.0004426278697792441,0.5317850112915039,460,1e-05,-0.6284490887075662
2000.0,91,48,0.18996884,1054,0.016100533,-0.96874356,0.5416666666666666,0.0078980755,2.4064777,96000,0.0011154901,4.050134275108576,0.2,0.0,0.001504603,3.8016233444213867,-0.0010812172607984395,0.44674915075302124,470,1e-05,-0.6199389168992638
2000.0,91,49,0.17859307,1076,0.015534825,-1.8709517,-0.08163265306122448,0.007696512,2.660264,98000,0.00155219,3.2781115259975193,0.2,0.0,0.00076579006,1.2331180572509766,-0.001414839409699198,0.423470675945282,480,1e-05,-0.6111144777387381
2000.0,91,50,0.19245665,1098,0.006756237,-2.9816601,-2.22,0.0073507973,2.7696774,100000,0.0017162905,3.4759666616097094,0.2,0.0,0.0004945991,1.4139939546585083,-0.001161438855342567,0.5008971989154816,490,1e-05,-0.6068941596895456
2000.0,90,51,0.1816843,1121,0.00795022,-2.8382535,-3.392156862745098,0.006217779,3.7872515,102000,0.00093267777,2.70573845282197,0.2,0.0,0.0003334577,1.321012258529663,-0.0005317634670063854,0.6392010748386383,500,1e-05,-0.5894077166914939
2000.0,90,52,0.18364447,1143,0.01790258,-0.13906983,-2.1923076923076925,0.009254432,3.074215,104000,0.0016162047,2.9963194195181133,0.2,0.019384765625,0.008952787,1.495945692062378,-0.0027108840586151928,0.7782378196716309,510,1e-05,-0.567071776650846
2000.0,90,53,0.18478179,1165,0.010351639,-2.229217,-3.5849056603773586,0.008165525,2.8251207,106000,0.001095247,3.4647498808801176,0.2,0.0408203125,0.007911039,2.130983352661133,-0.005072402494261041,0.6215146481990814,520,1e-05,-0.5946395732462406
2000.0,90,54,0.18045968,1187,0.02135562,-0.95470923,-3.3703703703703702,0.008437728,2.158236,108000,0.0012377305,3.123615188151598,0.2,0.001171875,0.0052152243,2.775963068008423,-0.001794194200192578,0.6017057597637177,530,1e-05,-0.5672195689752698
2000.0,90,55,0.19832473,1209,0.01610296,0.22390796,-2.581818181818182,0.007668687,1.9670571,110000,0.0024298285,2.786627197265625,0.2,0.0,0.00018096002,1.3506393432617188,-0.00045923191646579653,0.3973715901374817,540,1e-05,-0.5629864201880992
2000.0,90,56,0.19219682,1231,0.021159248,-0.42736176,-2.482142857142857,0.01082185,2.3047342,112000,0.0024969757,3.8017713852226733,0.2,0.008447265625,0.004957193,1.3503961563110352,-0.0020603517346899024,-0.06432998180389404,550,1e-05,-0.5487999229691922
2000.0,90,57,0.18039443,1253,0.027636558,-0.8703243,-2.7719298245614037,0.015359034,2.1320794,114000,0.002426236,3.5820287615060806,0.2,0.0,0.0002855042,1.2169928550720215,-0.0007218275684863329,0.3129526376724243,560,1e-05,-0.5117684378288686
2000.0,90,58,0.19308114,1275,0.021017594,-1.8997871,-4.413793103448276,0.008430509,1.8423716,116000,0.0024533542,3.1695876441895963,0.2,0.003662109375,0.0037715905,2.5248911380767822,-0.0013808182411594316,0.28489333391189575,570,1e-05,-0.5207998957484961
2000.0,90,59,0.18265077,1297,0.039744016,0.5941769,-3.6779661016949152,0.010049099,1.917239,118000,0.00086579344,2.495493934676051,0.2,0.0,0.00060802605,1.3920713663101196,-0.00043044853082392366,0.24428528547286987,580,1e-05,-0.5178968175314367
2000.0,90,60,0.18648781,1320,0.01869382,-0.41846478,-4.033333333333333,0.009232728,1.3542281,120000,0.0016484174,3.280308285728097,0.2,0.010205078125,0.0032845205,1.6117215156555176,-0.0030234411970013753,0.09031325578689575,590,1e-05,-0.550350817386061
2000.0,90,61,0.18422471,1344,0.012219683,-1.1765534,-4.721311475409836,0.008086799,1.7199957,122000,0.0025026582,1.9842334315180779,0.2,0.0072265625,0.0062570907,0.5878186821937561,-0.0019202562340069561,-0.11329162120819092,600,1e-05,-0.5104631749913097
2000.0,90,62,0.18767671,1365,0.019064901,-1.4555331,-5.064516129032258,0.012750691,1.7074889,124000,0.00243531,2.2052981758490207,0.2,0.01708984375,0.005642088,0.9497314095497131,-0.002505202259635553,0.24698269367218018,610,1e-05,-0.4721290200017393
2000.0,90,63,0.183615,1387,0.008238372,-1.1461661,-5.380952380952381,0.0075091184,1.8871857,126000,0.0018164945,2.6755387160927055,0.2,0.01318359375,0.0025385264,1.9720301628112793,-0.00198905739816837,0.05839502811431885,620,1e-05,-0.4782973339781165
2000.0,90,64,0.18538205,1409,0.008054198,-2.260149,-6.46875,0.006858477,2.1316316,128000,0.0009991316,2.773757637292147,0.2,0.0072265625,0.0036226655,1.4679676294326782,-0.0018203933082986622,0.21073049306869507,630,1e-05,-0.509032526332885
2000.0,90,65,0.19665746,1431,0.0071041966,-1.8057405,-6.938461538461539,0.0067290952,3.6035495,130000,0.0025338796,2.2147264029830693,0.2,0.010595703125,0.0034427946,0.8564395904541016,-0.001401865712250583,0.4852063059806824,640,1e-05,-0.5098820052109658
2000.0,90,66,0.19017982,1453,0.015537381,1.1485702,-5.606060606060606,0.006880813,2.1706684,132000,0.0025480844,3.502155128866434,0.2,0.001220703125,0.0023470083,1.8179130554199219,-0.001919626208837144,0.6855276226997375,650,1e-05,-0.5061989734880626
2000.0,90,67,0.17724669,1476,0.010032901,-0.85732716,-6.059701492537314,0.009063766,3.8561895,134000,0.0018561847,3.2663151774555446,0.2,0.0,0.00053956395,1.1809192895889282,-0.0009726074029458686,0.30155301094055176,660,1e-05,-0.5493400303646923
