time/iterations,long_mean,time/fps,rollout/ep_rew_mean,return_std,long_std,time/time_elapsed,short_std,return_mean,time/total_timesteps,short_mean,rollout/ep_len_mean,train/learning_rate,train/clip_range,train/clip_fraction,train/n_updates,train/approx_kl,train/entropy_loss,train/explained_variance,train/value_loss,train/loss,train/policy_gradient_loss,train/std
255,0.0005557481,237,1902.6625,25.600523,0.015026191,2199,0.013617124,174.84125,522240,0.04391878,1000.0,1e-05,0.2,0.033544921875,2540,0.0061293077,-7.201899382472038,0.5527529120445251,253.25343404412268,23.070629119873047,-0.0036560920270858333,1.0217527151107788
256,0.00059920235,237,1900.7025,27.305109,0.015805036,2207,0.01676393,171.81894,524288,0.04402952,1000.0,1e-05,0.2,0.057275390625,2550,0.007479414,-7.2018074035644535,0.570135235786438,273.21447135806085,21.30296516418457,-0.004181589420477394,1.021767497062683
257,0.00060498423,237,1900.1,23.54312,0.016001873,2216,0.017708346,173.01062,526336,0.04317475,1000.0,1e-05,0.2,0.047705078125,2560,0.004857721,-7.201311454176903,0.6732617020606995,237.48348154425622,148.30455017089844,-0.004649926755519118,1.0215280055999756
258,0.00052191893,237,1898.3275,24.289677,0.017441517,2225,0.011211006,173.9725,528384,0.039172873,1000.0,1e-05,0.2,0.08984375,2570,0.007757553,-7.200577633082867,0.5551194250583649,239.66200730204582,24.471817016601562,-0.00628626138495747,1.021499752998352
259,0.00051548315,237,1900.17,24.274254,0.020420166,2233,0.016254708,178.21977,530432,0.044439383,1000.0,1e-05,0.2,0.02666015625,2580,0.005971682,-7.2004269272089,0.590738832950592,238.95444597601892,318.5322570800781,-0.0028341564204310997,1.0214577913284302
260,0.00052170124,237,1901.3825,24.392027,0.012857268,2242,0.016038222,182.21078,532480,0.0472643,1000.0,1e-05,0.2,0.056591796875,2590,0.0056095337,-7.200971338152885,0.5052513480186462,289.2250112652779,202.47935485839844,-0.0038551814257516527,1.021683931350708
261,0.00044095903,237,1905.8375,23.584152,0.01561894,2250,0.017477756,178.1587,534528,0.044915337,1000.0,1e-05,0.2,0.02705078125,2600,0.004327992,-7.201695945858956,0.5561949908733368,259.74534782171247,47.28611755371094,-0.0037328166305087506,1.0217965841293335
262,0.00053324545,237,1908.625,24.297436,0.014510434,2259,0.023906693,184.46262,536576,0.048462234,1000.0,1e-05,0.2,0.039501953125,2610,0.00781692,-7.2024651855230335,0.4900438189506531,279.76104179620745,182.12460327148438,-0.0038367423971067184,1.0219379663467407
263,0.00048288205,237,1911.33,26.451351,0.01453386,2268,0.018929932,180.92654,538624,0.04673588,1000.0,1e-05,0.2,0.029638671875,2620,0.0036659157,-7.201996549963951,0.5007535219192505,290.29320420622827,75.99653625488281,-0.0032035526484833097,1.0216388702392578
264,0.0004810755,237,1915.48,21.317001,0.013677421,2276,0.016090512,183.59183,540672,0.047262702,1000.0,1e-05,0.2,0.030908203125,2630,0.0045862673,-7.2014110937714575,0.632724791765213,251.92036009430885,252.65086364746094,-0.0026539081154624,1.02171790599823
265,0.0004800887,237,1917.805,21.967676,0.0134910345,2285,0.012728669,184.28702,542720,0.0402282,1000.0,1e-05,0.2,0.058056640625,2640,0.0065650567,-7.201778608560562,0.33963543176651,292.4017930686474,266.6201477050781,-0.005014352522266563,1.0217636823654175
266,0.0004914495,237,1920.3125,25.001816,0.018560404,2293,0.016089866,181.64618,544768,0.04392925,1000.0,1e-05,0.2,0.075830078125,2650,0.008249539,-7.202453482151031,0.3625827431678772,301.88470708727834,134.0266876220703,-0.005988144633010961,1.0219874382019043
267,0.0005111913,237,1924.105,21.919666,0.015321046,2302,0.020580145,182.99178,546816,0.04649271,1000.0,1e-05,0.2,0.046923828125,2660,0.0043962887,-7.203203070163727,0.5907721221446991,248.44194175601007,101.9852066040039,-0.004869259722181596,1.0220690965652466
268,0.00048010785,237,1926.1025,24.04781,0.01573413,2311,0.012523978,188.26285,548864,0.047998473,1000.0,1e-05,0.2,0.0228515625,2670,0.0033356547,-7.202457745373249,0.41447681188583374,279.0666981935501,55.97473907470703,-0.0029687174755963497,1.0217503309249878
269,0.00051265117,237,1929.0975,23.23619,0.017588845,2319,0.01718532,182.83923,550912,0.04479517,1000.0,1e-05,0.2,0.019921875,2680,0.0030351747,-7.200945146381855,0.47134286165237427,301.2623979091644,18.778730392456055,-0.003516590254730545,1.0214966535568237
270,0.00051436515,237,1932.635,25.979494,0.018009245,2328,0.011556896,184.33224,552960,0.04783696,1000.0,1e-05,0.2,0.026904296875,2690,0.0043777525,-7.201064889132977,0.4900813698768616,269.5932338774204,74.84308624267578,-0.002328332581964787,1.0217615365982056
271,0.0006926786,237,1934.3575,26.6414,0.019133676,2336,0.012453536,188.52803,555008,0.047314107,1000.0,1e-05,0.2,0.026708984375,2700,0.005359605,-7.2013654425740246,0.6020763516426086,264.4413540303707,21.351001739501953,-0.002763313302421011,1.0215470790863037
272,0.0004524601,237,1937.23,25.00938,0.018478848,2345,0.016102586,185.8345,557056,0.047833875,1000.0,1e-05,0.2,0.035595703125,2710,0.005256531,-7.200019018352032,0.402751624584198,416.2959319710732,36.437843322753906,-0.0037543241312960164,1.021284818649292
273,0.000513606,237,1940.3675,22.833735,0.015683858,2354,0.013251985,185.60587,559104,0.047906056,1000.0,1e-05,0.2,0.040966796875,2720,0.004305498,-7.199047356843948,0.5075609683990479,303.3079692006111,342.2078552246094,-0.004188832019281108,1.0211206674575806
274,0.00042465905,237,1940.6825,22.067307,0.015288365,2362,0.018750736,188.0394,561152,0.046695776,1000.0,1e-05,0.2,0.078662109375,2730,0.007026071,-7.19914108812809,0.44309574365615845,283.7784280002117,80.11849212646484,-0.007464987490675412,1.0213059186935425
275,0.00051987614,237,1941.31,22.243587,0.016591014,2371,0.013853065,186.03622,563200,0.04646233,1000.0,1e-05,0.2,0.037744140625,2740,0.00472923,-7.199627338349819,0.35890036821365356,306.2233435869217,70.0440902709961,-0.002682895152247511,1.021297574043274
276,0.00046938102,237,1943.5025,22.43473,0.019972762,2380,0.014836292,183.73787,565248,0.04234291,1000.0,1e-05,0.2,0.039697265625,2750,0.005409266,-7.200008027255535,0.4396190643310547,274.7550439119339,374.54693603515625,-0.0033621022390434518,1.0215438604354858
277,0.0005047252,237,1944.725,22.103767,0.017535206,2388,0.014543523,187.03363,567296,0.046007264,1000.0,1e-05,0.2,0.055517578125,2760,0.0048388164,-7.199922950565815,0.44792020320892334,274.40506197214125,333.8057861328125,-0.0035251839872216806,1.0212057828903198
278,0.00046247823,237,1945.3075,24.106153,0.015123862,2397,0.010284169,182.11485,569344,0.0405612,1000.0,1e-05,0.2,0.054931640625,2770,0.006208888,-7.1984302148222925,0.4167025089263916,279.0664501309395,30.7338809967041,-0.004058388574048877,1.0209159851074219
279,0.0005117224,237,1950.7825,23.375448,0.017522598,2405,0.010935719,181.89543,571392,0.040383045,1000.0,1e-05,0.2,0.09921875,2780,0.009642894,-7.197701601684093,0.4967629313468933,282.2568475365639,297.8696594238281,-0.007432527060154825,1.0209431648254395
280,0.000528916,237,1955.6125,24.919542,0.015639849,2414,0.014271106,179.67227,573440,0.047869004,1000.0,1e-05,0.2,0.074609375,2790,0.006575859,-7.197643785178661,0.4651738405227661,287.9768596470356,177.12689208984375,-0.005104896685224958,1.0209382772445679
281,0.0004885944,237,1954.3975,23.916563,0.017283859,2423,0.011703859,179.21767,575488,0.04271148,1000.0,1e-05,0.2,0.056591796875,2800,0.007177369,-7.197419822216034,0.5658771991729736,268.15580503940583,19.507747650146484,-0.004568937286967412,1.020774245262146
282,0.0005501166,237,1955.5075,25.46878,0.01613574,2431,0.017008873,177.99756,577536,0.043093175,1000.0,1e-05,0.2,0.0357421875,2810,0.0047144275,-7.197964796423912,0.5441428422927856,257.509949451685,68.82640075683594,-0.003708481616922654,1.021185278892517
283,0.00048011812,237,1957.375,23.491518,0.019018365,2440,0.011891657,182.39441,579584,0.044971786,1000.0,1e-05,0.2,0.031396484375,2820,0.0045827413,-7.198440265655518,0.6083915829658508,250.97749291062354,115.45955657958984,-0.0028096087160520257,1.0209327936172485
284,0.000531139,237,1958.3175,22.738281,0.017050965,2448,0.016701102,179.74753,581632,0.045834757,1000.0,1e-05,0.2,0.054541015625,2830,0.004674507,-7.197397997975349,0.49147993326187134,273.9418869435787,116.94343566894531,-0.005712756048887968,1.0208457708358765
285,0.0005122684,237,1958.4775,25.20743,0.019416267,2457,0.013191449,175.98157,583680,0.040956717,1000.0,1e-05,0.2,0.04130859375,2840,0.0062288702,-7.196622708439827,0.4646642804145813,270.4586225390434,13.631787300109863,-0.002574511420971248,1.020546793937683
286,0.00054821896,237,1959.9325,24.61271,0.016943045,2466,0.016880354,181.71114,585728,0.04430964,1000.0,1e-05,0.2,0.053564453125,2850,0.005756702,-7.19600919932127,0.6130934357643127,241.2911821782589,19.7707462310791,-0.004006441202363931,1.020599603652954
287,0.0005747238,237,1959.7125,26.11242,0.015615851,2474,0.015277671,182.08504,587776,0.04712271,1000.0,1e-05,0.2,0.05048828125,2860,0.006558052,-7.195632137358189,0.5459396839141846,268.57697548270227,374.2208251953125,-0.004080154538678471,1.020416021347046
288,0.00058420026,237,1959.6575,27.31306,0.016870685,2483,0.014887248,171.91525,589824,0.043372925,1000.0,1e-05,0.2,0.0638671875,2870,0.006988412,-7.194504798948765,0.6335156559944153,244.54881998300553,18.822813034057617,-0.0051264862151583655,1.020173192024231
289,0.00051712955,237,1958.705,25.085506,0.016566776,2491,0.016879132,177.45807,591872,0.04987816,1000.0,1e-05,0.2,0.03837890625,2880,0.0044290465,-7.194173823297024,0.6697860062122345,241.56853026747703,380.9470520019531,-0.0034692721121245993,1.0202405452728271
290,0.0005579601,237,1958.875,22.867098,0.014855362,2500,0.015601468,177.00183,593920,0.03897308,1000.0,1e-05,0.2,0.037841796875,2890,0.004873777,-7.194321568310261,0.5870995819568634,256.47437750697134,465.3871154785156,-0.0036176301160594448,1.0201823711395264
291,0.000532508,237,1957.205,24.757505,0.017491192,2509,0.01903299,175.58243,595968,0.040964562,1000.0,1e-05,0.2,0.02060546875,2900,0.0025035287,-7.193777434527874,0.4560587406158447,279.26411699056627,352.00421142578125,-0.0024167466282960957,1.0200347900390625
292,0.0007362126,237,1958.0175,25.492146,0.022125905,2517,0.012747136,178.10342,598016,0.04273536,1000.0,1e-05,0.2,0.064697265625,2910,0.0065356246,-7.193312302231789,0.5682447850704193,255.42181178331376,181.3577117919922,-0.004959209146909416,1.0200430154800415
293,0.00048641503,237,1960.9075,22.493324,0.018591741,2526,0.015855659,179.61221,600064,0.045440998,1000.0,1e-05,0.2,0.025927734375,2920,0.0051202667,-7.193818545341491,0.35884642601013184,392.5010656952858,89.7845687866211,-0.002607715599879157,1.0201988220214844
294,0.0005818797,237,1960.0325,23.242966,0.0132677145,2534,0.020826614,180.69339,602112,0.040209264,1000.0,1e-05,0.2,0.05498046875,2930,0.0054314756,-7.195028181374073,0.44436371326446533,273.8062338292599,18.77667808532715,-0.0053322846040828155,1.0205268859863281
295,0.00058708084,237,1959.5175,24.87307,0.014644662,2543,0.018771147,177.51395,604160,0.043426394,1000.0,1e-05,0.2,0.050341796875,2940,0.0056879334,-7.1958699226379395,0.46288442611694336,285.5895527243614,17.233858108520508,-0.0042037798571982424,1.0205283164978027
296,0.00060631917,237,1959.775,23.476618,0.017351829,2552,0.022535698,179.19815,606208,0.042246215,1000.0,1e-05,0.2,0.034765625,2950,0.006907262,-7.195140859484672,0.5518333911895752,272.3210453391075,183.7659912109375,-0.0036483548290561886,1.0202547311782837
297,0.0005216953,237,1959.285,25.661522,0.014057037,2560,0.01035473,175.87457,608256,0.04290252,1000.0,1e-05,0.2,0.064990234375,2960,0.006682259,-7.193605087697506,0.5668418109416962,233.6142028838396,121.76850128173828,-0.004315104447596241,1.0198858976364136
298,0.0005604926,237,1956.9825,25.02831,0.016021673,2569,0.0125255855,173.22617,610304,0.041429244,1000.0,1e-05,0.2,0.04267578125,2970,0.007066826,-7.1927862644195555,0.6124590039253235,250.73598153591155,207.22515869140625,-0.002931067458121106,1.0199588537216187
299,0.0005496324,237,1956.565,25.850058,0.018386824,2577,0.013986742,174.1647,612352,0.0399398,1000.0,1e-05,0.2,0.03583984375,2980,0.004965217,-7.193019685149193,0.5989850461483002,241.34589651823043,142.21681213378906,-0.002609038357331883,1.0199142694473267
300,0.0005662666,237,1956.005,29.093302,0.015546096,2586,0.012528764,173.59387,614400,0.043163396,1000.0,1e-05,0.2,0.065576171875,2990,0.006949766,-7.192903941869735,0.6341903805732727,238.5830788075924,86.71537780761719,-0.003365562962426338,1.0200142860412598
301,0.0005342234,237,1953.4325,25.725044,0.016266385,2595,0.009538987,178.90866,616448,0.044277005,1000.0,1e-05,0.2,0.021337890625,3000,0.00510458,-7.192757208645344,0.7101492583751678,237.4457909822464,101.45443725585938,-0.0024951914107077754,1.019818902015686
302,0.0005642101,237,1952.0025,23.422325,0.015316259,2603,0.011243565,176.63239,618496,0.04310439,1000.0,1e-05,0.2,0.048876953125,3010,0.0077931397,-7.192125651240349,0.5859240591526031,269.91620696783065,367.6308288574219,-0.005512515260488726,1.0198135375976562
303,0.0005433018,237,1950.68,23.513308,0.019711208,2612,0.012752049,178.67587,620544,0.045854427,1000.0,1e-05,0.2,0.0466796875,3020,0.0057474202,-7.192570975422859,0.5040686130523682,264.9089671969414,29.7855167388916,-0.00600253586017061,1.019937515258789
304,0.0005696943,237,1951.2325,23.022497,0.01517244,2620,0.014206353,179.35954,622592,0.042493403,1000.0,1e-05,0.2,0.057470703125,3030,0.005719447,-7.192831684648991,0.4883257746696472,277.4654366791248,142.26487731933594,-0.004905787814641372,1.0199073553085327
305,0.0005404514,237,1953.015,23.741066,0.018344335,2629,0.011457989,181.10526,624640,0.046881877,1000.0,1e-05,0.2,0.05068359375,3040,0.005370356,-7.192439264059066,0.495217502117157,261.3695688664913,323.3061828613281,-0.006019315015873872,1.0197471380233765
306,0.0005881444,237,1951.9025,23.264069,0.017330809,2638,0.017420633,176.00093,626688,0.042685322,1000.0,1e-05,0.2,0.065966796875,3050,0.0057869675,-7.191242180764675,0.48828208446502686,284.7104775667191,255.5845947265625,-0.006818412836582866,1.0194910764694214
307,0.00059523724,237,1952.47,21.858435,0.016460342,2646,0.011690245,171.01118,628736,0.044446096,1000.0,1e-05,0.2,0.04375,3060,0.005692816,-7.190748521685601,0.5960700809955597,214.94031225442887,126.2824478149414,-0.003225126879988238,1.0195788145065308
308,0.0005946278,237,1949.605,24.627447,0.017259689,2655,0.014837754,170.86763,630784,0.038950097,1000.0,1e-05,0.2,0.03349609375,3070,0.0043493873,-7.191215202212334,0.4098989963531494,272.48742363452914,664.8037719726562,-0.003722749967710115,1.019631028175354
309,0.00060708344,237,1947.02,25.500866,0.013243317,2664,0.00933088,166.7454,632832,0.038990375,1000.0,1e-05,0.2,0.047216796875,3080,0.0064972173,-7.191708518564701,0.6157000958919525,225.61315706968307,27.247570037841797,-0.004140651284251362,1.0197395086288452
310,0.0005341155,237,1944.8075,23.298216,0.015439053,2672,0.020113692,174.99057,634880,0.046720922,1000.0,1e-05,0.2,0.0376953125,3090,0.0048586023,-7.192450380325317,0.6209660768508911,241.03708744049072,39.797515869140625,-0.0043732384365284815,1.019979476928711
311,0.0005685077,237,1944.0475,24.29232,0.017563753,2681,0.019227384,171.40515,636928,0.043218255,1000.0,1e-05,0.2,0.0486328125,3100,0.004978439,-7.193805842101574,0.5106753408908844,258.10753638744353,235.8966064453125,-0.004233712985296734,1.0202486515045166
312,0.000597007,237,1940.74,24.651571,0.01718855,2689,0.01596988,175.77556,638976,0.044929486,1000.0,1e-05,0.2,0.04248046875,3110,0.005575846,-7.1954796954989435,0.5649844110012054,254.67197234034538,415.1217346191406,-0.0033877213500090875,1.0207077264785767
313,0.000796514,237,1939.64,25.955349,0.021838402,2698,0.0154993525,177.41557,641024,0.046144165,1000.0,1e-05,0.2,0.0541015625,3120,0.0050987555,-7.196914184093475,0.5595031082630157,262.7622581422329,130.989013671875,-0.004983812730642967,1.0207796096801758
314,0.00057166873,237,1938.0175,24.665405,0.012593216,2707,0.019339027,177.14056,643072,0.04530689,1000.0,1e-05,0.2,0.0486328125,3130,0.005151867,-7.197267413139343,0.4177764058113098,382.7167015314102,34.22710037231445,-0.0046475644456222655,1.0208820104599
315,0.00053780683,237,1937.6375,26.602509,0.01880237,2715,0.016694134,176.5925,645120,0.047814354,1000.0,1e-05,0.2,0.042333984375,3140,0.004483154,-7.19763513058424,0.6225745975971222,224.147838807106,56.028839111328125,-0.002598379053233657,1.0209496021270752
316,0.0006235331,237,1933.995,25.146227,0.016783997,2724,0.017771697,176.34961,647168,0.042244103,1000.0,1e-05,0.2,0.07666015625,3150,0.007900212,-7.198188848793507,0.6469941735267639,247.42022014260291,47.37811279296875,-0.006432327695074491,1.0210950374603271
317,0.00059196923,237,1929.8675,27.746872,0.016778745,2733,0.015204871,170.53893,649216,0.04317916,1000.0,1e-05,0.2,0.046875,3160,0.0060779927,-7.198493982851505,0.5731408894062042,265.21342623829844,28.796649932861328,-0.004382147800060921,1.0210872888565063
318,0.00063635054,237,1924.1575,25.222404,0.015482826,2741,0.017255776,171.73163,651264,0.049026202,1000.0,1e-05,0.2,0.051318359375,3170,0.005513982,-7.197778330743313,0.6884444057941437,237.19132817983626,25.09871482849121,-0.0040409360430203375,1.020804762840271
319,0.0006524742,237,1921.13,23.769104,0.01780278,2750,0.014797973,166.15804,653312,0.04433292,1000.0,1e-05,0.2,0.042236328125,3180,0.0047925105,-7.196522237360478,0.5938368737697601,255.50167473554612,24.327430725097656,-0.0047579718666384,1.020554542541504
320,0.00059701066,237,1919.1475,23.635641,0.013553399,2758,0.020779587,167.84819,655360,0.044829383,1000.0,1e-05,0.2,0.0408203125,3190,0.004077906,-7.196152015030384,0.6111309230327606,214.59538463950156,208.22442626953125,-0.002766432909993455,1.0207022428512573
321,0.0006165261,237,1915.4975,26.809505,0.016931042,2767,0.013299174,164.84743,657408,0.042630196,1000.0,1e-05,0.2,0.0318359375,3200,0.0062003215,-7.196572226285935,0.5434622466564178,247.89104974865913,52.443511962890625,-0.002947227592812851,1.020668864250183
322,0.00056622864,237,1911.255,26.170881,0.014698763,2776,0.014675215,169.71396,659456,0.04046824,1000.0,1e-05,0.2,0.033740234375,3210,0.005792645,-7.196540978550911,0.6740978360176086,229.2454598426819,50.20637130737305,-0.0037908677128143608,1.0207360982894897
323,0.0006153487,237,1908.3625,24.031187,0.015852312,2784,0.013377351,170.13857,661504,0.042814717,1000.0,1e-05,0.2,0.022802734375,3220,0.0048895627,-7.197152356803417,0.6351422667503357,244.69632517099382,85.7505874633789,-0.0026905261096544565,1.0209535360336304
324,0.0006078052,237,1905.215,24.972345,0.018231457,2793,0.012141326,169.20102,663552,0.04102552,1000.0,1e-05,0.2,0.0619140625,3230,0.0056474595,-7.197797101736069,0.5710241794586182,245.4849375665188,286.8335876464844,-0.003514686520793475,1.0209344625473022
325,0.000587128,237,1902.5175,23.777117,0.016837511,2801,0.016676886,170.06993,665600,0.041424096,1000.0,1e-05,0.2,0.036474609375,3240,0.00531284,-7.198691612482071,0.578948438167572,256.08940648436544,23.445560455322266,-0.0026988830170012077,1.021349310874939
326,0.0005576262,237,1901.8475,23.727228,0.018015718,2810,0.01817248,170.89938,667648,0.050403345,1000.0,1e-05,0.2,0.041259765625,3250,0.005197772,-7.1997133329510685,0.5664645731449127,243.3053432226181,211.05059814453125,-0.004417647534864955,1.021337866783142
327,0.000633462,237,1900.3225,24.364393,0.015758771,2819,0.014492862,173.932,669696,0.045711853,1000.0,1e-05,0.2,0.082275390625,3260,0.0070414664,-7.199189956486225,0.5643933713436127,243.42290627360345,143.2305450439453,-0.007780033518793061,1.0212198495864868
328,0.00063838065,237,1898.0,24.459248,0.013680425,2827,0.016880363,174.63097,671744,0.046877228,1000.0,1e-05,0.2,0.046826171875,3270,0.0061399247,-7.199297569692135,0.6223108172416687,216.80719208717346,187.92100524902344,-0.0036970807632314973,1.0213710069656372
329,0.0005949135,237,1894.0,23.051327,0.014531212,2836,0.011805262,174.8699,673792,0.042925693,1000.0,1e-05,0.2,0.037646484375,3280,0.004700261,-7.199622145295143,0.5738028287887573,250.22564688920974,34.471492767333984,-0.004264663779758848,1.021284580230713
330,0.0006062577,237,1892.335,23.182177,0.017866898,2845,0.009924751,171.74722,675840,0.046765737,1000.0,1e-05,0.2,0.08798828125,3290,0.009265946,-7.198353089392185,0.4958123564720154,263.8075242757797,37.722564697265625,-0.005440526534221135,1.0209026336669922
331,0.00061977946,237,1889.55,22.4487,0.018264614,2853,0.010327117,170.0026,677888,0.038484566,1000.0,1e-05,0.2,0.044580078125,3300,0.005797647,-7.196816012263298,0.5041727423667908,261.0286659359932,67.73173522949219,-0.00468311634613201,1.0206825733184814
332,0.00060819334,237,1888.0875,22.502516,0.016039148,2862,0.020920726,169.3555,679936,0.047291934,1000.0,1e-05,0.2,0.05859375,3310,0.007572298,-7.196282841265202,0.49165767431259155,252.2896021783352,23.38460922241211,-0.0044266211159992965,1.0206537246704102
333,0.0006233803,237,1883.9425,25.524601,0.017234966,2870,0.014848658,166.39209,681984,0.044396155,1000.0,1e-05,0.2,0.086181640625,3320,0.0073842676,-7.196521560847759,0.4690260887145996,258.6251360297203,108.44036865234375,-0.007713822604273446,1.0207414627075195
334,0.0008288814,237,1879.9025,26.707367,0.022708109,2879,0.019423086,167.8366,684032,0.047307204,1000.0,1e-05,0.2,0.051416015625,3330,0.0057900893,-7.197149801254272,0.6338831782341003,233.84118044376373,446.8266296386719,-0.00469640102237463,1.02092707157135
335,0.00067599065,237,1874.6875,25.572037,0.016400224,2887,0.011068523,163.70175,686080,0.04227888,1000.0,1e-05,0.2,0.022314453125,3340,0.0052580046,-7.197784438729286,0.5064807236194611,346.38607159852984,113.84065246582031,-0.0024276187119539826,1.0209934711456299
336,0.00058082736,237,1872.535,24.274542,0.0154647585,2896,0.021068634,165.57736,688128,0.046130717,1000.0,1e-05,0.2,0.012451171875,3350,0.002764179,-7.198039413988591,0.668241024017334,213.2843677699566,115.74219512939453,-0.0016246849729213864,1.0210940837860107
337,0.0006138458,237,1868.975,23.506618,0.016150607,2905,0.015258604,168.20679,690176,0.048060622,1000.0,1e-05,0.2,0.02734375,3360,0.0047261557,-7.198952898383141,0.5570055246353149,254.23322972655296,36.612762451171875,-0.002950199409679044,1.0213375091552734
338,0.00063578575,237,1864.88,23.076189,0.014130193,2913,0.016062431,160.55652,692224,0.041344263,1000.0,1e-05,0.2,0.0638671875,3370,0.005591017,-7.199946601688862,0.5531343221664429,243.0567176103592,371.6463317871094,-0.00481001288862899,1.0215016603469849
339,0.0006426232,237,1863.63,22.54588,0.014972395,2922,0.021265933,167.54771,694272,0.044924896,1000.0,1e-05,0.2,0.047265625,3380,0.006126222,-7.200526466965675,0.5856775045394897,218.59411247968674,162.54173278808594,-0.0034364555147476496,1.021547555923462
340,0.00061586447,237,1863.34,23.176235,0.014450576,2930,0.0139062945,167.81564,696320,0.047165833,1000.0,1e-05,0.2,0.058349609375,3390,0.0061023124,-7.200741042196751,0.5343900620937347,231.50430825948715,38.20222473144531,-0.006251730344956741,1.0216060876846313
341,0.0006219052,237,1861.6825,23.560202,0.017885199,2939,0.012143701,170.56842,698368,0.045427505,1000.0,1e-05,0.2,0.045654296875,3400,0.0062037734,-7.2009572893381115,0.5518258810043335,234.92149155139924,14.558035850524902,-0.004387435803073459,1.0216249227523804
342,0.0006205509,237,1858.0925,23.59949,0.016556876,2948,0.019543462,166.49,700416,0.04445099,1000.0,1e-05,0.2,0.05419921875,3410,0.005753831,-7.201263670623303,0.5610640048980713,241.54350564479827,268.58001708984375,-0.004377868902520276,1.0218571424484253
343,0.00060241553,237,1858.7125,22.132048,0.016339561,2956,0.013138621,171.73163,702464,0.049664237,1000.0,1e-05,0.2,0.031591796875,3420,0.0042972197,-7.202420227229595,0.5929951965808868,224.78370794057847,20.857624053955078,-0.0038357399709639138,1.0219995975494385
344,0.00063372083,237,1856.855,22.505589,0.015735174,2965,0.01380077,170.40019,704512,0.042452697,1000.0,1e-05,0.2,0.061083984375,3430,0.006741549,-7.2020795226097105,0.37606608867645264,296.59545996785164,23.45001220703125,-0.006697308423463255,1.021727442741394
345,0.0006324555,237,1855.0475,24.180208,0.017430417,2973,0.015915781,168.01437,706560,0.04176226,1000.0,1e-05,0.2,0.022265625,3440,0.0035430016,-7.2011585757136345,0.5424275100231171,226.08952972888946,345.22314453125,-0.0023303202498937024,1.0216763019561768
346,0.0006297715,237,1852.8825,22.444376,0.016878553,2982,0.009583029,162.42184,708608,0.03662987,1000.0,1e-05,0.2,0.064208984375,3450,0.004978218,-7.201399253308773,0.6013210117816925,229.63087748885155,154.63941955566406,-0.003970026542083361,1.0217770338058472
347,0.0005834949,237,1851.645,22.881466,0.014386616,2991,0.013303205,172.33539,710656,0.04749453,1000.0,1e-05,0.2,0.046142578125,3460,0.004641966,-7.2025300770998,0.5937064290046692,197.12512302398682,95.02770233154297,-0.00372495835472364,1.0222007036209106
348,0.0006290429,237,1851.3975,22.03761,0.01350987,2999,0.013334687,172.06491,712704,0.047392562,1000.0,1e-05,0.2,0.033837890625,3470,0.00502885,-7.2044655084609985,0.5484026670455933,234.6629428088665,301.5433349609375,-0.002899743782472797,1.0225181579589844
349,0.0006176679,237,1849.2175,24.160223,0.014422773,3008,0.018506425,170.7133,714752,0.045818042,1000.0,1e-05,0.2,0.050341796875,3480,0.005115495,-7.204937320947647,0.48008543252944946,244.4022377848625,236.0741729736328,-0.003549911640584469,1.0223667621612549
350,0.00057501276,237,1847.855,22.554817,0.014710688,3017,0.012995308,174.84401,716800,0.046449304,1000.0,1e-05,0.2,0.0314453125,3490,0.005257651,-7.204105779528618,0.6175731122493744,217.12890642285348,61.93675994873047,-0.0021851912257261573,1.0222482681274414
351,0.0006004701,237,1848.1875,24.180883,0.016252525,3025,0.012281234,169.47598,718848,0.04559186,1000.0,1e-05,0.2,0.027978515625,3500,0.00448641,-7.203342473506927,0.4775027632713318,262.0534906029701,16.60841941833496,-0.0026754582446301355,1.021999716758728
352,0.0006131677,237,1848.5375,23.280535,0.016761618,3034,0.0146826245,171.29054,720896,0.04368248,1000.0,1e-05,0.2,0.0185546875,3510,0.003013947,-7.202737566828728,0.5829841494560242,240.31802141666412,196.78807067871094,-0.0015245465852785855,1.0220667123794556
353,0.0005757588,237,1848.555,24.324486,0.018870534,3042,0.01315656,173.61533,722944,0.045989983,1000.0,1e-05,0.2,0.01767578125,3520,0.0031790715,-7.203069819509983,0.528763085603714,252.3342961549759,95.3954849243164,-0.002370063101989217,1.022080421447754
354,0.00062933506,237,1848.67,23.550934,0.016658776,3051,0.016004702,170.66138,724992,0.048085812,1000.0,1e-05,0.2,0.059619140625,3530,0.008429932,-7.202934150397778,0.5881635844707489,240.72016596198083,102.97457885742188,-0.005058884815662168,1.0219658613204956
355,0.00078923866,237,1848.8175,25.78673,0.017661698,3060,0.025930453,171.94577,727040,0.04558672,1000.0,1e-05,0.2,0.06982421875,3540,0.00619365,-7.202473935484886,0.5612087547779083,237.6258860528469,89.03929138183594,-0.004870167028275319,1.0219753980636597
356,0.00062125316,237,1850.065,25.544716,0.014714551,3068,0.0141028995,171.53786,729088,0.046288986,1000.0,1e-05,0.2,0.039990234375,3550,0.0051065506,-7.202099075913429,0.5466310083866119,297.4477082014084,85.01115417480469,-0.004144777552573942,1.0217684507369995
357,0.0005734002,237,1850.5475,23.338018,0.018498838,3077,0.015163837,170.45525,731136,0.047118112,1000.0,1e-05,0.2,0.049560546875,3560,0.006420642,-7.20172388702631,0.6123599112033844,250.082366335392,32.262733459472656,-0.0032937296011368742,1.0218321084976196
