short_mean,short_std,time/time_elapsed,long_mean,time/total_timesteps,rollout/ep_len_mean,return_mean,return_std,long_std,time/iterations,rollout/ep_rew_mean,time/fps,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/explained_variance,train/value_loss,train/learning_rate,train/entropy_loss,train/loss,train/clip_fraction
0.3000555,0.2530339,527,-0.41792744,36864,20.0,1.1858027,0.6797215,2.0074563,18,2.6500000200000007,69,0.2,-0.011608545717899687,0.011201886,170,0.8260349482297897,0.06717453365563415,1e-05,-3.1128433920443057,-0.007238375023007393,0.058056640625
0.28553197,0.21998459,564,-0.3793331,38912,20.0,1.2379274,0.72970164,2.060464,19,2.77058821,68,0.2,-0.006860866693023127,0.009373983,180,0.8401948809623718,0.05595512772561051,1e-05,-3.147831379622221,-0.024786556139588356,0.035400390625
0.31541723,0.23560795,597,-0.3919985,40960,20.0,1.1418043,0.69998574,1.8972783,20,2.59088235,68,0.2,-0.010094409102748614,0.011119837,190,0.8362099975347519,0.06496418874594383,1e-05,-3.1701121367514133,0.031118452548980713,0.037158203125
0.29787973,0.22396031,628,-0.4137073,43008,20.0,1.1928318,0.70666033,2.0781434,21,2.6535293699999993,68,0.2,-0.009832374099642039,0.009733191,200,0.8387945592403412,0.05865014286246151,1e-05,-3.1515902668237685,0.014467833563685417,0.03701171875
0.32351562,0.23903921,659,-0.38276047,45056,20.0,1.1909279,0.7372741,1.9833326,22,2.6826470800000006,68,0.2,-0.00962835990358144,0.0104834875,210,0.8395680338144302,0.0609811635222286,1e-05,-3.111740256100893,0.02039426565170288,0.039501953125
0.35411647,0.26863232,690,-0.43808377,47104,20.0,1.145174,0.69400656,2.0244217,23,2.5720588199999996,68,0.2,-0.009389708362868987,0.008739105,220,0.8226536363363266,0.06881288372678682,1e-05,-3.052500592917204,-0.0007201097905635834,0.03134765625
0.35030252,0.233152,722,-0.39484325,49152,20.0,1.1707355,0.6801689,2.0016913,24,2.634411750000001,68,0.2,-0.00838530907058157,0.011249464,230,0.8438675701618195,0.059292869723867624,1e-05,-2.999530328810215,-0.00554475374519825,0.04052734375
0.34325963,0.24836916,753,-0.39013767,51200,20.0,1.2207353,0.7441946,1.8852723,25,2.73117646,67,0.2,-0.011402578779961915,0.012575608,240,0.8502878546714783,0.05582427773042582,1e-05,-2.976997435092926,0.03047257289290428,0.053515625
0.33168995,0.24902894,784,-0.42522687,53248,20.0,1.2632053,0.74714804,1.9608129,26,2.8229411600000005,67,0.2,-0.007853873365093023,0.006472564,250,0.8019584864377975,0.07700452558929101,1e-05,-2.9605662375688553,0.015638094395399094,0.0359375
0.30760127,0.23116058,817,-0.3739589,55296,20.0,1.2030579,0.7432153,1.8749901,27,2.7041176700000005,67,0.2,-0.006705680894083343,0.011083179,260,0.8291096687316895,0.07019595105666668,1e-05,-3.0099927939474584,-0.0017101243138313293,0.02978515625
0.3143377,0.24032098,848,-0.40808916,57344,20.0,1.2323694,0.76216525,2.0474234,28,2.8020587999999997,67,0.2,-0.010760305268922821,0.011354478,270,0.824658140540123,0.07386376940994524,1e-05,-3.0297510132193564,0.029542960226535797,0.0447265625
0.32145166,0.24343653,880,-0.4035306,59392,20.0,1.2561836,0.79242635,1.9748842,29,2.8299999699999994,67,0.2,-0.010242842166917399,0.01168845,280,0.8299091905355453,0.07475907252519391,1e-05,-2.996009234338999,0.020221509039402008,0.034228515625
0.36554295,0.26075962,911,-0.41866782,61440,20.0,1.2577847,0.8015492,1.9658847,30,2.82588237,67,0.2,-0.011355677642859519,0.010335648,290,0.8268780261278152,0.08047752634156495,1e-05,-2.9900616489350798,0.025746550410985947,0.039404296875
0.33005893,0.24663241,940,-0.36269107,63488,20.0,1.2059457,0.7414121,1.857225,31,2.6832352799999994,67,0.2,-0.011670075633446686,0.008799286,300,0.8257322162389755,0.08551820018910802,1e-05,-2.9619740076363086,0.019424155354499817,0.051513671875
0.32821703,0.25106993,970,-0.40192375,65536,20.0,1.1953349,0.7226158,1.9465147,32,2.65794124,67,0.2,-0.009763074631337076,0.010164257,310,0.8196440637111664,0.07471743188216351,1e-05,-2.9785913810133935,0.018215110525488853,0.036474609375
0.36959004,0.25613254,1000,-0.41372216,67584,20.0,1.191249,0.70815986,1.9435478,33,2.63029412,67,0.2,-0.009130435000406579,0.009781361,320,0.830968588590622,0.0637145186890848,1e-05,-2.8967492684721945,-0.00175568088889122,0.0513671875
0.38173592,0.2689318,1029,-0.3988188,69632,20.0,1.2070551,0.731017,2.0163336,34,2.71323527,67,0.2,-0.014632020480348729,0.012065124,330,0.8559022545814514,0.055514086119364946,1e-05,-2.847587274760008,-0.000700041651725769,0.068896484375
0.39355838,0.2689816,1059,-0.4102935,71680,20.0,1.2215827,0.71308506,2.02167,35,2.7267647400000006,67,0.2,-0.011995098156330642,0.01101496,340,0.8354215174913406,0.06534792538150214,1e-05,-2.8349332444369795,0.01822548173367977,0.0634765625
0.37891757,0.26584837,1089,-0.3937941,73728,20.0,1.245389,0.7382343,1.8996042,36,2.7452941000000006,67,0.2,-0.009273299243068323,0.00923344,350,0.8312872052192688,0.06535455546691082,1e-05,-2.823988603055477,-0.008615680038928986,0.05498046875
0.33873948,0.2520249,1120,-0.39475346,75776,20.0,1.2285203,0.70443183,1.920858,37,2.7261764400000006,67,0.2,-0.009497532859677449,0.010265971,360,0.8493683189153671,0.06389128068694845,1e-05,-2.8166564822196962,-0.004178408533334732,0.039111328125
0.34251505,0.24674073,1151,-0.4040013,77824,20.0,1.2214966,0.72706306,1.9440948,38,2.70911764,67,0.2,-0.008255641077994369,0.010940107,370,0.8466878980398178,0.05699865720816888,1e-05,-2.7802949719130994,-0.016794875264167786,0.038671875
0.37655413,0.26021665,1182,-0.36482075,79872,20.0,1.2781727,0.7510147,1.9975483,39,2.844411790000001,67,0.2,-0.006288784704520367,0.007028309,380,0.8625582754611969,0.05535171575029381,1e-05,-2.8482170209288595,0.02367749623954296,0.02177734375
0.39832538,0.2790737,1213,-0.43068665,81920,20.0,1.283414,0.8193421,1.9338276,40,2.86411766,67,0.2,-0.008694352806196548,0.0071307183,390,0.8478429317474365,0.06761687119142153,1e-05,-2.7963500291109087,0.008142083883285522,0.03232421875
0.37879157,0.2589554,1244,-0.4164113,83968,20.0,1.2790704,0.76047677,1.948927,41,2.8276471200000004,67,0.2,-0.013566810023621655,0.013800478,400,0.8405565619468689,0.07736993199796416,1e-05,-2.775658939778805,0.017964260652661324,0.062109375
0.38792676,0.2680168,1275,-0.38696033,86016,20.0,1.246624,0.7435328,1.9460143,42,2.811470580000001,67,0.2,-0.013035795761970803,0.009308471,410,0.8445192575454712,0.0661927446781192,1e-05,-2.84101529866457,0.01380719244480133,0.06279296875
0.40748706,0.27018163,1306,-0.38241172,88064,20.0,1.2771986,0.7632999,2.00148,43,2.8461764799999996,67,0.2,-0.010643138088926207,0.010116564,420,0.8464537709951401,0.06489741749246605,1e-05,-2.8461314350366593,0.01741538941860199,0.05244140625
0.41557917,0.2753769,1335,-0.37991711,90112,20.0,1.2742474,0.78026265,1.8213539,44,2.7841176599999993,67,0.2,-0.014752148007391951,0.012694171,430,0.856942281126976,0.0651361829484813,1e-05,-2.858059795945883,0.010389812290668488,0.0818359375
0.41837764,0.28327575,1366,-0.39422184,92160,20.0,1.2748708,0.7750628,1.9930509,45,2.821470620000001,67,0.2,-0.012458187044830992,0.012216829,440,0.8397761732339859,0.07525122130173259,1e-05,-2.8518582701683046,0.027056485414505005,0.0537109375
0.40435013,0.28439987,1398,-0.41158453,94208,20.0,1.3159909,0.767511,1.9183534,46,2.8573529500000006,67,0.2,-0.011663949258218054,0.010778334,450,0.8463900834321976,0.07355760329519398,1e-05,-2.8602016769349574,-0.0072942934930324554,0.04169921875
0.39750084,0.26594087,1429,-0.39960387,96256,20.0,1.3413559,0.8425594,1.9523987,47,2.98441177,67,0.2,-0.008508129374240525,0.008624902,460,0.8402575105428696,0.06828976948163472,1e-05,-2.863747715204954,0.022959887981414795,0.033935546875
0.40435785,0.27218053,1462,-0.39201483,98304,20.0,1.2762631,0.77713096,1.8816653,48,2.8567647400000005,67,0.2,-0.00835477051732596,0.007981369,470,0.836079016327858,0.0920582557329908,1e-05,-2.8568880781531334,0.005430886521935463,0.030908203125
0.44117522,0.29115975,1494,-0.4059953,100352,20.0,1.3432229,0.8519073,1.8664478,49,3.01,67,0.2,-0.009206829027971253,0.009927275,480,0.8450742810964584,0.07226929008611478,1e-05,-2.7936407648026944,-0.008526623249053955,0.04716796875
0.42979246,0.2859266,1527,-0.40824655,102400,20.0,1.3119218,0.79837376,1.9256316,50,2.9726471200000004,67,0.2,-0.01028454548213631,0.010806499,490,0.8375759571790695,0.0917663176660426,1e-05,-2.736025419086218,0.048362962901592255,0.055419921875
0.43092373,0.28365964,1558,-0.4152202,104448,20.0,1.3088555,0.8468025,1.9840971,51,2.9441176699999994,67,0.2,-0.011107784743944648,0.0117457295,500,0.8512042462825775,0.07323468825779855,1e-05,-2.7226567931473253,-0.0036340542137622833,0.04306640625
0.41276225,0.27665842,1592,-0.40509814,106496,20.0,1.3490396,0.8431459,1.9569831,52,3.0026471000000003,66,0.2,-0.014452303542930168,0.0140105635,510,0.8281568139791489,0.09429285597871058,1e-05,-2.678046951442957,0.0021334514021873474,0.106298828125
0.38468292,0.26732388,1625,-0.40734118,108544,20.0,1.3332845,0.8144651,1.9455775,53,2.97823534,66,0.2,-0.013158066017786041,0.009968739,520,0.854094922542572,0.08209137861267664,1e-05,-2.694169934093952,-0.0036458559334278107,0.0564453125
0.3784355,0.26910228,1657,-0.4004226,110592,20.0,1.3348091,0.823088,1.9338021,54,3.0514705899999996,66,0.2,-0.012843872548546641,0.0127099585,530,0.8495888710021973,0.07928832113975659,1e-05,-2.672264013439417,-0.0011148639023303986,0.0814453125
0.36710256,0.26988304,1689,-0.39886442,112640,20.0,1.2630752,0.76721174,1.9165447,55,2.8614705399999996,66,0.2,-0.012266452558105812,0.012898609,540,0.8596272021532059,0.07754264082759618,1e-05,-2.671307823807001,0.033075205981731415,0.05712890625
0.35015404,0.24283588,1722,-0.386858,114688,20.0,1.3606313,0.8285699,1.8836157,56,3.0905882100000004,66,0.2,-0.01388274960918352,0.010165069,550,0.853330135345459,0.07008490473381243,1e-05,-2.676991458237171,0.033689215779304504,0.06845703125
0.3443778,0.25155813,1756,-0.3941632,116736,20.0,1.3177586,0.83137625,1.8737425,57,2.94441177,66,0.2,-0.011034230506629683,0.009544421,560,0.8517742902040482,0.08459295918000861,1e-05,-2.688669013231993,0.08245275169610977,0.059033203125
0.32332265,0.260243,1791,-0.37227923,118784,20.0,1.3011374,0.8726853,1.8332899,58,2.93176467,66,0.2,-0.0146615048579406,0.010683994,570,0.8555475622415543,0.0788019704807084,1e-05,-2.6787640497088434,0.027019238099455833,0.06005859375
0.30658078,0.23114146,1825,-0.38002342,120832,20.0,1.3274121,0.8373561,1.9411246,59,2.9461764900000005,66,0.2,-0.01563861500180792,0.01041136,580,0.8530215173959732,0.09015281494357623,1e-05,-2.6404608465731143,-0.0006174668669700623,0.077587890625
0.30697116,0.2341838,1860,-0.3854764,122880,20.0,1.3851559,0.8490742,1.8596098,60,3.13441178,66,0.2,-0.016507827467285095,0.012837416,590,0.8554406613111496,0.08020063425065019,1e-05,-2.653084026277065,0.0053139738738536835,0.07744140625
0.23614967,0.18845195,1896,-0.38785893,124928,20.0,1.3269064,0.80569804,1.8160635,61,2.9917647,65,0.2,-0.014215604672790505,0.012017143,600,0.8637849688529968,0.07944528056541458,1e-05,-2.6498752653598787,0.009243518114089966,0.05888671875
0.17685002,0.16418621,1936,-0.3856396,126976,20.0,1.2426479,0.818582,1.8435619,62,2.87911767,65,0.2,-0.013287469084025361,0.012392398,610,0.8658863604068756,0.06995057747699321,1e-05,-2.6198677815496922,-0.0026419106870889664,0.060546875
0.09743232,0.11428562,1976,-0.38066173,129024,20.0,1.3265195,0.8578552,1.8173898,63,3.0058823399999994,65,0.2,-0.01329831134789856,0.009088104,620,0.8585557788610458,0.07383985105552711,1e-05,-2.5841810293495655,0.006028663367033005,0.058935546875
0.06538932,0.07852389,2013,-0.41333908,131072,20.0,1.3076164,0.84001017,1.8327891,64,2.96852941,65,0.2,-0.018002180395706092,0.010902632,630,0.8274425268173218,0.10228325924836099,1e-05,-2.564637327194214,0.011004827916622162,0.077294921875
0.04935858,0.06372279,2051,-0.3625486,133120,20.0,1.3513595,0.852764,1.8250306,65,3.1000000099999996,64,0.2,-0.017407311002898496,0.011867999,640,0.8746130764484406,0.07533023392315955,1e-05,-2.5457633957266808,-0.007528293877840042,0.098193359375
0.048933875,0.06865606,2088,-0.4232727,135168,20.0,1.3728589,0.8523106,1.8864641,66,3.06147058,64,0.2,-0.021775639067345764,0.010986487,650,0.8586199581623077,0.08708440053742379,1e-05,-2.4973030567169188,0.016528159379959106,0.14013671875
0.033249974,0.061654966,2125,-0.3834834,137216,20.0,1.4001117,0.86874664,1.8586831,67,3.21764707,64,0.2,-0.023519016201316845,0.012997066,660,0.8675021976232529,0.08206346115912311,1e-05,-2.460741977393627,0.00796084851026535,0.134423828125
0.03256543,0.064130284,2159,-0.41164872,139264,20.0,1.3356221,0.85215163,1.9071587,68,3.0785294500000004,64,0.2,-0.029284581055981106,0.011850642,670,0.874882847070694,0.08001193644013256,1e-05,-2.416306998580694,-0.00026585906744003296,0.13798828125
0.031330362,0.061761137,2192,-0.39242825,141312,20.0,1.322836,0.89994085,1.861149,69,3.0579411899999998,64,0.2,-0.028815573724568822,0.01059239,680,0.875145323574543,0.07702626610989682,1e-05,-2.3658604450523852,-0.014097148552536964,0.14052734375
0.033953585,0.06331762,2226,-0.41366696,143360,20.0,1.3706318,0.8823766,1.8634053,70,3.1226470799999997,64,0.2,-0.026022238531732002,0.00890122,690,0.8649041503667831,0.09461303672287613,1e-05,-2.313578303158283,-0.008474348112940788,0.09091796875
0.040757827,0.06809499,2263,-0.39899942,145408,20.0,1.3851817,0.87611246,1.8371345,71,3.17058827,64,0.2,-0.03725885651947465,0.021112863,700,0.8606294840574265,0.08816241810563952,1e-05,-2.225405585765839,-0.021610509604215622,0.324462890625
0.048251815,0.072069116,2297,-0.40434673,147456,20.0,1.492035,0.8763531,1.8237593,72,3.2552940900000005,64,0.2,-0.024419227719772608,0.010592099,710,0.8676727116107941,0.08456773579819128,1e-05,-2.1556969203054903,-0.011807139962911606,0.083642578125
0.040127985,0.07219725,2330,-0.41203088,149504,20.0,1.4752214,0.88595164,1.7534105,73,3.32088237,64,0.2,-0.02843202469230164,0.014645953,720,0.8704355657100677,0.0821763809537515,1e-05,-2.1805171109735966,0.054395489394664764,0.17744140625
0.051786385,0.080679886,2364,-0.41018978,151552,20.0,1.4269559,0.89079165,1.8199415,74,3.2635294599999995,64,0.2,-0.016045491183467674,0.008815605,730,0.8926058411598206,0.0727030056877993,1e-05,-2.1170088179409503,-3.0860304832458496e-05,0.108203125
0.057530902,0.07865812,2399,-0.40519688,153600,20.0,1.4510075,0.87282383,1.752882,75,3.2720588599999996,64,0.2,-0.024803577916463836,0.012020538,740,0.8897490799427032,0.0753944166819565,1e-05,-2.0564143870025875,-0.004352495074272156,0.144580078125
0.04391657,0.07505724,2432,-0.4200482,155648,20.0,1.519202,0.9016708,1.9293779,76,3.43911767,63,0.2,-0.019166864297585563,0.01112937,750,0.8851943016052246,0.07613092041574418,1e-05,-2.142011600732803,0.005808595567941666,0.103857421875
0.045080636,0.07498148,2466,-0.41448092,157696,20.0,1.4723167,0.8829001,1.7929951,77,3.3408823400000007,63,0.2,-0.012773360230494291,0.008576425,760,0.88542740046978,0.08350034739705733,1e-05,-2.1634198863059284,0.01876135542988777,0.06357421875
0.050226443,0.08170334,2499,-0.42517713,159744,20.0,1.4839573,0.8879491,1.8431903,78,3.36764701,63,0.2,-0.0186860464658821,0.009520456,770,0.889401026070118,0.07462139007984661,1e-05,-2.174048978090286,0.02677752822637558,0.140966796875
0.04258944,0.070231125,2532,-0.39466116,161792,20.0,1.4157103,0.874883,1.7679135,79,3.1905881899999997,63,0.2,-0.018879758002003654,0.010601187,780,0.8950599059462547,0.0729189658188261,1e-05,-2.176603826135397,0.012999769300222397,0.109375
0.041612897,0.07000357,2566,-0.3831522,163840,20.0,1.2668023,0.8309292,1.9485699,80,2.8570588399999997,63,0.2,-0.019922683545155452,0.0076207593,790,0.8828475996851921,0.07887601543334313,1e-05,-2.1355301827192306,-0.02421978861093521,0.071875
0.033196814,0.061332937,2599,-0.41065508,165888,20.0,1.3795427,0.8987542,1.9709002,81,3.10382349,63,0.2,-0.024376035429304464,0.010176636,800,0.8670662045478821,0.08057659666519612,1e-05,-2.1776935793459415,-0.014825105667114258,0.105419921875
0.035044,0.06672398,2632,-0.3818041,167936,20.0,1.3734322,0.85943943,1.7968975,82,3.112941159999999,63,0.2,-0.038687320024473594,0.017979681,810,0.8565418273210526,0.09498240103712305,1e-05,-2.1875028893351556,-0.028956810012459755,0.273046875
0.036457658,0.07699869,2665,-0.41207904,169984,20.0,1.2918978,0.8704099,1.9432174,83,3.0311764999999995,63,0.2,-0.02176378886506427,0.008564939,820,0.8857221454381943,0.07297459095716477,1e-05,-2.1289672419428824,-0.021592848002910614,0.0984375
0.031740926,0.06014108,2697,-0.4132077,172032,20.0,1.358094,0.86790454,1.8692794,84,3.1452941500000002,63,0.2,-0.031066080796881577,0.013590002,830,0.8694759011268616,0.08700664130738005,1e-05,-2.0903003968298437,-0.03139892965555191,0.249267578125
0.03563649,0.0683278,2730,-0.405627,174080,20.0,1.3685117,0.88461626,1.7977604,85,3.11176471,63,0.2,-0.029672801299602723,0.012366431,840,0.8695508390665054,0.08487719175755046,1e-05,-2.0555803515017033,0.009992323815822601,0.129345703125
0.04544791,0.08236957,2764,-0.41005075,176128,20.0,1.4210285,0.8927125,1.8688246,86,3.2091176200000002,63,0.2,-0.023603828890190925,0.012769632,850,0.8669527471065521,0.09278465871466324,1e-05,-1.982677261531353,0.011831987649202347,0.133349609375
0.05719899,0.08812584,2798,-0.40636995,178176,20.0,1.4476311,0.94323343,1.8123294,87,3.29823532,63,0.2,-0.0198680907356902,0.010279652,860,0.8838069438934326,0.08001176820253023,1e-05,-1.9544424448162316,0.001563921570777893,0.082080078125
0.070206836,0.11738304,2832,-0.39862758,180224,20.0,1.4707757,0.91557574,1.8941382,88,3.2897058599999998,63,0.2,-0.01967589778942056,0.008603693,870,0.8567553609609604,0.11050740582868457,1e-05,-1.9804212890565396,0.016290772706270218,0.05986328125
0.07717479,0.1348731,2867,-0.39350298,182272,20.0,1.4033569,0.8845199,1.8537743,89,3.17941173,63,0.2,-0.01924507898220327,0.007699768,880,0.8768541067838669,0.08965134507743641,1e-05,-2.016765105351806,0.017915017902851105,0.09541015625
0.064638555,0.10282532,2902,-0.39402384,184320,20.0,1.3745725,0.854838,1.7467716,90,3.14088234,63,0.2,-0.019821510661859065,0.009575621,890,0.8641868084669113,0.09274014782859012,1e-05,-2.099078817293048,0.0323115810751915,0.13701171875
0.10435108,0.17330956,2938,-0.41100204,186368,20.0,1.4384502,0.88258743,1.8556457,91,3.2288236,63,0.2,-0.021778880243073218,0.010410164,900,0.8813222721219063,0.07568879829486833,1e-05,-2.023936402052641,-0.016585178673267365,0.1103515625
0.051186193,0.08467706,2973,-0.39208922,188416,20.0,1.395256,0.8823056,1.9075378,92,3.13647057,63,0.2,-0.030151520049548707,0.014552673,910,0.8800733983516693,0.07987029855721631,1e-05,-2.1518777057528498,0.004472564905881882,0.174365234375
0.043128725,0.08172602,3007,-0.39449757,190464,20.0,1.299281,0.8411972,1.920999,93,2.9317647499999997,63,0.2,-0.022415584248665254,0.009755468,920,0.8658768683671951,0.09234496583230793,1e-05,-2.1115954287350176,0.006658162921667099,0.100830078125
0.03565236,0.06482408,3040,-0.3956498,192512,20.0,1.2598606,0.82327604,1.9897733,94,2.8797058399999997,63,0.2,-0.024250952748116106,0.009787066,930,0.8678139448165894,0.08255558482487686,1e-05,-2.0639905486255885,0.030608437955379486,0.0927734375
0.047654957,0.08372713,3074,-0.41880816,194560,20.0,1.3798755,0.88225716,1.915761,95,3.13617646,63,0.2,-0.03179055021901149,0.015067996,940,0.8775531128048897,0.07415619193925523,1e-05,-2.013577349483967,-0.019252393394708633,0.196142578125
0.04737542,0.08827381,3108,-0.3943583,196608,20.0,1.4976618,0.8554387,1.8141891,96,3.33441172,63,0.2,-0.027110943518346177,0.015675588,950,0.8805484399199486,0.07937889429158532,1e-05,-2.012099429219961,-0.02549954317510128,0.1275390625
0.042709425,0.075688355,3141,-0.4149419,198656,20.0,1.5078464,0.88617307,1.7677379,97,3.3564705700000004,63,0.2,-0.042681989254197104,0.02658189,960,0.8741438984870911,0.07117591178975999,1e-05,-1.978300431370735,0.0205642431974411,0.325341796875
0.04399152,0.08559788,3175,-0.41044056,200704,20.0,1.4893501,0.90783167,1.895429,98,3.3367647200000006,63,0.2,-0.021090789398294875,0.012794803,970,0.8956863358616829,0.07116682512569242,1e-05,-1.9559391651302576,0.013808924704790115,0.131005859375
0.05364326,0.09007201,3209,-0.4260714,202752,20.0,1.3605201,0.8744515,1.9603693,99,3.08382352,63,0.2,-0.029881891154218465,0.011900989,980,0.8714255839586258,0.09008141559315845,1e-05,-1.9678926046937704,0.0071871355175971985,0.0876953125
0.08053326,0.121999845,3246,-0.40466958,204800,20.0,1.2800719,0.83936656,1.9922854,100,2.89558823,63,0.2,-0.03225769193086307,0.013232034,990,0.8744521290063858,0.08317023973795586,1e-05,-1.8938450809568166,-0.035696230828762054,0.141455078125
0.053034768,0.09096631,3281,-0.41472477,206848,20.0,1.3717208,0.8546743,2.001836,101,3.0835293999999998,63,0.2,-0.03441174695326481,0.015217204,1000,0.8473709225654602,0.09223359718453139,1e-05,-1.892718267813325,-0.008007004857063293,0.2041015625
0.053343106,0.09105438,3315,-0.38204014,208896,20.0,1.3601768,0.8346315,1.8978608,102,3.0494117700000003,62,0.2,-0.033353823845391165,0.014099454,1010,0.8603672236204147,0.0876780595164746,1e-05,-1.904726005345583,-0.019582487642765045,0.217333984375
0.059277937,0.09896639,3351,-0.39571726,210944,20.0,1.4301238,0.8980298,1.9245598,103,3.2241176400000002,62,0.2,-0.024569217470707373,0.011129796,1020,0.8815537467598915,0.07302620661212131,1e-05,-1.9173586633056403,-0.014790691435337067,0.123779296875
0.03643658,0.06330303,3386,-0.407603,212992,20.0,1.540972,0.93603617,1.7627118,104,3.4211764999999996,62,0.2,-0.03611535237287171,0.021693507,1030,0.882675789296627,0.07799982678843662,1e-05,-1.8641317903995513,-0.04226355254650116,0.229736328125
0.03972402,0.08879501,3420,-0.42221075,215040,20.0,1.4187424,0.8816403,1.8852004,105,3.1850000300000003,62,0.2,-0.032872094996855596,0.017518522,1040,0.8600097149610519,0.10580976469209417,1e-05,-1.8391682762652635,0.011139869689941406,0.230615234375
0.038766045,0.07286846,3455,-0.43271384,217088,20.0,1.3647823,0.8843041,1.9658245,106,3.051470589999999,62,0.2,-0.026636751080513933,0.012630129,1050,0.8769134730100632,0.0832021463138517,1e-05,-1.8053995825350284,0.0156877301633358,0.148828125
