short_mean,time/total_timesteps,short_std,return_mean,time/iterations,return_std,long_std,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,long_mean,train/clip_fraction,train/loss,train/n_updates,train/entropy_loss,train/clip_range,train/explained_variance,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/value_loss
0.19764213,96256,0.1242329,1.4722935,47,0.8987947,1.7544049,3.31911769,1497,64,20.0,-0.37898523,0.05341796875,0.013884466141462326,460,-1.1622634286060929,0.2,0.8676259517669678,1e-05,0.0056959474,-0.010733314324170351,0.08125085186911747
0.19063891,98304,0.12820585,1.4791253,48,0.93782455,1.7894846,3.3391176499999995,1527,64,20.0,-0.41808355,0.06650390625,-0.014385715126991272,470,-1.1675880743190645,0.2,0.8511978685855865,1e-05,0.0051661413,-0.012589004091569222,0.09739900230197236
0.19266866,100352,0.12942803,1.559159,49,0.97225636,1.8024007,3.4979412399999994,1557,64,20.0,-0.41834176,0.03447265625,0.0131230428814888,480,-1.1314428377896548,0.2,0.8688855469226837,1e-05,0.004189773,-0.008475899741461035,0.09437174188205973
0.18919381,102400,0.13551153,1.5480106,50,0.9488328,1.7462071,3.5029411999999995,1589,64,20.0,-0.39981586,0.0486328125,0.09221542626619339,490,-1.1668946638703346,0.2,0.8636458069086075,1e-05,0.0049771024,-0.011618268463644199,0.09951172372093424
0.17777112,104448,0.12609121,1.6164527,51,0.96734387,1.7463628,3.504411769999999,1620,64,20.0,-0.4057046,0.042138671875,0.05366374924778938,500,-1.109729080274701,0.2,0.8780539184808731,1e-05,0.00452457,-0.008304253965616227,0.09386034836643375
0.19480795,106496,0.12963784,1.5058336,52,0.8919104,1.7783744,3.35764703,1651,64,20.0,-0.38662747,0.048291015625,-0.003153011202812195,510,-1.1169250566512345,0.2,0.880847617983818,1e-05,0.004663113,-0.010284465315635316,0.0891277612769045
0.18548924,108544,0.114345014,1.5216608,53,0.90792406,1.8580009,3.39294118,1680,64,20.0,-0.39857975,0.04833984375,0.030942093580961227,520,-1.0039393343031406,0.2,0.8845348879694939,1e-05,0.003403694,-0.009149982454255223,0.07233760137460195
0.19016606,110592,0.123426944,1.529036,54,0.9107885,1.7573435,3.40058827,1710,64,20.0,-0.40451965,0.048388671875,0.009058126248419285,530,-0.8982298877090216,0.2,0.8870713412761688,1e-05,0.004288023,-0.010694121716369409,0.07835698559065349
0.20271413,112640,0.11276759,1.5213428,55,0.92783695,1.7857548,3.4485294300000002,1739,64,20.0,-0.41609314,0.025244140625,0.024406222626566887,540,-0.8557359211146831,0.2,0.8898963183164597,1e-05,0.0025812453,-0.007173985551344231,0.07820101560209877
0.17611632,114688,0.10895313,1.5502558,56,0.8962985,1.8072262,3.4850000199999998,1768,64,20.0,-0.3802687,0.02001953125,0.041078031063079834,550,-0.8030103309080004,0.2,0.8943919092416763,1e-05,0.0022453866,-0.0054653951898217205,0.07625170951359905
0.15779833,116736,0.11214725,1.4783782,57,0.88563526,1.7264355,3.31470595,1797,64,20.0,-0.42747742,0.031396484375,0.03566334396600723,560,-0.7997489845380187,0.2,0.9014680907130241,1e-05,0.0026503736,-0.007159799730288796,0.06790420671459288
0.17118123,118784,0.11512967,1.4907007,58,0.90962,1.7523614,3.39294116,1826,65,20.0,-0.39050704,0.029638671875,0.001621943898499012,570,-0.793748190253973,0.2,0.8972529917955399,1e-05,0.0029072957,-0.008932249913050328,0.06959298033034429
0.1723682,120832,0.11541882,1.5521923,59,0.89340115,1.7407339,3.47588237,1855,65,20.0,-0.42222103,0.0265625,0.015006227418780327,580,-0.7809968268498778,0.2,0.8782976120710373,1e-05,0.0026324168,-0.00786047342553502,0.08625770590733736
0.18701665,122880,0.11836553,1.5628874,60,0.88493466,1.7712014,3.5055882299999994,1884,65,20.0,-0.40837413,0.030078125,0.021351728588342667,590,-0.7391115428879858,0.2,0.8895068094134331,1e-05,0.0027318122,-0.007783473041490652,0.06808110571000725
0.17868805,124928,0.11243093,1.5569906,61,0.92594665,1.7917534,3.45382355,1913,65,20.0,-0.4383905,0.04384765625,0.00918595865368843,600,-0.667760920431465,0.2,0.9004585668444633,1e-05,0.003062862,-0.0079936565933167,0.06713904018397443
0.17418277,126976,0.10036722,1.475526,62,0.91033876,1.7458761,3.34058827,1943,65,20.0,-0.40505263,0.03623046875,0.055659085512161255,610,-0.6201727401465178,0.2,0.8922129124403,1e-05,0.0026118523,-0.008188383118249477,0.07886131172417662
0.17333764,129024,0.11486443,1.5258827,63,0.91069925,1.8466539,3.48911765,1972,65,20.0,-0.41784972,0.02978515625,0.006735416129231453,620,-0.6184725209139288,0.2,0.8762791603803635,1e-05,0.0045557576,-0.0074136990660917945,0.08161360672675073
0.18956716,131072,0.10765,1.5562942,64,0.93569624,1.8309584,3.55323534,2001,65,20.0,-0.4035144,0.060693359375,-0.0030183587223291397,630,-0.6278871893882751,0.2,0.8884768337011337,1e-05,0.004260275,-0.014093960484024138,0.07883758945972659
0.16953447,133120,0.10942752,1.600156,65,0.96083546,1.7853706,3.58411759,2030,65,20.0,-0.4229678,0.059619140625,0.03220248967409134,640,-0.5771308763884008,0.2,0.8879525139927864,1e-05,0.0047637145,-0.009916171617805957,0.08232530079549179
0.18266025,135168,0.11183548,1.5884013,66,0.9688185,1.74964,3.5538235300000003,2059,65,20.0,-0.38752502,0.0353515625,0.03466253727674484,650,-0.5453256577253341,0.2,0.8936142101883888,1e-05,0.0031182093,-0.007850483698712196,0.08328823894844391
0.17463309,137216,0.111300424,1.5989552,67,0.9145451,1.8069879,3.566176500000001,2087,65,20.0,-0.40176678,0.038037109375,0.026560457423329353,660,-0.5275789839215577,0.2,0.8896205127239227,1e-05,0.0037407577,-0.009084273391636088,0.08994855136261322
0.16589689,139264,0.11916976,1.5496435,68,0.91407555,1.8403172,3.42647058,2116,65,20.0,-0.43874973,0.01982421875,0.012916594743728638,670,-0.505402878113091,0.2,0.9065494760870934,1e-05,0.0022534034,-0.005095083081687335,0.0680579225125257
0.16738853,141312,0.10088493,1.5152404,69,0.91338116,1.8327686,3.4099999699999994,2145,65,20.0,-0.4122449,0.021875,0.009121596813201904,680,-0.4830083394423127,0.2,0.8991893902420998,1e-05,0.002333236,-0.005958217197621707,0.0729241261840798
0.17373113,143360,0.10670284,1.5633826,70,0.9217937,1.6995008,3.5064705999999997,2174,65,20.0,-0.39750284,0.034619140625,0.03056301921606064,690,-0.4521826434880495,0.2,0.8846443891525269,1e-05,0.0027021896,-0.00856788151722867,0.08239625048008747
0.18957281,145408,0.11517108,1.588823,71,0.91854304,1.7617347,3.56852937,2203,65,20.0,-0.4071649,0.023046875,0.0187215618789196,700,-0.45777654759585856,0.2,0.8963570669293404,1e-05,0.0017912196,-0.005193248600699007,0.074397405073978
0.18797642,147456,0.11059892,1.6157334,72,0.9477652,1.7944305,3.5935294300000002,2232,66,20.0,-0.3993435,0.0275390625,0.020452961325645447,710,-0.45725582404993476,0.2,0.9141260758042336,1e-05,0.002076712,-0.005653785567847081,0.06571426196605898
0.19450457,149504,0.117627814,1.6363947,73,0.9568431,1.7969142,3.6602941400000004,2262,66,20.0,-0.42183375,0.014404296875,0.025465209037065506,720,-0.46275418093428017,0.2,0.9006372019648552,1e-05,0.0013681583,-0.005136622898862697,0.07763381220865995
0.19411871,151552,0.11293628,1.545192,74,0.88112813,1.8322437,3.4370587599999998,2295,66,20.0,-0.40729436,0.019482421875,0.022721128538250923,730,-0.44387233452871444,0.2,0.9016155749559402,1e-05,0.0033091474,-0.004442703229142353,0.07581126063596458
0.1946493,153600,0.09619993,1.6213886,75,0.9243077,1.7854713,3.6105882599999997,2326,66,20.0,-0.38931406,0.03740234375,0.026170672848820686,740,-0.40996269723400475,0.2,0.9070090353488922,1e-05,0.0025555207,-0.00922731401224155,0.06046865319949575
0.17881674,155648,0.09906906,1.5518528,76,0.90805715,1.7273034,3.4738235400000006,2357,66,20.0,-0.40612447,0.029248046875,0.014491895213723183,750,-0.4140128502622247,0.2,0.9085064977407455,1e-05,0.0027348048,-0.0072869160794653,0.06407204652205109
0.18154362,157696,0.0980613,1.6530516,77,0.9550246,1.6831836,3.6273529300000003,2388,66,20.0,-0.41624886,0.02197265625,0.029768094420433044,760,-0.39023327608592806,0.2,0.9033357948064804,1e-05,0.0018991163,-0.0049498985201353205,0.06812836008612067
0.17624824,159744,0.10583676,1.5743072,78,0.9193421,1.8066539,3.52764706,2420,66,20.0,-0.41159466,0.02578125,0.012252859771251678,770,-0.4208491161465645,0.2,0.9061984792351723,1e-05,0.0020223623,-0.00628821732243523,0.07045863915700465
0.18047905,161792,0.09572937,1.6108516,79,0.941824,1.7270716,3.5967647,2451,65,20.0,-0.41400832,0.034619140625,0.017403390258550644,780,-0.3668651703279465,0.2,0.9045619145035744,1e-05,0.0026010175,-0.008092429518001154,0.0674834342324175
0.18753691,163840,0.10040474,1.6590059,80,0.98072004,1.7394644,3.72764712,2483,65,20.0,-0.3945148,0.022412109375,0.023853428661823273,790,-0.3828353145625442,0.2,0.8993026688694954,1e-05,0.0022870994,-0.005382663763884921,0.0754832440870814
0.1891799,165888,0.10179751,1.6148372,81,0.93999946,1.7271785,3.61970584,2513,66,20.0,-0.3948639,0.023486328125,0.046215787529945374,800,-0.4063885477837175,0.2,0.902878500521183,1e-05,0.002014618,-0.005419771908782423,0.08232419054256752
0.15472734,167936,0.09187416,1.441603,82,0.874291,1.759208,3.22147059,2543,66,20.0,-0.4068633,0.0333984375,0.014322087168693542,810,-0.43393385196104645,0.2,0.8964972048997879,1e-05,0.0061455127,-0.007368173793656752,0.07933274786919356
0.16704056,169984,0.10760464,1.4770234,83,0.8888786,1.7866236,3.35529412,2574,66,20.0,-0.3998048,0.036181640625,0.03491174802184105,820,-0.4476583431474864,0.2,0.8746985346078873,1e-05,0.002770428,-0.011347211996326222,0.07477214344544336
0.16413523,172032,0.10210973,1.5329516,84,0.8856905,1.6412587,3.441176429999999,2604,66,20.0,-0.39232367,0.05126953125,0.03495686873793602,830,-0.47352760229259727,0.2,0.8919495344161987,1e-05,0.0043270914,-0.011812101051327772,0.07360166002763435
0.17641163,174080,0.10941993,1.5802927,85,0.9640178,1.7631053,3.5323529700000007,2634,66,20.0,-0.40003663,0.040771484375,0.014470979571342468,840,-0.5687921963632107,0.2,0.8996995389461517,1e-05,0.0030452884,-0.010356928265537135,0.06925967173883692
0.17184094,176128,0.11957899,1.6757917,86,0.9607512,1.7184594,3.66411761,2665,66,20.0,-0.4092412,0.03271484375,0.02493637055158615,850,-0.5502194673754275,0.2,0.8891618996858597,1e-05,0.0040726746,-0.008912327690632082,0.08559398145298473
0.1721133,178176,0.10150187,1.5741837,87,0.93996406,1.71011,3.51000003,2696,66,20.0,-0.41638327,0.04794921875,0.012740708887577057,860,-0.5818654080852866,0.2,0.887418583035469,1e-05,0.0041822395,-0.009545756498118863,0.08352309770416469
0.16083615,180224,0.1260274,1.647716,88,0.96993977,1.6912518,3.6226471000000005,2726,66,20.0,-0.39741242,0.05517578125,0.023919500410556793,870,-0.54783098641783,0.2,0.894578143954277,1e-05,0.00365787,-0.011296326213050633,0.07627539539826103
0.15932938,182272,0.10763673,1.5958761,89,0.9341291,1.7311482,3.5720588199999996,2757,66,20.0,-0.39550847,0.047607421875,0.04644038900732994,880,-0.5663949090987443,0.2,0.8833413273096085,1e-05,0.004156608,-0.007551888679154217,0.09135545160388574
0.14468144,184320,0.11053989,1.5491328,90,0.9236043,1.7137786,3.469999960000001,2788,66,20.0,-0.38682422,0.040380859375,-0.0018163453787565231,890,-0.5577473793178797,0.2,0.9101819917559624,1e-05,0.0035113432,-0.010612857501837426,0.06655832129181363
0.15472488,186368,0.11285092,1.5681386,91,0.9001642,1.7433572,3.4720587799999993,2820,66,20.0,-0.4082566,0.02783203125,0.004632040858268738,900,-0.5104308183304965,0.2,0.9039926305413246,1e-05,0.0021774387,-0.006585578725207597,0.06808233560295776
0.18767954,188416,0.18692502,1.7744552,92,1.0060859,1.7207054,3.8908823500000005,2851,66,20.0,-0.4121143,0.027490234375,0.014575313776731491,910,-0.5018126457929611,0.2,0.9024736508727074,1e-05,0.002969895,-0.007074441449367442,0.06779059392865747
0.16748616,190464,0.11097842,1.6669657,93,0.9845647,1.7825509,3.7041176700000005,2882,66,20.0,-0.40207237,0.035400390625,-0.0031850170344114304,920,-0.47756477296352384,0.2,0.9024610742926598,1e-05,0.0034484242,-0.007038342283340171,0.07774298586882651
0.16703027,192512,0.11220269,1.6270564,94,0.96791583,1.8156792,3.5688235600000002,2913,66,20.0,-0.4191051,0.05048828125,0.012651842087507248,930,-0.40854655536822976,0.2,0.8992504104971886,1e-05,0.003584833,-0.01136694725137204,0.08567502145888284
0.17855613,194560,0.10348889,1.5777123,95,0.94452685,1.7742078,3.5658823200000005,2944,66,20.0,-0.40366018,0.025537109375,0.04593023657798767,940,-0.4138039994053543,0.2,0.9007229954004288,1e-05,0.0018864861,-0.007346955171669833,0.08048819346586242
0.18484437,196608,0.117787756,1.6851515,96,0.96694136,1.7581135,3.7182353099999994,2974,66,20.0,-0.4014164,0.02099609375,0.019474603235721588,950,-0.42325453856028616,0.2,0.9064545407891273,1e-05,0.0022928987,-0.005674886441556737,0.07125631674425677
0.17377655,198656,0.118531205,1.6262363,97,0.9619795,1.7203208,3.6332352899999996,3005,66,20.0,-0.3987176,0.034423828125,0.026336830109357834,960,-0.4325650441925973,0.2,0.9104689657688141,1e-05,0.0029236898,-0.007471147080650553,0.0728774985531345
0.1720342,200704,0.11121283,1.6377134,98,0.96274966,1.7658855,3.68852938,3035,66,20.0,-0.38611034,0.024658203125,0.0019417814910411835,970,-0.41336722755804656,0.2,0.9122356697916985,1e-05,0.0021379981,-0.006090687766845804,0.07095425819861703
0.1691561,202752,0.11425198,1.6742988,99,0.95705575,1.7631354,3.7073529300000003,3067,66,20.0,-0.40686816,0.0318359375,0.03798028081655502,980,-0.40748512507416307,0.2,0.9118303433060646,1e-05,0.0022833347,-0.006322098222153727,0.07043340224190615
0.17078689,204800,0.107853204,1.6098075,100,0.9348123,1.7536229,3.5652941299999994,3099,66,20.0,-0.38798887,0.03291015625,0.030649421736598015,990,-0.38011419367976484,0.2,0.9082254320383072,1e-05,0.0028618514,-0.0064642263314453885,0.07315196093986742
0.18419644,206848,0.11944081,1.7171814,101,0.9751106,1.8358475,3.7852940999999993,3129,66,20.0,-0.40322536,0.03515625,0.016559768468141556,1000,-0.3709082018584013,0.2,0.919609472155571,1e-05,0.003608254,-0.00855651746824151,0.06246347186388448
0.17671233,208896,0.113579385,1.7345243,102,0.96735805,1.7308316,3.7829411599999996,3160,66,20.0,-0.40865785,0.0240234375,0.018645837903022766,1010,-0.4125485048629344,0.2,0.90810976177454,1e-05,0.0026158695,-0.006233270949451253,0.07465027645230293
0.17217124,210944,0.10962921,1.6968246,103,1.0007917,1.7303759,3.7691176399999993,3191,66,20.0,-0.40029758,0.027392578125,0.015027657151222229,1020,-0.4117615167517215,0.2,0.9140390232205391,1e-05,0.0029077006,-0.006166855807532556,0.06782223916379734
0.18569073,212992,0.09881377,1.67624,104,0.965906,1.7210506,3.6876470599999993,3222,66,20.0,-0.37503657,0.044287109375,0.021261347457766533,1030,-0.37717058495618405,0.2,0.9160520285367966,1e-05,0.0043666633,-0.008171689877053722,0.06907008568523451
0.16351971,215040,0.1057587,1.7158682,105,0.97570527,1.8260144,3.8058823500000005,3252,66,20.0,-0.40016174,0.04580078125,0.02932533249258995,1040,-0.34015160161070523,0.2,0.9017352685332298,1e-05,0.0028283885,-0.010494865111832041,0.07563097699894569
