short_mean,return_mean,long_mean,rollout/ep_len_mean,rollout/ep_rew_mean,long_std,short_std,return_std,time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/loss,train/value_loss,train/learning_rate,train/entropy_loss,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/clip_range,train/clip_fraction
0.42538828,1.233472,-0.40122682,20.0,2.7758823900000005,1.8514026,0.28095427,0.7481041,25,786,65,51200,-0.012854184955358505,0.07716394003364258,1e-05,-2.848553008586168,240,-0.00906823989644181,0.010398354,0.825553834438324,0.2,0.061474609375
0.4073402,1.2760324,-0.3976761,20.0,2.8764706099999997,1.9223299,0.2912956,0.7690107,26,817,65,53248,0.00047160498797893524,0.06811489879037254,1e-05,-2.8045414857566358,250,-0.013453470118110999,0.011462246,0.8419705629348755,0.2,0.108740234375
0.38320222,1.1980181,-0.4145378,20.0,2.71794115,1.967537,0.26972178,0.7530219,27,847,65,55296,-0.009164765477180481,0.0773102817533072,1e-05,-2.800187550485134,260,-0.009721090926905162,0.011122485,0.8250338733196259,0.2,0.05703125
0.43801633,1.1929696,-0.41349962,20.0,2.6855882099999997,1.9808481,0.2888741,0.71572965,28,878,65,57344,0.011729825288057327,0.07537869514198973,1e-05,-2.7656798511743546,270,-0.008292627059563528,0.008107356,0.8274012804031372,0.2,0.046240234375
0.42894706,1.2164469,-0.39007398,20.0,2.7411764599999997,1.9391062,0.29210532,0.7085025,29,909,65,59392,-0.007824738509953022,0.06647873165784404,1e-05,-2.7323339506983757,280,-0.014695483728428372,0.0151010975,0.8269704282283783,0.2,0.098046875
0.44238183,1.2084314,-0.3923415,20.0,2.686176479999999,1.9092764,0.2918885,0.717656,30,939,65,61440,-0.0032988227903842926,0.061955030087847265,1e-05,-2.7150594629347324,290,-0.008661366431624629,0.012388563,0.8331520557403564,0.2,0.04775390625
0.4079844,1.1637131,-0.39788672,20.0,2.57794121,2.0159535,0.28369635,0.71219844,31,970,65,63488,-0.0069333650171756744,0.05821280347299762,1e-05,-2.7623531073331833,300,-0.0129729099891847,0.0146735525,0.8475512713193893,0.2,0.097216796875
0.41159928,1.2025579,-0.37129998,20.0,2.650588219999999,1.9522545,0.2863164,0.72915435,32,1001,65,65536,0.003117963671684265,0.06647505019209347,1e-05,-2.785974828898907,310,-0.009212587695219553,0.012594678,0.8259934335947037,0.2,0.055859375
0.47189766,1.2535853,-0.4026269,20.0,2.80705886,1.928957,0.29341182,0.7468408,33,1033,65,67584,0.020130962133407593,0.06910843513906002,1e-05,-2.745175428688526,320,-0.008284023831947707,0.010883613,0.8293159604072571,0.2,0.03857421875
0.456628,1.2547202,-0.4030314,20.0,2.7511764999999997,1.9685647,0.29519546,0.728608,34,1063,65,69632,0.00937906838953495,0.061144683056045326,1e-05,-2.729341473430395,330,-0.00963257530820556,0.009995205,0.8517556935548782,0.2,0.052099609375
0.4864757,1.3141366,-0.3768105,20.0,2.8826470999999994,1.973876,0.308829,0.7676017,35,1094,65,71680,0.010341769084334373,0.05954827971290797,1e-05,-2.6994182504713535,340,-0.009449379236320965,0.009555648,0.8482596725225449,0.2,0.048828125
0.49207795,1.3110371,-0.39252645,20.0,2.8597058399999997,1.9638563,0.29715604,0.77171224,36,1124,65,73728,0.042381953448057175,0.06292928062030115,1e-05,-2.692705987393856,350,-0.008625577040947973,0.009003181,0.857618048787117,0.2,0.04267578125
0.4826744,1.3252888,-0.3818054,20.0,2.9450000099999993,1.9151832,0.3080027,0.7878187,37,1155,65,75776,0.022142307832837105,0.07466258303611539,1e-05,-2.6842204339802267,360,-0.00917750723892823,0.010420056,0.8441666066646576,0.2,0.0513671875
0.44457936,1.1893792,-0.40042025,20.0,2.6405882800000002,1.8774283,0.2949258,0.7356853,38,1187,65,77824,0.014156825840473175,0.07725170842604712,1e-05,-2.7237255059182646,370,-0.007505531000788324,0.009665076,0.8433828353881836,0.2,0.03173828125
0.4913543,1.2806635,-0.39715427,20.0,2.87000003,1.936268,0.30396274,0.7401599,39,1218,65,79872,-0.003795590251684189,0.06374077490763738,1e-05,-2.725014279037714,380,-0.011968754688859917,0.012173115,0.8431638032197952,0.2,0.07080078125
0.510406,1.2634821,-0.39259297,20.0,2.7908823900000006,1.9140011,0.31654078,0.750183,40,1248,65,81920,-0.004709513857960701,0.058310740924207495,1e-05,-2.6781537875533106,390,-0.008744142143405043,0.010953398,0.851477861404419,0.2,0.054443359375
0.49002337,1.2450392,-0.4170357,20.0,2.789705839999999,1.9858502,0.30322725,0.7310558,41,1279,65,83968,0.024689529091119766,0.0606903993873857,1e-05,-2.627151946723461,400,-0.00829465985589195,0.012955317,0.8628935217857361,0.2,0.046142578125
0.5338278,1.3407078,-0.38788626,20.0,3.0047059299999996,1.9534757,0.32115805,0.78380954,42,1310,65,86016,0.03512084484100342,0.060273271781625226,1e-05,-2.610923428833485,410,-0.006708067667204887,0.008860051,0.8535633981227875,0.2,0.0408203125
0.51072234,1.280219,-0.40810066,20.0,2.8720587900000005,1.9947621,0.31098527,0.7875024,43,1341,65,88064,0.02269817516207695,0.07147276781033725,1e-05,-2.6204565569758413,420,-0.008010767116502393,0.008341329,0.8387754261493683,0.2,0.036328125
0.52852446,1.3133776,-0.41166863,20.0,2.91647061,1.9108291,0.32165954,0.84488565,44,1372,65,90112,0.0060789696872234344,0.07419570091878995,1e-05,-2.6090748332440854,430,-0.00854476956592407,0.0091731865,0.8434283882379532,0.2,0.0484375
0.5338058,1.2886884,-0.40752897,20.0,2.90176471,1.940377,0.32529378,0.7691246,45,1403,65,92160,0.018536414951086044,0.09157306937268003,1e-05,-2.5528842955827713,440,-0.00992508621129673,0.011797895,0.8404593914747238,0.2,0.047216796875
0.5520677,1.2701943,-0.4168984,20.0,2.8058823799999995,1.9559323,0.32912728,0.7437528,46,1434,65,94208,0.0077581629157066345,0.07035843263729476,1e-05,-2.56709251254797,450,-0.0066580074810190125,0.009783899,0.8492496609687805,0.2,0.02890625
0.5494431,1.3017871,-0.38087955,20.0,2.9199999400000003,1.894602,0.32809255,0.77955145,47,1465,65,96256,0.04664958640933037,0.06647081585251727,1e-05,-2.5357809640467166,460,-0.00794990123831667,0.009110961,0.8460888117551804,0.2,0.04140625
0.5445857,1.237939,-0.40722135,20.0,2.7620588100000005,1.9424992,0.32428864,0.77177453,48,1497,65,98304,0.04344522953033447,0.07212983295903541,1e-05,-2.511635709553957,470,-0.010795162993599661,0.012159039,0.8466098457574844,0.2,0.055908203125
0.57224846,1.2942798,-0.40888298,20.0,2.9085294500000005,1.9533386,0.33070368,0.81934285,49,1528,65,100352,0.005209028720855713,0.06532763640861958,1e-05,-2.4643587470054626,480,-0.011128591391025112,0.011350878,0.8694798797369003,0.2,0.0578125
0.56119084,1.2830288,-0.42205215,20.0,2.8667647300000003,1.9352335,0.3321379,0.7820993,50,1561,65,102400,0.0092622060328722,0.09179394881939515,1e-05,-2.3938264533877374,490,-0.012137633658130653,0.01528535,0.8285461813211441,0.2,0.074853515625
0.5804502,1.3795581,-0.42630658,20.0,3.042352920000001,1.8556108,0.33965197,0.80593073,51,1594,65,104448,0.027715176343917847,0.07790926537709311,1e-05,-2.3688930980861187,500,-0.006803758304158691,0.0073900074,0.84100241959095,0.2,0.037646484375
0.60159945,1.4221288,-0.4038537,20.0,3.11088237,1.8097404,0.34905246,0.86657006,52,1625,65,106496,0.018137671053409576,0.07091536250663921,1e-05,-2.319029577076435,510,-0.011988888634368778,0.009509663,0.8594376593828201,0.2,0.06689453125
0.59296757,1.3765085,-0.3847279,20.0,3.0229411699999997,1.8536812,0.3472815,0.8464023,53,1656,65,108544,0.0004520602524280548,0.0845952068164479,1e-05,-2.2896309927105905,520,-0.013962476498272735,0.010754798,0.8574565500020981,0.2,0.076953125
0.6099564,1.4796486,-0.37542295,20.0,3.2538235400000004,1.8620415,0.35089967,0.8923778,54,1689,65,110592,0.036452218890190125,0.07937544342130423,1e-05,-2.256436721235514,530,-0.01197055438242387,0.009714062,0.8609064072370529,0.2,0.0556640625
0.6043577,1.4177276,-0.38233206,20.0,3.1629411299999997,1.75231,0.3426121,0.84434134,55,1721,65,112640,0.010909784585237503,0.08127071172348224,1e-05,-2.200243431329727,540,-0.013846414198633283,0.011694512,0.8704827427864075,0.2,0.07138671875
0.5958197,1.4106723,-0.39331162,20.0,3.1561764599999997,1.856624,0.34455767,0.8302876,56,1753,65,114688,0.011395571753382683,0.06971424552612007,1e-05,-2.1769068643450735,550,-0.008524321840377524,0.012051081,0.8789636194705963,0.2,0.036181640625
0.6102762,1.4246421,-0.3771433,20.0,3.2235294400000005,1.72394,0.34674135,0.889367,57,1784,65,116736,0.013103378936648369,0.06733611321542413,1e-05,-2.10942450016737,560,-0.00924591146176681,0.012988349,0.8807083666324615,0.2,0.0529296875
0.59883773,1.340934,-0.39007187,20.0,3.0338235099999995,1.8472829,0.34771913,0.81317574,58,1816,65,118784,0.022479314357042313,0.08351925683673471,1e-05,-2.0654558692127467,570,-0.011811170374858192,0.010252619,0.8708125352859497,0.2,0.07353515625
0.6178055,1.4443573,-0.39339617,20.0,3.2432352900000008,1.7775633,0.35844952,0.85170007,59,1848,65,120832,0.02257537841796875,0.07000427364255302,1e-05,-2.036325015127659,580,-0.011117601969453971,0.009569172,0.8707449436187744,0.2,0.05166015625
0.6254642,1.5497159,-0.37159055,20.0,3.4829411899999996,1.7610557,0.35396317,0.8832677,60,1880,65,122880,0.027836402878165245,0.06894199187518098,1e-05,-1.9779540546238423,590,-0.008607186438166537,0.008147754,0.8872526735067368,0.2,0.0396484375
0.63019013,1.4622668,-0.39818972,20.0,3.2567646800000007,1.8255664,0.35731384,0.88789624,61,1912,65,124928,0.008502468466758728,0.06357958493754268,1e-05,-1.982874944806099,600,-0.010236867907224223,0.012321429,0.9032239466905594,0.2,0.078466796875
0.6224604,1.4785998,-0.3588747,20.0,3.28235293,1.8611823,0.3528261,0.88433045,62,1944,65,126976,0.030474239960312843,0.08084918286767788,1e-05,-1.9657481502741576,610,-0.01021633615164319,0.010893242,0.8760110512375832,0.2,0.05703125
0.62391824,1.5544716,-0.4043435,20.0,3.4926470999999992,1.7876995,0.3514912,0.92491484,63,1975,65,129024,0.0038074329495429993,0.06805939710466191,1e-05,-1.9890085585415362,620,-0.006779875155189075,0.009734788,0.8919385448098183,0.2,0.027734375
0.6238613,1.5578963,-0.37734848,20.0,3.51147059,1.785542,0.34907195,0.9386355,64,2005,65,131072,0.002603519707918167,0.08357422964181752,1e-05,-2.009379156306386,630,-0.00750504025927512,0.009152774,0.8803847432136536,0.2,0.05009765625
0.6288128,1.5547085,-0.3741123,20.0,3.49882353,1.8606936,0.35718894,0.913224,65,2034,65,133120,0.038433149456977844,0.07712402538745664,1e-05,-1.993869825080037,640,-0.004359934301464819,0.0065811677,0.893945962190628,0.2,0.03056640625
0.62677276,1.580037,-0.4183426,20.0,3.5029411599999998,1.824256,0.3577659,0.9278147,66,2064,65,135168,0.019870854914188385,0.07760757259675302,1e-05,-1.9890017859637736,650,-0.009083112713415175,0.010203276,0.8905340954661369,0.2,0.0521484375
0.6235397,1.5650587,-0.36581236,20.0,3.514411760000001,1.7912815,0.35278106,0.9209207,67,2093,65,137216,0.07139803469181061,0.07923499070457182,1e-05,-1.9885558515787125,660,-0.009296376985730603,0.0129495,0.8869496211409569,0.2,0.064208984375
0.631845,1.5576701,-0.4023101,20.0,3.44941173,1.7964307,0.35666937,0.9304395,68,2123,65,139264,0.02383972331881523,0.0747047521872446,1e-05,-1.9662311252206564,670,-0.008688649421674199,0.0068377564,0.8937470838427544,0.2,0.05419921875
0.63365746,1.5803124,-0.38893998,20.0,3.53411765,1.7675173,0.3595962,0.95088524,69,2156,65,141312,0.060534559190273285,0.08215763297048398,1e-05,-1.9586371686309576,680,-0.0059000718523748216,0.01066741,0.8843267560005188,0.2,0.037353515625
0.636065,1.5565324,-0.3675278,20.0,3.4579411799999997,1.7369808,0.36051175,0.93720746,70,2188,65,143360,0.004426034167408943,0.08494227611226961,1e-05,-1.9092676162719726,690,-0.012792416306911036,0.01240083,0.8874243870377541,0.2,0.09501953125
0.6366557,1.5786967,-0.384865,20.0,3.57235293,1.8382311,0.3584657,0.91888714,71,2220,65,145408,0.03723977133631706,0.07969906848738902,1e-05,-1.881350824981928,700,-0.006506731112312991,0.008351073,0.8952572420239449,0.2,0.0484375
0.6384824,1.5839059,-0.37712446,20.0,3.5470588199999997,1.7861682,0.3644715,0.9239776,72,2251,65,147456,0.024511320516467094,0.06821908906567842,1e-05,-1.856715089827776,710,-0.005607585812686011,0.004887825,0.9054660350084305,0.2,0.02578125
0.64826065,1.670511,-0.42490748,20.0,3.6832353,1.8670086,0.36572462,0.9517181,73,2283,65,149504,0.045634686946868896,0.08551332360948435,1e-05,-1.8156011272221804,720,-0.004683476706850343,0.005667107,0.8794696852564812,0.2,0.022998046875
0.64730275,1.6160958,-0.39403108,20.0,3.58294117,1.8292443,0.36839005,0.9560172,74,2315,65,151552,0.019468938931822777,0.07079546876484528,1e-05,-1.7774645987898112,730,-0.004659095846000128,0.0065056095,0.9079217836260796,0.2,0.043896484375
0.65097034,1.5990051,-0.38546038,20.0,3.5691176199999997,1.8026527,0.36564362,0.9430813,75,2346,65,153600,0.0020215772092342377,0.08291197913931683,1e-05,-1.8064941484481096,740,-0.004800768254790455,0.009424415,0.8933151066303253,0.2,0.038818359375
0.63267934,1.61238,-0.39034027,20.0,3.6138235300000003,1.7925284,0.35744277,0.9379637,76,2379,65,155648,0.017522141337394714,0.0760321055422537,1e-05,-1.8225133810192347,750,-0.005076575414568652,0.0058915587,0.8993078917264938,0.2,0.0318359375
0.6319815,1.5499053,-0.38126597,20.0,3.4991176499999996,1.7725332,0.35786557,0.90948665,77,2413,65,157696,0.045260969549417496,0.07576006384333596,1e-05,-1.8278323024511338,760,-0.006340712100791279,0.008975612,0.9019442647695541,0.2,0.0419921875
0.63774157,1.564353,-0.39419436,20.0,3.48588238,1.72749,0.36044067,0.9328644,78,2443,65,159744,0.021081535145640373,0.07153219626634381,1e-05,-1.8437552966177464,770,-0.00766684914851794,0.009276593,0.8984864428639412,0.2,0.053466796875
0.64113283,1.651561,-0.38190645,20.0,3.67411765,1.701663,0.362246,0.9525824,79,2474,65,161792,0.01610354706645012,0.07945527994888835,1e-05,-1.8786426909267901,780,-0.005669037249754183,0.0075184717,0.8888591825962067,0.2,0.045263671875
0.6552408,1.5907569,-0.38157657,20.0,3.57323533,1.7165616,0.36801547,0.9389328,80,2505,65,163840,0.06968407332897186,0.07785434159450233,1e-05,-1.8675448164343833,790,-0.008080021082423627,0.01157866,0.9025020599365234,0.2,0.067919921875
0.6510621,1.6227322,-0.37746343,20.0,3.62911764,1.8115053,0.3645094,0.9347422,81,2536,65,165888,0.020626146346330643,0.07136660784017294,1e-05,-1.879396803677082,800,-0.00808738508494571,0.010277558,0.8946348577737808,0.2,0.064111328125
0.63322157,1.595401,-0.40632525,20.0,3.6149999999999993,1.8695921,0.35206243,0.93571436,82,2568,65,167936,0.028207607567310333,0.07168906512088143,1e-05,-1.884538732841611,810,-0.00617644886369817,0.009922508,0.9039101302623749,0.2,0.046142578125
0.6357192,1.5587388,-0.3924481,20.0,3.49235296,1.8055667,0.36242083,0.9267874,83,2600,65,169984,0.017169639468193054,0.06896047100308351,1e-05,-1.8521794363856317,820,-0.009338857428519986,0.011038615,0.909032367169857,0.2,0.0798828125
0.6457781,1.6695981,-0.38557014,20.0,3.7147058900000003,1.7704893,0.36140066,0.9809541,84,2632,65,172032,0.008633922785520554,0.07844982458627783,1e-05,-1.8215271551162004,830,-0.005872586247278377,0.006039906,0.8950221389532089,0.2,0.037890625
0.6523498,1.6638575,-0.3901567,20.0,3.7550000200000007,1.7981522,0.36573482,0.95982796,85,2663,65,174080,0.018328595906496048,0.0835867598769255,1e-05,-1.7560110434889793,840,-0.007149021413351875,0.011609992,0.8948931619524956,0.2,0.048291015625
0.6499091,1.6570289,-0.38050026,20.0,3.68205875,1.8742146,0.37036422,0.94381684,86,2694,65,176128,0.02086765132844448,0.0728591805556789,1e-05,-1.697837556153536,850,-0.00821687467105221,0.008264461,0.9082148224115372,0.2,0.084814453125
0.6509503,1.6738536,-0.37619257,20.0,3.7123529100000003,1.7909116,0.3662829,0.97755504,87,2726,65,178176,0.026986118406057358,0.07355802059173584,1e-05,-1.694327438250184,860,-0.006127054715761915,0.006410416,0.9048306494951248,0.2,0.048828125
0.6594085,1.7018051,-0.3597378,20.0,3.7049999800000006,1.6713697,0.37522846,0.9596607,88,2757,65,180224,0.03939220309257507,0.08150536399916745,1e-05,-1.7009528681635857,870,-0.0061765925289364535,0.0070496215,0.9027304127812386,0.2,0.0478515625
0.65549815,1.6442325,-0.37595296,20.0,3.6261764999999997,1.8000284,0.36712903,0.94850856,89,2789,65,182272,0.002189449965953827,0.06494807181879877,1e-05,-1.684366662800312,880,-0.007693541116896086,0.009790143,0.9182380810379982,0.2,0.062109375
0.6518698,1.6387427,-0.37125435,20.0,3.6020588499999997,1.7908416,0.36840224,0.9675595,90,2821,65,184320,0.026139521971344948,0.07406345648923889,1e-05,-1.7223484829068183,890,-0.008694990996445995,0.010003874,0.9042775630950928,0.2,0.062060546875
0.65467376,1.723927,-0.35932767,20.0,3.7611764899999995,1.8184484,0.3722307,0.97955596,91,2852,65,186368,0.005981467664241791,0.0782640702847857,1e-05,-1.7604081872850657,900,-0.010117617252399213,0.013053406,0.9049442410469055,0.2,0.083203125
0.65661013,1.7117139,-0.39542583,20.0,3.765294130000001,1.7601291,0.369967,0.9571103,92,2884,65,188416,0.037923216819763184,0.07695268271490932,1e-05,-1.781962164863944,910,-0.005696750697097741,0.008039398,0.9055991247296333,0.2,0.05146484375
0.64862514,1.6875145,-0.38768524,20.0,3.76911763,1.7930694,0.36324862,0.995695,93,2916,65,190464,0.006415620446205139,0.07012863990967162,1e-05,-1.784139096736908,920,-0.007681804375897628,0.012156421,0.911960132420063,0.2,0.068896484375
0.66610587,1.6279154,-0.34220877,20.0,3.59470588,1.7212931,0.37915957,0.9539316,94,2950,65,192512,0.04171595349907875,0.08837774940766394,1e-05,-1.7894762098789214,930,-0.0073325801873579625,0.008261674,0.8940229788422585,0.2,0.060986328125
0.6473994,1.7106283,-0.3723454,20.0,3.7820588399999995,1.8700404,0.36839,0.9683166,95,2983,65,194560,0.017525769770145416,0.07196389769669623,1e-05,-1.7770278569310904,940,-0.006576099811354652,0.008485053,0.907905824482441,0.2,0.052880859375
0.66113615,1.7059591,-0.39368534,20.0,3.8029412299999996,1.7733386,0.37355673,0.9744958,96,3015,65,196608,0.02107052691280842,0.07113485455629416,1e-05,-1.7363234970718622,950,-0.007368380788830109,0.011757441,0.9111880883574486,0.2,0.0626953125
0.654866,1.6848288,-0.35445952,20.0,3.7247058799999997,1.8107837,0.37157115,0.9751666,97,3045,65,198656,0.010430604219436646,0.07084022269700654,1e-05,-1.7572048768401145,960,-0.007896381668979302,0.011481428,0.9139810875058174,0.2,0.058544921875
0.647231,1.637332,-0.36841613,20.0,3.62470588,1.781044,0.36626017,0.9622936,98,3076,65,200704,0.038566358387470245,0.07825158399064094,1e-05,-1.80414177775383,970,-0.009859438915736974,0.011935424,0.9043665304780006,0.2,0.05703125
0.6662883,1.7303786,-0.38244322,20.0,3.8541176399999997,1.7154818,0.37469512,0.98533046,99,3107,65,202752,0.029590995982289314,0.0647347993159201,1e-05,-1.778438799455762,980,-0.0041889819345669824,0.0044736145,0.9206910505890846,0.2,0.018994140625
0.6552573,1.7341466,-0.3655054,20.0,3.7688235100000003,1.7667372,0.37257892,0.98746514,100,3139,65,204800,0.01924421451985836,0.07362362463609315,1e-05,-1.7688660770654678,990,-0.005927471889299341,0.0071492107,0.9129603952169418,0.2,0.038134765625
0.6604944,1.7113397,-0.3991701,20.0,3.7044118,1.760034,0.3770538,0.9801933,101,3170,65,206848,0.01872776448726654,0.08782414738088846,1e-05,-1.7677864022552967,1000,-0.008965093723963946,0.010799101,0.893712654709816,0.2,0.0966796875
0.65071166,1.6705956,-0.3930627,20.0,3.6794117699999997,1.7757274,0.3722567,0.94089013,102,3200,65,208896,0.02124239131808281,0.07716405913233756,1e-05,-1.7430357355624437,1010,-0.006302643707022071,0.0088096345,0.9018733501434326,0.2,0.04638671875
0.6588685,1.7156997,-0.41216838,20.0,3.75529409,1.7490845,0.37497243,0.97776777,103,3232,65,210944,0.026532582938671112,0.06286026124143973,1e-05,-1.6903547260910272,1020,-0.00365211855241796,0.0040830853,0.9169379398226738,0.2,0.021337890625
0.6662198,1.7106705,-0.37262553,20.0,3.6488235299999996,1.8181015,0.38060892,0.9795013,104,3263,65,212992,0.048179589211940765,0.07341560843633488,1e-05,-1.6978393290191889,1030,-0.007364647355279886,0.007455097,0.9089431837201118,0.2,0.04599609375
0.6665022,1.7638386,-0.39645138,20.0,3.8491176899999995,1.6828558,0.3786743,1.0124066,105,3294,65,215040,0.024294767528772354,0.07777646180475131,1e-05,-1.696911756321788,1040,-0.007418822011095472,0.0066807624,0.9087704420089722,0.2,0.046923828125
